-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.40%      17.266ms        18.36%     793.654ms     708.620us       0.000us         0.00%        2.312s       2.065ms          1120  
                                   ConvolutionBackward0         0.16%       6.993ms        17.79%     768.700ms     686.339us       0.000us         0.00%        2.258s       2.016ms          1120  
                             aten::convolution_backward         4.30%     186.010ms        17.62%     761.707ms     680.096us        2.255s        45.97%        2.258s       2.016ms          1120  
                                           aten::conv2d         0.09%       4.060ms         5.00%     215.936ms     192.800us       0.000us         0.00%        1.451s       1.295ms          1120  
                                      aten::convolution         0.27%      11.495ms         4.90%     211.876ms     189.175us       0.000us         0.00%        1.451s       1.295ms          1120  
                                     aten::_convolution         0.22%       9.659ms         4.64%     200.381ms     178.912us       0.000us         0.00%        1.451s       1.295ms          1120  
                                aten::cudnn_convolution         2.71%     117.185ms         4.15%     179.482ms     160.252us        1.450s        29.55%        1.450s       1.294ms          1120  
void cudnn::ops::genericTranspose_kernel<float, floa...         0.00%       0.000us         0.00%       0.000us       0.000us        1.438s        29.32%        1.438s       3.100ms           464  
void wgrad_alg0_engine<float, 512, 6, 5, 3, 3, 3, fa...         0.00%       0.000us         0.00%       0.000us       0.000us     439.353ms         8.96%     439.353ms     159.649us          2752  
autograd::engine::evaluate_function: CudnnBatchNormB...         0.22%       9.583ms         5.55%     239.886ms     348.672us       0.000us         0.00%     338.759ms     492.382us           688  
                                CudnnBatchNormBackward0         0.08%       3.443ms         5.33%     230.303ms     334.743us       0.000us         0.00%     338.759ms     492.382us           688  
                        aten::cudnn_batch_norm_backward         0.59%      25.623ms         5.25%     226.860ms     329.738us     338.759ms         6.91%     338.759ms     492.382us           688  
void wgrad_alg0_engine<float, 128, 6, 8, 3, 3, 5, fa...         0.00%       0.000us         0.00%       0.000us       0.000us     290.248ms         5.92%     290.248ms       1.037ms           280  
void cudnn::detail::dgrad_alg1_engine<float, 512, 6,...         0.00%       0.000us         0.00%       0.000us       0.000us     279.590ms         5.70%     279.590ms     139.238us          2008  
                   volta_scudnn_128x32_relu_small_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us     276.446ms         5.64%     276.446ms     111.831us          2472  
void cudnn::bn_bw_1C11_kernel_new<float, float, floa...         0.00%       0.000us         0.00%       0.000us       0.000us     233.013ms         4.75%     233.013ms     378.268us           616  
                                       aten::batch_norm         0.04%       1.569ms         1.62%      70.177ms     102.001us       0.000us         0.00%     217.785ms     316.548us           688  
                           aten::_batch_norm_impl_index         0.06%       2.411ms         1.59%      68.608ms      99.721us       0.000us         0.00%     217.785ms     316.548us           688  
