-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                               Optimizer.step#Adam.step        10.68%     142.844ms        34.10%     455.884ms      56.986ms       0.000us         0.00%     161.363ms      20.170ms             8  
    autograd::engine::evaluate_function: AddmmBackward0         1.22%      16.331ms        11.92%     159.346ms     269.166us       0.000us         0.00%      88.953ms     150.258us           592  
                                         AddmmBackward0         0.81%      10.781ms         8.48%     113.381ms     191.522us       0.000us         0.00%      82.596ms     139.520us           592  
                                               aten::mm         3.98%      53.189ms         6.51%      87.010ms      73.488us      82.596ms        21.39%      82.596ms      69.760us          1184  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      66.463ms        17.21%      66.463ms      11.587us          5736  
                                             aten::add_         4.63%      61.959ms         9.23%     123.354ms      19.469us      53.621ms        13.89%      53.621ms       8.463us          6336  
                                           aten::linear         0.53%       7.071ms         6.78%      90.675ms     153.167us       0.000us         0.00%      51.121ms      86.353us           592  
                                            aten::addmm         3.27%      43.749ms         5.27%      70.488ms     119.068us      51.121ms        13.24%      51.121ms      86.353us           592  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      46.510ms        12.04%      46.510ms       8.729us          5328  
                                  volta_sgemm_128x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us      40.445ms        10.47%      40.445ms      69.255us           584  
                                  volta_sgemm_128x64_tn         0.00%       0.000us         0.00%       0.000us       0.000us      39.139ms        10.14%      39.139ms      67.950us           576  
                                  volta_sgemm_128x64_nn         0.00%       0.000us         0.00%       0.000us       0.000us      33.587ms         8.70%      33.587ms      58.311us           576  
                                             aten::mul_         2.38%      31.812ms         4.31%      57.598ms      18.181us      31.668ms         8.20%      31.668ms       9.996us          3168  
                                         aten::addcdiv_         1.26%      16.808ms         2.26%      30.165ms      19.044us      28.332ms         7.34%      28.332ms      17.886us          1584  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      28.332ms         7.34%      28.332ms      17.886us          1584  
                                              aten::add         3.47%      46.388ms         5.49%      73.453ms      24.815us      26.954ms         6.98%      26.954ms       9.106us          2960  
autograd::engine::evaluate_function: torch::autograd...         1.23%      16.487ms         5.36%      71.719ms      45.277us       0.000us         0.00%      21.985ms      13.879us          1584  
                        torch::autograd::AccumulateGrad         0.95%      12.678ms         4.13%      55.232ms      34.869us       0.000us         0.00%      21.985ms      13.879us          1584  
                                         aten::addcmul_         1.30%      17.414ms         2.27%      30.402ms      19.193us      19.283ms         4.99%      19.283ms      12.174us          1584  
