-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.22%       6.347ms         6.21%     175.966ms     392.781us       0.000us         0.00%        1.558s       3.477ms           448  
                                   ConvolutionBackward0         0.09%       2.570ms         5.99%     169.619ms     378.614us       0.000us         0.00%        1.558s       3.477ms           448  
                             aten::convolution_backward         3.94%     111.515ms         5.90%     167.049ms     372.877us        1.539s        53.90%        1.558s       3.477ms           448  
                                           aten::conv2d         0.06%       1.809ms         7.43%     210.480ms     398.636us       0.000us         0.00%     914.658ms       1.732ms           528  
                                      aten::convolution         0.17%       4.748ms         7.36%     208.671ms     395.210us       0.000us         0.00%     914.658ms       1.732ms           528  
                                     aten::_convolution         0.22%       6.322ms         7.20%     203.923ms     386.218us       0.000us         0.00%     914.658ms       1.732ms           528  
                                aten::cudnn_convolution         3.11%      88.138ms         5.10%     144.439ms     273.559us     853.111ms        29.89%     853.111ms       1.616ms           528  
             volta_scudnn_128x64_relu_xregs_large_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us     593.977ms        20.81%     593.977ms       1.768ms           336  
               volta_scudnn_128x64_stridedB_small_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us     393.551ms        13.79%     393.551ms       1.261ms           312  
turing_scudnn_128x64_stridedB_splitK_xregs_large_nn_...         0.00%       0.000us         0.00%       0.000us       0.000us     288.734ms        10.11%     288.734ms       2.123ms           136  
turing_scudnn_128x32_stridedB_splitK_xregs_large_nn_...         0.00%       0.000us         0.00%       0.000us       0.000us     241.788ms         8.47%     241.788ms       4.318ms            56  
void cudnn::detail::dgrad_alg1_engine<float, 128, 5,...         0.00%       0.000us         0.00%       0.000us       0.000us     217.174ms         7.61%     217.174ms       9.049ms            24  
turing_scudnn_128x128_stridedB_splitK_xregs_large_nn...         0.00%       0.000us         0.00%       0.000us       0.000us     159.057ms         5.57%     159.057ms       1.243ms           128  
void cudnn::detail::dgrad_alg1_engine<float, 128, 6,...         0.00%       0.000us         0.00%       0.000us       0.000us     110.478ms         3.87%     110.478ms       2.302ms            48  
                  volta_scudnn_128x32_relu_medium_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us      82.001ms         2.87%      82.001ms       3.417ms            24  
                                             aten::add_         1.16%      32.837ms        12.78%     361.994ms     104.261us      81.881ms         2.87%      81.881ms      23.583us          3472  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      75.541ms         2.65%      75.541ms      94.426us           800  
