-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: _ReversibleFunc...         0.00%     131.000us        66.06%        4.868s     608.452ms       0.000us         0.00%        5.177s     647.089ms             8  
                            _ReversibleFunctionBackward         1.52%     112.198ms        66.05%        4.867s     608.436ms       0.000us         0.00%        5.177s     647.089ms             8  
                                    _ReversibleFunction         0.80%      58.631ms        23.09%        1.701s     212.655ms       0.000us         0.00%        1.898s     237.192ms             8  
                                               aten::mm         0.46%      34.128ms         0.73%      53.949ms      61.306us        1.596s        22.15%        1.596s       1.813ms           880  
                                           aten::matmul         0.09%       6.376ms         0.58%      42.744ms      80.955us       0.000us         0.00%        1.122s       2.125ms           528  
                                           aten::linear         0.05%       3.739ms         0.73%      54.032ms     100.806us       0.000us         0.00%     991.490ms       1.850ms           536  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     900.516ms        12.50%     900.516ms     554.505us          1624  
                                              aten::bmm         0.18%      13.150ms         0.24%      17.751ms      43.507us     829.801ms        11.52%     829.801ms       2.034ms           408  
    autograd::engine::evaluate_function: SliceBackward0         0.07%       4.974ms         0.59%      43.764ms      75.979us       0.000us         0.00%     781.078ms       1.356ms           576  
                                 volta_sgemm_128x128_tn         0.00%       0.000us         0.00%       0.000us       0.000us     749.913ms        10.41%     749.913ms       1.736ms           432  
                                            aten::copy_         0.17%      12.739ms        80.00%        5.895s       3.246ms     702.565ms         9.75%     702.565ms     386.875us          1816  
       autograd::engine::evaluate_function: MmBackward0         0.03%       2.091ms         0.42%      30.611ms     182.208us       0.000us         0.00%     631.038ms       3.756ms           168  
                                            MmBackward0         0.04%       2.763ms         0.39%      28.520ms     169.762us       0.000us         0.00%     631.038ms       3.756ms           168  
                                         SliceBackward0         0.02%       1.312ms         0.46%      33.543ms      58.234us       0.000us         0.00%     569.744ms     989.139us           576  
                                   aten::slice_backward         0.05%       3.646ms         0.44%      32.231ms      55.957us       0.000us         0.00%     569.744ms     989.139us           576  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     560.543ms         7.78%     560.543ms       1.251ms           448  
                                              aten::cat         0.24%      17.881ms         0.43%      31.459ms      49.777us     495.698ms         6.88%     495.698ms     784.332us           632  
                                              aten::add         0.19%      14.007ms         0.30%      22.036ms      30.949us     476.130ms         6.61%     476.130ms     668.722us           712  
                                  volta_sgemm_128x64_nn         0.00%       0.000us         0.00%       0.000us       0.000us     432.824ms         6.01%     432.824ms       1.591ms           272  
