-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.93%       6.815ms        13.45%      98.935ms     199.466us       0.000us         0.00%     123.095ms     248.175us           496  
                                   ConvolutionBackward0         0.38%       2.823ms        12.12%      89.106ms     179.649us       0.000us         0.00%     120.841ms     243.631us           496  
                             aten::convolution_backward         7.61%      55.952ms        11.73%      86.283ms     173.958us     120.195ms        37.25%     120.841ms     243.631us           496  
autograd::engine::evaluate_function: CudnnBatchNormB...         0.63%       4.661ms         4.32%      31.744ms      86.261us       0.000us         0.00%      48.948ms     133.011us           368  
                                CudnnBatchNormBackward0         0.24%       1.782ms         3.68%      27.083ms      73.595us       0.000us         0.00%      48.948ms     133.011us           368  
                        aten::cudnn_batch_norm_backward         1.76%      12.953ms         3.44%      25.301ms      68.753us      48.948ms        15.17%      48.948ms     133.011us           368  
                                           aten::conv2d         0.23%       1.693ms         8.37%      61.539ms     124.071us       0.000us         0.00%      35.796ms      72.169us           496  
                                      aten::convolution         0.64%       4.676ms         8.14%      59.846ms     120.657us       0.000us         0.00%      35.796ms      72.169us           496  
                                     aten::_convolution         0.59%       4.322ms         7.50%      55.170ms     111.230us       0.000us         0.00%      35.796ms      72.169us           496  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us      28.899ms         8.96%      28.899ms     240.825us           120  
                                       aten::batch_norm         0.11%     820.000us         4.75%      34.954ms      94.984us       0.000us         0.00%      28.128ms      76.435us           368  
                           aten::_batch_norm_impl_index         0.17%       1.283ms         4.64%      34.134ms      92.755us       0.000us         0.00%      28.128ms      76.435us           368  
                                 aten::cudnn_batch_norm         2.27%      16.683ms         4.47%      32.851ms      89.269us      28.128ms         8.72%      28.128ms      76.435us           368  
void wgrad_alg0_engine<float, 128, 6, 7, 3, 3, 5, fa...         0.00%       0.000us         0.00%       0.000us       0.000us      22.297ms         6.91%      22.297ms     163.949us           136  
                                aten::cudnn_convolution         4.68%      34.388ms         5.89%      43.337ms     115.258us      20.882ms         6.47%      20.882ms      55.537us           376  
void cudnn::bn_bw_1C11_kernel_new<float, float, floa...         0.00%       0.000us         0.00%       0.000us       0.000us      20.044ms         6.21%      20.044ms     626.375us            32  
                               Optimizer.step#Adam.step        15.07%     110.812ms        48.64%     357.698ms      44.712ms       0.000us         0.00%      18.879ms       2.360ms             8  
void cudnn::bn_bw_1C11_kernel_new<float, float, floa...         0.00%       0.000us         0.00%       0.000us       0.000us      15.725ms         4.87%      15.725ms      72.801us           216  
