-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                               aten::mm         6.53%      92.833ms        10.30%     146.445ms      62.906us     449.244ms        32.12%     449.244ms     192.974us          2328  
       autograd::engine::evaluate_function: MmBackward0         0.89%      12.624ms         9.79%     139.184ms     179.361us       0.000us         0.00%     296.194ms     381.693us           776  
                                            MmBackward0         0.87%      12.304ms         8.90%     126.560ms     163.093us       0.000us         0.00%     296.194ms     381.693us           776  
                                           aten::matmul         1.05%      14.898ms         8.91%     126.724ms     119.102us       0.000us         0.00%     225.062ms     211.524us          1064  
                                              aten::bmm         2.18%      31.018ms         2.90%      41.197ms      47.682us     180.674ms        12.92%     180.674ms     209.113us           864  
                                             aten::add_         3.29%      46.748ms         6.47%      92.027ms      21.185us     166.269ms        11.89%     166.269ms      38.276us          4344  
                                           aten::linear         0.24%       3.390ms         5.59%      79.511ms     102.463us       0.000us         0.00%     153.050ms     197.229us           776  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     128.144ms         9.16%     128.144ms       1.068ms           120  
      autograd::engine::evaluate_function: BmmBackward0         0.30%       4.246ms         2.67%      38.026ms     132.035us       0.000us         0.00%     117.459ms     407.844us           288  
                                           BmmBackward0         0.25%       3.532ms         2.38%      33.780ms     117.292us       0.000us         0.00%     117.459ms     407.844us           288  
                                  volta_sgemm_128x64_nn         0.00%       0.000us         0.00%       0.000us       0.000us     110.189ms         7.88%     110.189ms     143.475us           768  
autograd::engine::evaluate_function: SoftmaxBackward...         0.08%       1.090ms         0.60%       8.514ms      59.125us       0.000us         0.00%     106.804ms     741.694us           144  
                                       SoftmaxBackward0         0.05%     678.000us         0.52%       7.424ms      51.556us       0.000us         0.00%     106.804ms     741.694us           144  
                           aten::_softmax_backward_data         0.18%       2.625ms         0.47%       6.746ms      46.847us      53.633ms         3.83%     106.804ms     741.694us           144  
                                   volta_sgemm_64x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us     103.207ms         7.38%     103.207ms     119.453us           864  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      98.380ms         7.03%      98.380ms      30.215us          3256  
autograd::engine::evaluate_function: EmbeddingBackwa...         0.03%     488.000us        15.29%     217.466ms       6.796ms       0.000us         0.00%      94.722ms       2.960ms            32  
                                              aten::mul         3.57%      50.816ms         5.60%      79.611ms      28.678us      94.124ms         6.73%      94.124ms      33.906us          2776  
                                     EmbeddingBackward0         0.01%     108.000us        15.23%     216.662ms       6.771ms       0.000us         0.00%      88.938ms       2.779ms            32  
