-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                               aten::mm         4.65%      63.643ms         7.75%     105.972ms      67.931us     208.311ms        31.60%     208.311ms     133.533us          1560  
                               Optimizer.step#Adam.step        12.00%     164.070ms        38.67%     528.825ms      66.103ms       0.000us         0.00%     160.838ms      20.105ms             8  
    autograd::engine::evaluate_function: AddmmBackward0         1.47%      20.050ms        14.28%     195.210ms     254.180us       0.000us         0.00%     152.591ms     198.686us           768  
                                         AddmmBackward0         0.97%      13.294ms        10.00%     136.779ms     178.098us       0.000us         0.00%     142.969ms     186.158us           768  
                                           aten::linear         0.74%      10.064ms         8.70%     119.005ms     153.357us       0.000us         0.00%     103.339ms     133.169us           776  
                                  volta_sgemm_128x64_nn         0.00%       0.000us         0.00%       0.000us       0.000us      92.232ms        13.99%      92.232ms     118.856us           776  
                                  volta_sgemm_128x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us      84.380ms        12.80%      84.380ms     133.513us           632  
                                            aten::addmm         3.99%      54.548ms         6.52%      89.087ms     115.999us      80.648ms        12.23%      80.648ms     105.010us           768  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      68.584ms        10.40%      68.584ms      13.895us          4936  
                                             aten::add_         6.13%      83.757ms        12.09%     165.257ms      19.939us      63.827ms         9.68%      63.827ms       7.701us          8288  
                                 volta_sgemm_128x128_tn         0.00%       0.000us         0.00%       0.000us       0.000us      61.067ms         9.26%      61.067ms     104.567us           584  
                                              aten::bmm         2.30%      31.458ms         3.13%      42.736ms      49.463us      58.632ms         8.89%      58.632ms      67.861us           864  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      53.547ms         8.12%      53.547ms       8.193us          6536  
       autograd::engine::evaluate_function: MmBackward0         0.01%     161.000us         0.12%       1.598ms     199.750us       0.000us         0.00%      42.651ms       5.331ms             8  
                                            MmBackward0         0.01%     117.000us         0.11%       1.437ms     179.625us       0.000us         0.00%      42.651ms       5.331ms             8  
      autograd::engine::evaluate_function: BmmBackward0         0.32%       4.400ms         2.67%      36.518ms     126.799us       0.000us         0.00%      40.620ms     141.042us           288  
                                           BmmBackward0         0.26%       3.502ms         2.35%      32.118ms     111.521us       0.000us         0.00%      40.620ms     141.042us           288  
                                  volta_sgemm_128x64_tn         0.00%       0.000us         0.00%       0.000us       0.000us      38.339ms         5.82%      38.339ms     199.682us           192  
                                             aten::mul_         3.26%      44.531ms         5.95%      81.398ms      19.642us      36.711ms         5.57%      36.711ms       8.859us          4144  
