-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         1.28%      17.166ms        28.53%     383.577ms     342.479us       0.000us         0.00%     316.979ms     283.017us          1120  
                                   ConvolutionBackward0         0.51%       6.832ms        26.77%     359.956ms     321.389us       0.000us         0.00%     315.580ms     281.768us          1120  
                             aten::convolution_backward        14.02%     188.579ms        26.26%     353.124ms     315.289us     313.227ms        60.89%     315.580ms     281.768us          1120  
void cudnn::ops::genericTranspose_kernel<float, floa...         0.00%       0.000us         0.00%       0.000us       0.000us     126.636ms        24.62%     126.636ms      31.038us          4080  
                                           aten::conv2d         0.29%       3.898ms        14.28%     191.955ms     171.388us       0.000us         0.00%     112.720ms     100.643us          1120  
                                      aten::convolution         0.84%      11.269ms        13.99%     188.057ms     167.908us       0.000us         0.00%     112.720ms     100.643us          1120  
                                     aten::_convolution         0.72%       9.708ms        13.15%     176.788ms     157.846us       0.000us         0.00%     112.720ms     100.643us          1120  
                                aten::cudnn_convolution         8.23%     110.605ms        11.60%     155.994ms     139.280us     111.490ms        21.67%     111.490ms      99.545us          1120  
void implicit_convolve_sgemm<float, float, 128, 5, 5...         0.00%       0.000us         0.00%       0.000us       0.000us      48.994ms         9.52%      48.994ms      19.198us          2552  
void wgrad_alg0_engine<float, 128, 5, 5, 3, 3, 3, fa...         0.00%       0.000us         0.00%       0.000us       0.000us      39.319ms         7.64%      39.319ms      19.274us          2040  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      34.299ms         6.67%      34.299ms       2.531us         13552  
volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148...         0.00%       0.000us         0.00%       0.000us       0.000us      33.451ms         6.50%      33.451ms      16.527us          2024  
                                Optimizer.step#SGD.step         7.19%      96.683ms        23.69%     318.614ms      39.827ms       0.000us         0.00%      30.738ms       3.842ms             8  
void wgrad_alg0_engine<float, 512, 6, 5, 3, 3, 3, fa...         0.00%       0.000us         0.00%       0.000us       0.000us      26.439ms         5.14%      26.439ms      56.015us           472  
void wgrad_alg0_engine<float, 128, 6, 8, 3, 3, 5, fa...         0.00%       0.000us         0.00%       0.000us       0.000us      24.613ms         4.78%      24.613ms      83.152us           296  
                                             aten::add_         7.07%      95.037ms        13.06%     175.664ms      17.276us      23.785ms         4.62%      23.785ms       2.339us         10168  
            volta_scudnn_128x64_stridedB_interior_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us      18.321ms         3.56%      18.321ms      44.041us           416  
