-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
    autograd::engine::evaluate_function: SliceBackward0         3.01%      90.342ms        24.34%     729.793ms      73.806us       0.000us         0.00%     931.886ms      94.244us          9888  
                                         SliceBackward0         0.79%      23.555ms        19.04%     570.714ms      57.718us       0.000us         0.00%     736.918ms      74.526us          9888  
                                   aten::slice_backward         2.06%      61.643ms        18.25%     547.159ms      55.336us       0.000us         0.00%     736.918ms      74.526us          9888  
    autograd::engine::evaluate_function: AddmmBackward0         0.53%      15.969ms         5.45%     163.280ms     275.811us       0.000us         0.00%     611.205ms       1.032ms           592  
                                         AddmmBackward0         0.35%      10.543ms         3.51%     105.261ms     177.806us       0.000us         0.00%     588.378ms     993.882us           592  
                                               aten::mm         1.56%      46.898ms         2.65%      79.401ms      67.062us     588.378ms        19.76%     588.378ms     496.941us          1184  
                                            aten::copy_         4.48%     134.172ms        10.04%     301.099ms      16.595us     572.657ms        19.23%     572.658ms      31.562us         18144  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     467.098ms        15.69%     467.098ms      49.148us          9504  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     350.504ms        11.77%     350.504ms      39.650us          8840  
                                           aten::linear         0.25%       7.614ms         2.89%      86.607ms     144.345us       0.000us         0.00%     319.404ms     532.340us           600  
                                            aten::addmm         1.41%      42.168ms         2.15%      64.314ms     107.190us     319.404ms        10.73%     319.404ms     532.340us           600  
                                              aten::add         2.53%      75.871ms         4.11%     123.360ms      22.743us     300.856ms        10.10%     300.856ms      55.468us          5424  
                                            aten::fill_         2.80%      83.961ms         6.66%     199.738ms      15.022us     295.020ms         9.91%     295.020ms      22.189us         13296  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     295.020ms         9.91%     295.020ms      22.189us         13296  
                                            aten::zero_         1.52%      45.591ms         7.95%     238.207ms      18.460us       0.000us         0.00%     294.412ms      22.816us         12904  
                                            aten::zeros         1.77%      52.915ms        12.38%     371.083ms      29.432us       0.000us         0.00%     285.582ms      22.651us         12608  
                                              aten::bmm         4.29%     128.594ms         5.80%     173.848ms      37.727us     221.216ms         7.43%     221.216ms      48.007us          4608  
                                  volta_sgemm_128x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us     212.139ms         7.12%     212.139ms     363.252us           584  
                                              aten::mul         2.62%      78.434ms         4.04%     121.065ms      27.415us     205.879ms         6.91%     205.879ms      46.621us          4416  
