-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
    autograd::engine::evaluate_function: AddmmBackward0         2.14%      78.769ms        20.35%     747.553ms     256.011us       0.000us         0.00%     610.111ms     208.942us          2920  
                                         AddmmBackward0         1.37%      50.318ms        14.03%     515.377ms     176.499us       0.000us         0.00%     573.068ms     196.256us          2920  
                                               aten::mm         6.39%     234.758ms        10.68%     392.222ms      67.161us     573.068ms        31.92%     573.068ms      98.128us          5840  
                                           aten::linear         1.07%      39.210ms        12.47%     458.003ms     154.731us       0.000us         0.00%     332.843ms     112.447us          2960  
                                            aten::addmm         5.85%     214.718ms         9.44%     346.720ms     117.135us     332.843ms        18.54%     332.843ms     112.447us          2960  
                                  volta_sgemm_128x64_nn         0.00%       0.000us         0.00%       0.000us       0.000us     286.927ms        15.98%     286.927ms      99.627us          2880  
                                  volta_sgemm_128x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us     256.520ms        14.29%     256.520ms     106.883us          2400  
                                              aten::bmm         2.90%     106.387ms         3.98%     146.042ms      50.709us     190.743ms        10.62%     190.743ms      66.230us          2880  
                                  volta_sgemm_128x64_tn         0.00%       0.000us         0.00%       0.000us       0.000us     189.602ms        10.56%     189.602ms     197.502us           960  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     141.932ms         7.90%     141.932ms      11.562us         12276  
      autograd::engine::evaluate_function: BmmBackward0         0.39%      14.250ms         3.44%     126.505ms     131.776us       0.000us         0.00%     129.808ms     135.217us           960  
                                           BmmBackward0         0.33%      11.951ms         3.06%     112.255ms     116.932us       0.000us         0.00%     129.808ms     135.217us           960  
                                              aten::mul         2.33%      85.523ms         3.60%     132.145ms      33.336us     127.714ms         7.11%     127.714ms      32.218us          3964  
                                 volta_sgemm_128x128_tn         0.00%       0.000us         0.00%       0.000us       0.000us     127.050ms         7.08%     127.050ms      66.172us          1920  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     115.554ms         6.44%     115.554ms      19.285us          5992  
                                             aten::add_         3.51%     128.806ms         6.77%     248.655ms      25.923us     109.012ms         6.07%     109.012ms      11.365us          9592  
                                   volta_sgemm_64x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us      98.598ms         5.49%      98.598ms      68.471us          1440  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      94.954ms         5.29%      94.954ms      39.564us          2400  
autograd::engine::evaluate_function: torch::autograd...         2.10%      77.173ms         9.87%     362.496ms      45.540us       0.000us         0.00%      94.858ms      11.917us          7960  
