-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                               aten::mm         4.32%      60.442ms         7.16%     100.263ms      64.271us     404.153ms        38.80%     404.153ms     259.072us          1560  
    autograd::engine::evaluate_function: AddmmBackward0         1.43%      20.068ms        14.50%     203.055ms     264.395us       0.000us         0.00%     287.534ms     374.393us           768  
                                         AddmmBackward0         0.96%      13.505ms         9.42%     131.861ms     171.694us       0.000us         0.00%     275.000ms     358.073us           768  
                                           aten::linear         0.74%      10.334ms         8.72%     122.159ms     157.421us       0.000us         0.00%     181.393ms     233.754us           776  
                                  volta_sgemm_128x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us     175.386ms        16.84%     175.386ms     226.013us           776  
                               Optimizer.step#Adam.step        11.73%     164.304ms        37.75%     528.721ms      66.090ms       0.000us         0.00%     161.551ms      20.194ms             8  
                                            aten::addmm         4.00%      55.990ms         6.52%      91.382ms     118.987us     136.696ms        13.12%     136.696ms     177.990us           768  
                                 volta_sgemm_128x128_nn         0.00%       0.000us         0.00%       0.000us       0.000us     113.545ms        10.90%     113.545ms     194.426us           584  
                                  volta_sgemm_128x64_tn         0.00%       0.000us         0.00%       0.000us       0.000us      94.724ms         9.09%      94.724ms     140.958us           672  
       autograd::engine::evaluate_function: MmBackward0         0.01%     163.000us         0.12%       1.671ms     208.875us       0.000us         0.00%      84.456ms      10.557ms             8  
                                            MmBackward0         0.01%     105.000us         0.11%       1.508ms     188.500us       0.000us         0.00%      84.456ms      10.557ms             8  
                                 volta_sgemm_128x128_tn         0.00%       0.000us         0.00%       0.000us       0.000us      80.178ms         7.70%      80.178ms     770.942us           104  
                                              aten::bmm         2.25%      31.457ms         3.12%      43.669ms      50.543us      79.314ms         7.62%      79.314ms      91.799us           864  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      76.299ms         7.33%      76.299ms      15.508us          4920  
                                  volta_sgemm_128x64_nn         0.00%       0.000us         0.00%       0.000us       0.000us      70.513ms         6.77%      70.513ms     367.255us           192  
                                             aten::add_         6.00%      83.971ms        11.84%     165.815ms      20.007us      65.084ms         6.25%      65.084ms       7.853us          8288  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      55.231ms         5.30%      55.231ms       8.450us          6536  
      autograd::engine::evaluate_function: BmmBackward0         0.32%       4.432ms         2.69%      37.703ms     130.913us       0.000us         0.00%      52.692ms     182.958us           288  
                                           BmmBackward0         0.26%       3.690ms         2.38%      33.271ms     115.524us       0.000us         0.00%      52.692ms     182.958us           288  
