-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                               aten::mm         6.64%      84.585ms        10.22%     130.282ms      60.993us     547.087ms        54.94%     547.087ms     256.127us          2136  
                                           aten::linear         0.41%       5.186ms         6.91%      88.019ms     113.427us       0.000us         0.00%     235.245ms     303.151us           776  
    autograd::engine::evaluate_function: AddmmBackward0         0.42%       5.392ms         3.98%      50.745ms     264.297us       0.000us         0.00%     222.251ms       1.158ms           192  
       autograd::engine::evaluate_function: MmBackward0         0.74%       9.412ms         8.18%     104.204ms     178.432us       0.000us         0.00%     218.499ms     374.142us           584  
                                            MmBackward0         0.76%       9.622ms         7.44%      94.792ms     162.315us       0.000us         0.00%     218.499ms     374.142us           584  
                                         AddmmBackward0         0.28%       3.523ms         2.49%      31.735ms     165.286us       0.000us         0.00%     213.587ms       1.112ms           192  
                                  volta_sgemm_128x64_tn         0.00%       0.000us         0.00%       0.000us       0.000us     152.050ms        15.27%     152.050ms     226.265us           672  
                                  volta_sgemm_128x64_nn         0.00%       0.000us         0.00%       0.000us       0.000us     150.880ms        15.15%     150.880ms     330.877us           456  
                                           aten::matmul         0.97%      12.361ms         8.29%     105.590ms     121.089us       0.000us         0.00%     142.321ms     163.212us           872  
                                            aten::addmm         1.11%      14.204ms         1.71%      21.780ms     113.438us     120.244ms        12.08%     120.244ms     626.271us           192  
                                   volta_sgemm_64x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us      99.839ms        10.03%      99.839ms     115.554us           864  
                                 volta_sgemm_128x128_tn         0.00%       0.000us         0.00%       0.000us       0.000us      77.275ms         7.76%      77.275ms     743.029us           104  
                                  volta_sgemm_128x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us      72.224ms         7.25%      72.224ms     694.462us           104  
                                 volta_sgemm_128x128_nn         0.00%       0.000us         0.00%       0.000us       0.000us      69.498ms         6.98%      69.498ms     217.181us           320  
                               Optimizer.step#Adam.step         9.47%     120.724ms        30.49%     388.511ms      48.564ms       0.000us         0.00%      64.025ms       8.003ms             8  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      53.883ms         5.41%      53.883ms      14.361us          3752  
                                 volta_sgemm_128x128_nt         0.00%       0.000us         0.00%       0.000us       0.000us      51.235ms         5.15%      51.235ms     533.698us            96  
                                              aten::bmm         2.39%      30.440ms         3.22%      41.076ms      47.542us      41.735ms         4.19%      41.735ms      48.304us           864  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      41.655ms         4.18%      41.655ms      30.993us          1344  
