-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                               aten::mm         3.86%      83.780ms         5.94%     129.145ms      60.461us        1.126s        57.54%        1.126s     527.205us          2136  
                                           aten::linear         0.24%       5.270ms         3.89%      84.567ms     108.978us       0.000us         0.00%     481.620ms     620.644us           776  
    autograd::engine::evaluate_function: AddmmBackward0         0.25%       5.516ms         2.31%      50.111ms     260.995us       0.000us         0.00%     461.410ms       2.403ms           192  
       autograd::engine::evaluate_function: MmBackward0         0.43%       9.435ms         4.76%     103.509ms     177.241us       0.000us         0.00%     447.338ms     765.990us           584  
                                            MmBackward0         0.44%       9.561ms         4.33%      94.074ms     161.086us       0.000us         0.00%     447.338ms     765.990us           584  
                                         AddmmBackward0         0.16%       3.543ms         1.43%      31.026ms     161.594us       0.000us         0.00%     445.772ms       2.322ms           192  
                                 volta_sgemm_128x128_tn         0.00%       0.000us         0.00%       0.000us       0.000us     339.967ms        17.37%     339.967ms     705.326us           482  
                                           aten::matmul         0.57%      12.402ms         4.82%     104.808ms     120.193us       0.000us         0.00%     286.616ms     328.688us           872  
                                  volta_sgemm_128x64_nn         0.00%       0.000us         0.00%       0.000us       0.000us     286.067ms        14.62%     286.067ms     473.621us           604  
                                            aten::addmm         0.55%      11.894ms         0.85%      18.502ms      96.365us     248.620ms        12.70%     248.620ms       1.295ms           192  
                                   volta_sgemm_64x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us     204.935ms        10.47%     204.935ms     237.193us           864  
                                 volta_sgemm_128x128_nn         0.00%       0.000us         0.00%       0.000us       0.000us     160.842ms         8.22%     160.842ms     935.128us           172  
                                  volta_sgemm_128x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us     154.326ms         7.89%     154.326ms       1.484ms           104  
                                  volta_sgemm_128x64_tn         0.00%       0.000us         0.00%       0.000us       0.000us     128.412ms         6.56%     128.412ms     436.776us           294  
                                 volta_sgemm_128x128_nt         0.00%       0.000us         0.00%       0.000us       0.000us     109.687ms         5.60%     109.687ms       1.143ms            96  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      87.372ms         4.46%      87.372ms      23.287us          3752  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      84.320ms         4.31%      84.320ms      62.738us          1344  
                                              aten::bmm         1.39%      30.219ms         1.88%      40.770ms      47.188us      79.538ms         4.06%      79.538ms      92.058us           864  
                                            aten::copy_         1.09%      23.662ms         2.07%      44.937ms      14.939us      79.123ms         4.04%      79.123ms      26.304us          3008  
