-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
    autograd::engine::evaluate_function: AddmmBackward0         0.10%       9.013ms         2.63%     243.219ms     633.383us       0.000us         0.00%        2.968s       7.729ms           384  
                                           aten::linear         0.03%       2.328ms         0.58%      53.445ms     139.180us       0.000us         0.00%        2.904s       7.564ms           384  
                                            aten::addmm         0.32%      29.771ms         0.49%      45.595ms     118.737us        2.904s        31.26%        2.904s       7.564ms           384  
                                         AddmmBackward0         0.07%       6.248ms         2.30%     212.509ms     553.409us       0.000us         0.00%        2.873s       7.482ms           384  
                                               aten::mm         0.33%      30.809ms         2.13%     196.935ms     279.737us        2.873s        30.92%        2.873s       4.081ms           704  
                                 volta_sgemm_128x128_tn         0.00%       0.000us         0.00%       0.000us       0.000us        2.801s        30.14%        2.801s      14.589ms           192  
                                  volta_sgemm_128x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us        1.907s        20.52%        1.907s       4.965ms           384  
                                 volta_sgemm_128x128_nn         0.00%       0.000us         0.00%       0.000us       0.000us     948.081ms        10.20%     948.081ms      14.814ms            64  
                                             aten::add_         0.26%      23.878ms        51.96%        4.800s       2.083ms     854.306ms         9.19%     854.306ms     370.793us          2304  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     854.306ms         9.19%     854.306ms     370.793us          2304  
                                Optimizer.step#SGD.step         0.23%      21.685ms        52.61%        4.860s      75.935ms       0.000us         0.00%     764.482ms      11.945ms            64  
                                aten::mse_loss_backward         0.02%       1.439ms         0.06%       5.549ms      43.352us     282.045ms         3.04%     653.994ms       5.109ms           128  
                                              aten::mul         0.02%       2.202ms         1.27%     117.584ms     918.625us     566.827ms         6.10%     566.827ms       4.428ms           128  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     566.827ms         6.10%     566.827ms       4.428ms           128  
                                         aten::mse_loss         0.02%       2.152ms         3.61%     333.108ms       5.205ms     283.189ms         3.05%     372.562ms       5.821ms            64  
autograd::engine::evaluate_function: MseLossBackward...         0.01%     741.000us         0.06%       5.253ms      82.078us       0.000us         0.00%     371.949ms       5.812ms            64  
                                       MseLossBackward0         0.00%     299.000us         0.05%       4.512ms      70.500us       0.000us         0.00%     371.949ms       5.812ms            64  
      autograd::engine::evaluate_function: EluBackward0         0.05%       4.576ms         1.47%     135.702ms     353.391us       0.000us         0.00%     288.834ms     752.172us           384  
                                           EluBackward0         0.02%       1.784ms         1.42%     131.126ms     341.474us       0.000us         0.00%     288.834ms     752.172us           384  
