-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
    autograd::engine::evaluate_function: AddmmBackward0         1.43%      15.167ms        14.64%     154.833ms     261.542us       0.000us         0.00%     293.593ms     495.934us           592  
                                         AddmmBackward0         0.96%      10.120ms         9.45%      99.927ms     168.796us       0.000us         0.00%     281.700ms     475.845us           592  
                                               aten::mm         4.25%      44.882ms         7.08%      74.806ms      63.181us     281.700ms        35.14%     281.700ms     237.922us          1184  
                                           aten::linear         0.75%       7.903ms         9.10%      96.223ms     162.539us       0.000us         0.00%     146.408ms     247.311us           592  
                                            aten::addmm         4.29%      45.390ms         6.94%      73.323ms     123.856us     146.408ms        18.26%     146.408ms     247.311us           592  
                                  volta_sgemm_128x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us     138.601ms        17.29%     138.601ms     234.123us           592  
                               Optimizer.step#Adam.step        12.41%     131.209ms        40.26%     425.693ms      53.212ms       0.000us         0.00%     129.701ms      16.213ms             8  
                                  volta_sgemm_128x64_tn         0.00%       0.000us         0.00%       0.000us       0.000us      75.840ms         9.46%      75.840ms     155.410us           488  
                                 volta_sgemm_128x128_nn         0.00%       0.000us         0.00%       0.000us       0.000us      73.505ms         9.17%      73.505ms     183.762us           400  
                                  volta_sgemm_128x64_nn         0.00%       0.000us         0.00%       0.000us       0.000us      69.587ms         8.68%      69.587ms     362.432us           192  
                                 volta_sgemm_128x128_tn         0.00%       0.000us         0.00%       0.000us       0.000us      63.534ms         7.92%      63.534ms     610.904us           104  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      60.174ms         7.51%      60.174ms      11.920us          5048  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      53.555ms         6.68%      53.555ms      14.005us          3824  
                                              aten::bmm         1.96%      20.710ms         2.66%      28.081ms      48.752us      52.909ms         6.60%      52.909ms      91.856us           576  
                                             aten::add_         6.38%      67.423ms        12.43%     131.394ms      20.302us      52.192ms         6.51%      52.192ms       8.064us          6472  
      autograd::engine::evaluate_function: BmmBackward0         0.24%       2.526ms         2.37%      25.046ms     130.448us       0.000us         0.00%      35.925ms     187.109us           192  
                                           BmmBackward0         0.22%       2.327ms         2.13%      22.520ms     117.292us       0.000us         0.00%      35.925ms     187.109us           192  
                                              aten::div         2.98%      31.457ms         4.44%      46.906ms      25.944us      30.945ms         3.86%      30.945ms      17.116us          1808  
                                             aten::mul_         3.21%      33.984ms         5.86%      61.955ms      19.169us      29.221ms         3.64%      29.221ms       9.041us          3232  
