-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.10%       8.044ms         2.02%     159.501ms     199.376us       0.000us         0.00%        4.831s       6.039ms           800  
                                   ConvolutionBackward0         0.06%       4.498ms         1.92%     151.457ms     189.321us       0.000us         0.00%        4.831s       6.039ms           800  
                             aten::convolution_backward         1.29%     101.817ms         1.86%     146.959ms     183.699us        4.831s        62.01%        4.831s       6.039ms           800  
                                      aten::convolution         0.09%       7.403ms         1.42%     112.322ms     140.403us       0.000us         0.00%        2.152s       2.690ms           800  
                                     aten::_convolution         0.07%       5.593ms         1.33%     104.919ms     131.149us       0.000us         0.00%        2.152s       2.690ms           800  
void cudnn::detail::dgrad_engine<float, 128, 6, 8, 3...         0.00%       0.000us         0.00%       0.000us       0.000us        1.701s        21.83%        1.701s       7.086ms           240  
void cudnn::detail::dgrad_engine<float, 512, 6, 5, 3...         0.00%       0.000us         0.00%       0.000us       0.000us        1.344s        17.25%        1.344s       6.721ms           200  
                                           aten::conv2d         0.03%       2.104ms         1.18%      93.660ms     156.100us       0.000us         0.00%        1.090s       1.817ms           600  
                                aten::cudnn_convolution         0.82%      64.991ms         1.03%      81.641ms     136.068us        1.090s        13.99%        1.090s       1.817ms           600  
                                 aten::conv_transpose2d         0.01%     857.000us         0.27%      21.623ms     108.115us       0.000us         0.00%        1.062s       5.310ms           200  
                      aten::cudnn_convolution_transpose         0.17%      13.774ms         0.22%      17.685ms      88.425us        1.062s        13.63%        1.062s       5.310ms           200  
turing_scudnn_128x128_stridedB_splitK_xregs_large_nn...         0.00%       0.000us         0.00%       0.000us       0.000us     854.469ms        10.97%     854.469ms       2.670ms           320  
                  volta_scudnn_128x128_relu_small_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us     826.308ms        10.61%     826.308ms       2.582ms           320  
void cudnn::detail::dgrad_engine<float, 128, 6, 7, 3...         0.00%       0.000us         0.00%       0.000us       0.000us     683.814ms         8.78%     683.814ms       4.274ms           160  
turing_scudnn_128x64_stridedB_splitK_xregs_large_nn_...         0.00%       0.000us         0.00%       0.000us       0.000us     537.323ms         6.90%     537.323ms       3.358ms           160  
             volta_scudnn_128x64_relu_xregs_large_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us     388.015ms         4.98%     388.015ms       2.425ms           160  
void wgrad_alg0_engine<float, 512, 6, 5, 3, 3, 3, fa...         0.00%       0.000us         0.00%       0.000us       0.000us     363.919ms         4.67%     363.919ms       1.137ms           320  
