-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                            aten::copy_         0.86%       1.473ms        60.16%     103.009ms     643.806us      65.957ms        43.92%      65.957ms     412.231us           160  
                                               aten::to         0.19%     330.000us        61.09%     104.585ms     726.285us       0.000us         0.00%      64.389ms     447.146us           144  
                                         aten::_to_copy         0.45%     779.000us        60.89%     104.255ms     766.581us       0.000us         0.00%      64.389ms     473.449us           136  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us      62.003ms        41.29%      62.003ms       1.938ms            32  
                                           aten::conv2d         0.37%     633.000us        15.56%      26.641ms     123.338us       0.000us         0.00%      48.530ms     224.676us           216  
                                      aten::convolution         0.54%     923.000us        15.19%      26.008ms     120.407us       0.000us         0.00%      48.530ms     224.676us           216  
                                     aten::_convolution         0.79%       1.345ms        14.65%      25.085ms     116.134us       0.000us         0.00%      48.530ms     224.676us           216  
                                aten::cudnn_convolution        10.11%      17.310ms        13.14%      22.503ms     104.181us      44.802ms        29.83%      44.802ms     207.417us           216  
                                   volta_sgemm_64x64_nn         0.00%       0.000us         0.00%       0.000us       0.000us       7.746ms         5.16%       7.746ms     107.583us            72  
                                             aten::relu         0.48%     830.000us         2.71%       4.635ms      24.141us       0.000us         0.00%       7.663ms      39.911us           192  
                                        aten::clamp_min         1.41%       2.419ms         2.22%       3.805ms      19.818us       7.663ms         5.10%       7.663ms      39.911us           192  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       7.663ms         5.10%       7.663ms      39.911us           192  
volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148...         0.00%       0.000us         0.00%       0.000us       0.000us       7.159ms         4.77%       7.159ms     178.975us            40  
                                       aten::batch_norm         0.21%     355.000us         5.51%       9.428ms      56.119us       0.000us         0.00%       7.139ms      42.494us           168  
                           aten::_batch_norm_impl_index         0.26%     440.000us         5.30%       9.073ms      54.006us       0.000us         0.00%       7.139ms      42.494us           168  
                                 aten::cudnn_batch_norm         2.35%       4.026ms         5.04%       8.633ms      51.387us       7.139ms         4.75%       7.139ms      42.494us           168  
void cudnn::bn_fw_inf_1C11_kernel_NCHW<float, float,...         0.00%       0.000us         0.00%       0.000us       0.000us       7.139ms         4.75%       7.139ms      42.494us           168  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       6.487ms         4.32%       6.487ms      73.716us            88  
                                             aten::add_         0.84%       1.445ms         1.31%       2.251ms      20.098us       6.370ms         4.24%       6.370ms      56.875us           112  
