-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: _ReversibleFunc...         0.00%     156.000us        63.91%        2.355s     294.363ms       0.000us         0.00%        2.498s     312.251ms             8  
                            _ReversibleFunctionBackward         2.64%      97.166ms        63.90%        2.355s     294.344ms       0.000us         0.00%        2.498s     312.251ms             8  
                                    _ReversibleFunction         1.69%      62.284ms        22.54%     830.540ms     103.817ms       0.000us         0.00%     912.212ms     114.026ms             8  
                                               aten::mm         0.96%      35.231ms         1.37%      50.432ms      57.309us     779.227ms        22.40%     779.227ms     885.485us           880  
                                           aten::matmul         0.15%       5.627ms         1.20%      44.074ms      83.473us       0.000us         0.00%     540.841ms       1.024ms           528  
                                           aten::linear         0.09%       3.400ms         1.43%      52.803ms      98.513us       0.000us         0.00%     484.077ms     903.129us           536  
                                 volta_sgemm_128x128_tn         0.00%       0.000us         0.00%       0.000us       0.000us     460.100ms        13.23%     460.100ms     871.402us           528  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     433.355ms        12.46%     433.355ms     266.844us          1624  
                                              aten::bmm         0.36%      13.173ms         0.52%      19.302ms      47.309us     395.056ms        11.36%     395.056ms     968.275us           408  
    autograd::engine::evaluate_function: SliceBackward0         0.10%       3.606ms         0.91%      33.452ms      58.076us       0.000us         0.00%     375.603ms     652.089us           576  
                                            aten::copy_         0.34%      12.346ms        69.85%        2.574s       1.417ms     337.387ms         9.70%     337.387ms     185.786us          1816  
       autograd::engine::evaluate_function: MmBackward0         0.04%       1.552ms         0.68%      25.127ms     149.565us       0.000us         0.00%     310.618ms       1.849ms           168  
                                            MmBackward0         0.06%       2.194ms         0.64%      23.575ms     140.327us       0.000us         0.00%     310.618ms       1.849ms           168  
                                   volta_sgemm_64x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us     283.247ms         8.14%     283.247ms     885.147us           320  
                                         SliceBackward0         0.03%       1.039ms         0.72%      26.417ms      45.863us       0.000us         0.00%     273.866ms     475.462us           576  
                                   aten::slice_backward         0.08%       2.815ms         0.69%      25.378ms      44.059us       0.000us         0.00%     273.866ms     475.462us           576  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     269.463ms         7.75%     269.463ms     601.480us           448  
                                              aten::cat         0.48%      17.538ms         0.83%      30.591ms      48.403us     237.684ms         6.83%     237.684ms     376.082us           632  
                                              aten::add         0.30%      10.964ms         0.46%      16.830ms      23.638us     228.835ms         6.58%     228.835ms     321.397us           712  
