-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: _ReversibleFunc...         0.01%     126.000us        62.93%        1.206s     150.769ms       0.000us         0.00%        1.263s     157.934ms             8  
                            _ReversibleFunctionBackward         5.02%      96.170ms        62.92%        1.206s     150.754ms       0.000us         0.00%        1.263s     157.934ms             8  
                                    _ReversibleFunction         2.70%      51.819ms        22.38%     428.883ms      53.610ms       0.000us         0.00%     457.415ms      57.177ms             8  
                                               aten::mm         1.68%      32.184ms         2.45%      46.995ms      53.403us     393.428ms        22.35%     393.428ms     447.077us           880  
                                           aten::matmul         0.26%       5.054ms         2.04%      39.163ms      74.172us       0.000us         0.00%     269.557ms     510.525us           528  
                                           aten::linear         0.17%       3.191ms         2.53%      48.578ms      90.631us       0.000us         0.00%     242.406ms     452.250us           536  
                                 volta_sgemm_128x128_tn         0.00%       0.000us         0.00%       0.000us       0.000us     230.092ms        13.07%     230.092ms     435.780us           528  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     218.651ms        12.42%     218.651ms     134.637us          1624  
                                              aten::bmm         0.71%      13.656ms         0.92%      17.637ms      43.228us     198.989ms        11.30%     198.989ms     487.718us           408  
    autograd::engine::evaluate_function: SliceBackward0         0.20%       3.823ms         1.80%      34.584ms      60.042us       0.000us         0.00%     189.058ms     328.226us           576  
                                            aten::copy_         0.58%      11.023ms        55.30%        1.060s     583.624us     169.883ms         9.65%     169.883ms      93.548us          1816  
       autograd::engine::evaluate_function: MmBackward0         0.09%       1.671ms         1.29%      24.631ms     146.613us       0.000us         0.00%     159.095ms     946.994us           168  
                                            MmBackward0         0.12%       2.371ms         1.20%      22.960ms     136.667us       0.000us         0.00%     159.095ms     946.994us           168  
                                   volta_sgemm_64x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us     142.635ms         8.10%     142.635ms     445.734us           320  
                                         SliceBackward0         0.06%       1.070ms         1.42%      27.252ms      47.312us       0.000us         0.00%     137.788ms     239.215us           576  
                                   aten::slice_backward         0.16%       3.056ms         1.37%      26.182ms      45.455us       0.000us         0.00%     137.788ms     239.215us           576  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     134.884ms         7.66%     134.884ms     301.080us           448  
                                              aten::cat         0.80%      15.374ms         1.38%      26.510ms      41.946us     119.644ms         6.80%     119.644ms     189.310us           632  
                                              aten::add         0.61%      11.735ms         0.89%      17.112ms      24.034us     115.280ms         6.55%     115.280ms     161.910us           712  
