-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
    autograd::engine::evaluate_function: AddmmBackward0         0.86%      19.570ms         6.94%     158.174ms     263.623us       0.000us         0.00%     844.003ms       1.407ms           600  
                                         AddmmBackward0         0.38%       8.704ms         3.88%      88.423ms     147.372us       0.000us         0.00%     808.999ms       1.348ms           600  
                                               aten::mm         1.95%      44.488ms         2.95%      67.202ms      56.002us     808.999ms        34.64%     808.999ms     674.166us          1200  
                                           aten::linear         0.28%       6.468ms         3.26%      74.397ms     123.995us       0.000us         0.00%     455.761ms     759.602us           600  
                                            aten::addmm         1.69%      38.535ms         2.41%      54.960ms      91.600us     455.761ms        19.52%     455.761ms     759.602us           600  
                                 volta_sgemm_128x128_tn         0.00%       0.000us         0.00%       0.000us       0.000us     429.736ms        18.40%     429.736ms     735.849us           584  
                                  volta_sgemm_128x64_nn         0.00%       0.000us         0.00%       0.000us       0.000us     300.291ms        12.86%     300.291ms     605.425us           496  
                                              aten::mul         1.01%      22.971ms         1.54%      35.054ms      28.088us     275.035ms        11.78%     275.035ms     220.381us          1248  
                                  volta_sgemm_128x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us     245.669ms        10.52%     245.669ms     511.810us           480  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     196.030ms         8.39%     196.030ms     122.519us          1600  
                                              aten::bmm         0.79%      18.117ms         1.04%      23.777ms      41.280us     186.748ms         8.00%     186.748ms     324.215us           576  
                                              aten::add         1.82%      41.417ms         2.83%      64.467ms      25.664us     181.818ms         7.79%     181.818ms      72.380us          2512  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     152.907ms         6.55%     152.907ms     298.646us           512  
                                 volta_sgemm_128x128_nt         0.00%       0.000us         0.00%       0.000us       0.000us     135.079ms         5.78%     135.079ms       1.299ms           104  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     133.732ms         5.73%     133.732ms      48.454us          2760  
      autograd::engine::evaluate_function: MulBackward0         0.21%       4.835ms         0.97%      22.004ms      52.894us       0.000us         0.00%     128.874ms     309.793us           416  
                                 volta_sgemm_128x128_nn         0.00%       0.000us         0.00%       0.000us       0.000us     126.388ms         5.41%     126.388ms       1.215ms           104  
      autograd::engine::evaluate_function: BmmBackward0         0.10%       2.192ms         0.89%      20.179ms     105.099us       0.000us         0.00%     124.572ms     648.812us           192  
                                           BmmBackward0         0.09%       1.993ms         0.79%      17.987ms      93.682us       0.000us         0.00%     124.572ms     648.812us           192  
