-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.83%      11.394ms        14.45%     197.574ms     205.806us       0.000us         0.00%      68.900ms      71.771us           960  
                                   ConvolutionBackward0         0.41%       5.659ms        13.62%     186.180ms     193.938us       0.000us         0.00%      68.900ms      71.771us           960  
                             aten::convolution_backward         9.48%     129.553ms        13.21%     180.521ms     188.043us      68.796ms        29.25%      68.900ms      71.771us           960  
                               Optimizer.step#Adam.step        12.19%     166.639ms        41.04%     560.946ms      70.118ms       0.000us         0.00%      52.182ms       6.523ms             8  
                                           aten::conv2d         0.22%       3.026ms         7.43%     101.578ms     105.810us       0.000us         0.00%      45.014ms      46.890us           960  
                                      aten::convolution         0.56%       7.630ms         7.21%      98.552ms     102.658us       0.000us         0.00%      45.014ms      46.890us           960  
                                     aten::_convolution         0.41%       5.607ms         6.65%      90.922ms      94.710us       0.000us         0.00%      45.014ms      46.890us           960  
                                aten::cudnn_convolution         4.97%      67.993ms         6.24%      85.315ms      88.870us      45.014ms        19.14%      45.014ms      46.890us           960  
                                             aten::add_         7.31%      99.981ms        13.67%     186.876ms      14.813us      20.993ms         8.93%      20.993ms       1.664us         12616  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      18.530ms         7.88%      18.530ms       2.117us          8752  
void wgrad_alg0_engine<float, 128, 6, 7, 3, 3, 5, fa...         0.00%       0.000us         0.00%       0.000us       0.000us      17.595ms         7.48%      17.595ms      62.839us           280  
volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148...         0.00%       0.000us         0.00%       0.000us       0.000us      17.281ms         7.35%      17.281ms      36.002us           480  
void wgrad_alg0_engine<float, 128, 5, 5, 3, 3, 3, fa...         0.00%       0.000us         0.00%       0.000us       0.000us      15.206ms         6.47%      15.206ms      31.160us           488  
      autograd::engine::evaluate_function: CatBackward0         1.74%      23.849ms         8.83%     120.696ms     243.339us       0.000us         0.00%      14.391ms      29.014us           496  
                                              aten::add         3.49%      47.687ms         5.34%      72.944ms      17.043us      14.391ms         6.12%      14.391ms       3.362us          4280  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      14.271ms         6.07%      14.271ms       3.359us          4248  
autograd::engine::evaluate_function: CudnnBatchNormB...         0.93%      12.741ms         5.75%      78.602ms      81.200us       0.000us         0.00%      13.714ms      14.167us           968  
                                CudnnBatchNormBackward0         0.35%       4.780ms         4.82%      65.861ms      68.038us       0.000us         0.00%      13.714ms      14.167us           968  
