-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                               Optimizer.step#Adam.step        10.03%     106.781ms        33.66%     358.142ms      44.768ms       0.000us         0.00%     161.046ms      20.131ms             8  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      65.951ms        19.71%      65.951ms      11.482us          5744  
    autograd::engine::evaluate_function: AddmmBackward0         1.17%      12.425ms        11.39%     121.235ms     204.789us       0.000us         0.00%      57.541ms      97.198us           592  
                                             aten::add_         4.71%      50.094ms         9.32%      99.202ms      15.657us      54.119ms        16.17%      54.119ms       8.542us          6336  
                                         AddmmBackward0         0.79%       8.401ms         7.99%      85.078ms     143.713us       0.000us         0.00%      52.310ms      88.361us           592  
                                               aten::mm         4.00%      42.595ms         6.06%      64.532ms      54.503us      52.310ms        15.63%      52.310ms      44.181us          1184  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      45.887ms        13.71%      45.887ms       8.612us          5328  
                                           aten::linear         0.53%       5.676ms         7.07%      75.279ms     127.160us       0.000us         0.00%      36.648ms      61.905us           592  
                                            aten::addmm         3.53%      37.535ms         5.56%      59.197ms      99.995us      36.648ms        10.95%      36.648ms      61.905us           592  
                                  volta_sgemm_128x64_tn         0.00%       0.000us         0.00%       0.000us       0.000us      31.161ms         9.31%      31.161ms      53.358us           584  
                                             aten::mul_         2.52%      26.860ms         4.41%      46.960ms      14.823us      30.786ms         9.20%      30.786ms       9.718us          3168  
                                         aten::addcdiv_         1.25%      13.318ms         2.21%      23.519ms      14.848us      27.750ms         8.29%      27.750ms      17.519us          1584  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      27.750ms         8.29%      27.750ms      17.519us          1584  
                                              aten::add         3.79%      40.373ms         5.92%      62.960ms      21.270us      26.707ms         7.98%      26.707ms       9.023us          2960  
                                  volta_sgemm_128x64_nn         0.00%       0.000us         0.00%       0.000us       0.000us      26.314ms         7.86%      26.314ms      45.058us           584  
autograd::engine::evaluate_function: torch::autograd...         1.01%      10.793ms         5.16%      54.951ms      34.691us       0.000us         0.00%      21.407ms      13.515us          1584  
                        torch::autograd::AccumulateGrad         0.98%      10.427ms         4.15%      44.158ms      27.878us       0.000us         0.00%      21.407ms      13.515us          1584  
                                  volta_sgemm_128x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us      20.816ms         6.22%      20.816ms      42.656us           488  
                                         aten::addcmul_         1.20%      12.813ms         2.14%      22.772ms      14.376us      19.449ms         5.81%      19.449ms      12.278us          1584  
