-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.23%       5.888ms         3.18%      82.212ms     197.625us       0.000us         0.00%        1.106s       2.659ms           416  
                                   ConvolutionBackward0         0.10%       2.512ms         2.87%      74.192ms     178.346us       0.000us         0.00%        1.094s       2.630ms           416  
                             aten::convolution_backward         1.91%      49.298ms         2.77%      71.680ms     172.308us        1.094s        42.44%        1.094s       2.630ms           416  
autograd::engine::evaluate_function: CudnnBatchNormB...         0.22%       5.683ms         1.40%      36.275ms      87.200us       0.000us         0.00%     485.963ms       1.168ms           416  
                                CudnnBatchNormBackward0         0.08%       2.065ms         1.18%      30.592ms      73.538us       0.000us         0.00%     485.963ms       1.168ms           416  
                        aten::cudnn_batch_norm_backward         0.56%      14.611ms         1.10%      28.527ms      68.575us     485.963ms        18.85%     485.963ms       1.168ms           416  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     323.242ms        12.54%     323.242ms       2.377ms           136  
                                           aten::conv2d         0.05%       1.236ms         1.68%      43.361ms     104.233us       0.000us         0.00%     303.493ms     729.550us           416  
                                      aten::convolution         0.14%       3.501ms         1.63%      42.125ms     101.262us       0.000us         0.00%     303.493ms     729.550us           416  
                                     aten::_convolution         0.11%       2.740ms         1.49%      38.624ms      92.846us       0.000us         0.00%     303.493ms     729.550us           416  
                                       aten::batch_norm         0.03%     755.000us         1.20%      31.053ms      74.647us       0.000us         0.00%     295.851ms     711.180us           416  
                           aten::_batch_norm_impl_index         0.04%       1.105ms         1.17%      30.298ms      72.832us       0.000us         0.00%     295.851ms     711.180us           416  
                                 aten::cudnn_batch_norm         0.57%      14.818ms         1.13%      29.193ms      70.175us     295.851ms        11.48%     295.851ms     711.180us           416  
     autograd::engine::evaluate_function: ReluBackward0         0.08%       2.191ms         0.40%      10.283ms      36.725us       0.000us         0.00%     206.345ms     736.946us           280  
                                          ReluBackward0         0.05%       1.336ms         0.31%       8.092ms      28.900us       0.000us         0.00%     206.345ms     736.946us           280  
                               aten::threshold_backward         0.17%       4.431ms         0.26%       6.756ms      24.129us     206.345ms         8.00%     206.345ms     736.946us           280  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     206.345ms         8.00%     206.345ms     736.946us           280  
void cudnn::bn_bw_1C11_kernel_new<float, float, floa...         0.00%       0.000us         0.00%       0.000us       0.000us     186.226ms         7.22%     186.226ms     596.878us           312  
