-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.61%      10.063ms        13.08%     217.394ms     335.485us       0.000us         0.00%        1.095s       1.690ms           648  
                                   ConvolutionBackward0         0.22%       3.729ms        12.47%     207.181ms     319.724us       0.000us         0.00%        1.093s       1.687ms           648  
                             aten::convolution_backward         7.14%     118.687ms        12.24%     203.452ms     313.969us        1.070s        54.71%        1.093s       1.687ms           648  
                                           aten::conv2d         0.12%       2.064ms         8.14%     135.302ms     208.799us       0.000us         0.00%     360.695ms     556.628us           648  
                                      aten::convolution         0.37%       6.106ms         8.02%     133.238ms     205.614us       0.000us         0.00%     360.695ms     556.628us           648  
                                     aten::_convolution         0.42%       7.025ms         7.65%     127.132ms     196.191us       0.000us         0.00%     360.695ms     556.628us           648  
                                aten::cudnn_convolution         4.49%      74.587ms         6.35%     105.470ms     162.762us     322.638ms        16.49%     322.638ms     497.898us           648  
void cudnn::ops::genericTranspose_kernel<float, floa...         0.00%       0.000us         0.00%       0.000us       0.000us     234.569ms        11.99%     234.569ms       1.833ms           128  
void wgrad_alg0_engine<float, 128, 6, 8, 3, 3, 5, fa...         0.00%       0.000us         0.00%       0.000us       0.000us     169.921ms         8.69%     169.921ms       1.062ms           160  
                                              aten::mul         1.93%      32.123ms         2.92%      48.504ms      20.346us     156.431ms         8.00%     156.431ms      65.617us          2384  
void wgrad_alg0_engine<float, 512, 6, 5, 3, 3, 3, fa...         0.00%       0.000us         0.00%       0.000us       0.000us     144.499ms         7.39%     144.499ms     269.588us           536  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     140.319ms         7.17%     140.319ms      33.537us          4184  
                volta_scudnn_128x64_relu_interior_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us     135.336ms         6.92%     135.336ms     497.559us           272  
      autograd::engine::evaluate_function: MulBackward0         0.59%       9.824ms         3.00%      49.861ms      36.879us       0.000us         0.00%     126.627ms      93.659us          1352  
                                   volta_sgemm_64x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us     114.512ms         5.85%     114.512ms     100.098us          1144  
                                           MulBackward0         0.23%       3.750ms         2.04%      33.877ms      25.057us       0.000us         0.00%     114.436ms      84.642us          1352  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     110.403ms         5.64%     110.403ms      12.333us          8952  
                                             aten::add_         3.00%      49.926ms        19.49%     323.878ms      51.904us      76.057ms         3.89%      76.057ms      12.189us          6240  
