-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         1.33%      14.462ms        29.40%     318.843ms     284.681us       0.000us         0.00%     244.316ms     218.139us          1120  
                                   ConvolutionBackward0         0.59%       6.349ms        27.62%     299.540ms     267.446us       0.000us         0.00%     241.515ms     215.638us          1120  
                             aten::convolution_backward        15.85%     171.927ms        27.04%     293.191ms     261.778us     239.720ms        51.31%     241.515ms     215.638us          1120  
                                           aten::conv2d         0.32%       3.512ms        15.59%     169.118ms     150.998us       0.000us         0.00%     133.084ms     118.825us          1120  
                                      aten::convolution         0.93%      10.039ms        15.27%     165.606ms     147.863us       0.000us         0.00%     133.084ms     118.825us          1120  
                                     aten::_convolution         0.79%       8.602ms        14.35%     155.567ms     138.899us       0.000us         0.00%     133.084ms     118.825us          1120  
                                aten::cudnn_convolution         9.50%     102.980ms        12.70%     137.754ms     122.995us     132.208ms        28.30%     132.208ms     118.043us          1120  
void cudnn::detail::dgrad_alg1_engine<float, 512, 6,...         0.00%       0.000us         0.00%       0.000us       0.000us      47.629ms        10.19%      47.629ms      26.579us          1792  
void cudnn::ops::genericTranspose_kernel<float, floa...         0.00%       0.000us         0.00%       0.000us       0.000us      46.613ms         9.98%      46.613ms     728.328us            64  
void wgrad_alg0_engine<float, 128, 5, 5, 3, 3, 3, fa...         0.00%       0.000us         0.00%       0.000us       0.000us      41.070ms         8.79%      41.070ms      15.748us          2608  
void implicit_convolve_sgemm<float, float, 128, 5, 5...         0.00%       0.000us         0.00%       0.000us       0.000us      36.865ms         7.89%      36.865ms      16.000us          2304  
void cudnn::detail::dgrad2d_alg1_1<float, 0, 5, 6, 4...         0.00%       0.000us         0.00%       0.000us       0.000us      31.919ms         6.83%      31.919ms      41.999us           760  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      31.207ms         6.68%      31.207ms       2.303us         13552  
void wgrad_alg0_engine<float, 128, 6, 8, 3, 3, 5, fa...         0.00%       0.000us         0.00%       0.000us       0.000us      29.341ms         6.28%      29.341ms     101.878us           288  
void wgrad_alg0_engine<float, 512, 6, 5, 3, 3, 3, fa...         0.00%       0.000us         0.00%       0.000us       0.000us      29.246ms         6.26%      29.246ms      93.737us           312  
                                Optimizer.step#SGD.step         6.18%      67.024ms        20.90%     226.630ms      28.329ms       0.000us         0.00%      23.953ms       2.994ms             8  
                                             aten::add_         7.34%      79.582ms        12.87%     139.583ms      13.728us      21.014ms         4.50%      21.014ms       2.067us         10168  
