-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                             aten::add_         1.06%      22.063ms        37.05%     771.321ms     334.775us     823.455ms        38.45%     823.455ms     357.402us          2304  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     823.455ms        38.45%     823.455ms     357.402us          2304  
                                Optimizer.step#SGD.step         0.79%      16.537ms        36.80%     766.159ms      11.971ms       0.000us         0.00%     737.340ms      11.521ms            64  
    autograd::engine::evaluate_function: AddmmBackward0         0.42%       8.740ms        15.39%     320.461ms     834.534us       0.000us         0.00%     392.364ms       1.022ms           384  
                                         AddmmBackward0         0.29%       6.043ms        13.20%     274.932ms     715.969us       0.000us         0.00%     378.459ms     985.570us           384  
                                               aten::mm         1.53%      31.899ms        12.47%     259.720ms     368.920us     378.459ms        17.67%     378.459ms     537.584us           704  
                                           aten::linear         0.10%       2.157ms        11.82%     246.064ms     640.792us       0.000us         0.00%     372.697ms     970.565us           384  
                                            aten::addmm         1.25%      25.934ms        11.48%     239.087ms     622.622us     372.697ms        17.40%     372.697ms     970.565us           384  
                                 volta_sgemm_128x128_tn         0.00%       0.000us         0.00%       0.000us       0.000us     355.863ms        16.62%     355.863ms       2.780ms           128  
autograd::engine::evaluate_function: torch::autograd...         0.29%       6.000ms         9.03%     187.965ms     244.746us       0.000us         0.00%     274.719ms     357.707us           768  
                        torch::autograd::AccumulateGrad         0.26%       5.331ms         8.74%     181.965ms     236.934us       0.000us         0.00%     274.719ms     357.707us           768  
                                             aten::mul_         0.30%       6.304ms         7.44%     154.862ms     201.643us     188.604ms         8.81%     188.604ms     245.578us           768  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     188.604ms         8.81%     188.604ms     245.578us           768  
                                   volta_sgemm_64x64_nn         0.00%       0.000us         0.00%       0.000us       0.000us     147.565ms         6.89%     147.565ms       2.306ms            64  
                                  volta_sgemm_128x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us     112.560ms         5.26%     112.560ms     586.250us           192  
                                 volta_sgemm_128x128_nt         0.00%       0.000us         0.00%       0.000us       0.000us     112.428ms         5.25%     112.428ms       1.757ms            64  
                                            aten::fill_         0.25%       5.182ms         3.15%      65.638ms      73.257us      98.103ms         4.58%      98.103ms     109.490us           896  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      98.103ms         4.58%      98.103ms     109.490us           896  
                                            aten::zero_         0.22%       4.546ms         2.80%      58.321ms      60.751us       0.000us         0.00%      98.019ms     102.103us           960  
