-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.11%       7.160ms        10.56%     659.358ms       1.472ms       0.000us         0.00%        3.305s       7.378ms           448  
                                   ConvolutionBackward0         0.05%       2.909ms        10.45%     652.198ms       1.456ms       0.000us         0.00%        3.305s       7.378ms           448  
                             aten::convolution_backward         2.41%     150.550ms        10.40%     649.289ms       1.449ms        3.267s        52.07%        3.305s       7.378ms           448  
                                           aten::conv2d         0.03%       1.609ms         3.87%     241.253ms     456.919us       0.000us         0.00%        2.116s       4.007ms           528  
                                      aten::convolution         0.06%       3.981ms         3.84%     239.644ms     453.871us       0.000us         0.00%        2.116s       4.007ms           528  
                                     aten::_convolution         0.08%       5.227ms         3.78%     235.663ms     446.331us       0.000us         0.00%        2.116s       4.007ms           528  
                                aten::cudnn_convolution         1.28%      79.744ms         3.08%     192.206ms     364.027us        1.969s        31.39%        1.969s       3.729ms           528  
               volta_scudnn_128x64_stridedB_small_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us        1.046s        16.67%        1.046s       3.041ms           344  
             volta_scudnn_128x64_relu_xregs_large_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us     964.923ms        15.38%     964.923ms       3.769ms           256  
turing_scudnn_128x64_stridedB_splitK_xregs_large_nn_...         0.00%       0.000us         0.00%       0.000us       0.000us     797.635ms        12.71%     797.635ms       4.748ms           168  
                   volta_scudnn_128x64_relu_small_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us     509.996ms         8.13%     509.996ms       2.898ms           176  
void cudnn::detail::dgrad_alg1_engine<float, 512, 6,...         0.00%       0.000us         0.00%       0.000us       0.000us     479.244ms         7.64%     479.244ms       9.984ms            48  
turing_scudnn_128x32_stridedB_splitK_xregs_large_nn_...         0.00%       0.000us         0.00%       0.000us       0.000us     362.573ms         5.78%     362.573ms      15.107ms            24  
turing_scudnn_128x128_stridedB_splitK_xregs_large_nn...         0.00%       0.000us         0.00%       0.000us       0.000us     343.589ms         5.48%     343.589ms       2.147ms           160  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     180.009ms         2.87%     180.009ms     225.011us           800  
                                             aten::add_         0.50%      31.393ms         9.70%     605.095ms     174.279us     165.880ms         2.64%     165.880ms      47.776us          3472  
volta_scudnn_128x32_sliced1x4_ldg4_relu_exp_medium_n...         0.00%       0.000us         0.00%       0.000us       0.000us     157.530ms         2.51%     157.530ms       9.846ms            16  
