-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
    autograd::engine::evaluate_function: AddmmBackward0         0.28%      12.257ms        13.00%     564.583ms     953.688us       0.000us         0.00%        1.752s       2.960ms           592  
                                         AddmmBackward0         0.19%       8.222ms         8.89%     385.914ms     651.882us       0.000us         0.00%        1.696s       2.865ms           592  
                                               aten::mm         0.88%      38.132ms         8.44%     366.284ms     309.361us        1.696s        40.28%        1.696s       1.432ms          1184  
                                           aten::linear         0.12%       5.421ms         1.59%      69.188ms     116.872us       0.000us         0.00%        1.010s       1.706ms           592  
                                            aten::addmm         0.82%      35.766ms         1.23%      53.248ms      89.946us        1.010s        23.99%        1.010s       1.706ms           592  
                                 volta_sgemm_128x128_tn         0.00%       0.000us         0.00%       0.000us       0.000us     963.803ms        22.89%     963.803ms       1.650ms           584  
                                  volta_sgemm_128x64_nn         0.00%       0.000us         0.00%       0.000us       0.000us     726.458ms        17.25%     726.458ms       1.261ms           576  
                                  volta_sgemm_128x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us     603.170ms        14.33%     603.170ms       1.236ms           488  
                                 volta_sgemm_128x128_nt         0.00%       0.000us         0.00%       0.000us       0.000us     229.467ms         5.45%     229.467ms       2.390ms            96  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     189.504ms         4.50%     189.504ms      33.038us          5736  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     182.220ms         4.33%     182.220ms     131.662us          1384  
                                            aten::copy_         0.42%      18.068ms         2.96%     128.316ms      49.658us     171.799ms         4.08%     171.799ms      66.486us          2584  
                                            aten::clone         0.13%       5.754ms         3.25%     141.043ms     144.511us       0.000us         0.00%     170.984ms     175.189us           976  
                                              aten::add         0.96%      41.819ms         5.13%     222.754ms      75.255us     169.970ms         4.04%     169.970ms      57.422us          2960  
                               Optimizer.step#Adam.step         2.62%     113.570ms         8.83%     383.298ms      47.912ms       0.000us         0.00%     153.609ms      19.201ms             8  
                                 volta_sgemm_128x128_nn         0.00%       0.000us         0.00%       0.000us       0.000us     136.747ms         3.25%     136.747ms      17.093ms             8  
                                              aten::mul         0.45%      19.732ms         3.59%     155.745ms     108.156us     130.009ms         3.09%     130.009ms      90.284us          1440  
                                              aten::div         0.93%      40.299ms         2.90%     126.093ms      43.065us     127.316ms         3.02%     127.316ms      43.482us          2928  
      autograd::engine::evaluate_function: DivBackward0         0.09%       4.055ms         3.88%     168.679ms     585.691us       0.000us         0.00%     123.717ms     429.573us           288  
