-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.74%       8.212ms        11.08%     122.834ms     247.649us       0.000us         0.00%     404.390ms     815.302us           496  
                                   ConvolutionBackward0         0.30%       3.377ms        10.13%     112.243ms     226.296us       0.000us         0.00%     395.487ms     797.353us           496  
                             aten::convolution_backward         6.49%      71.890ms         9.82%     108.866ms     219.488us     394.640ms        36.19%     395.487ms     797.353us           496  
autograd::engine::evaluate_function: CudnnBatchNormB...         0.53%       5.822ms         3.32%      36.796ms      99.989us       0.000us         0.00%     198.405ms     539.144us           368  
                                CudnnBatchNormBackward0         0.19%       2.094ms         2.79%      30.974ms      84.168us       0.000us         0.00%     198.405ms     539.144us           368  
                        aten::cudnn_batch_norm_backward         1.30%      14.372ms         2.61%      28.880ms      78.478us     198.405ms        18.19%     198.405ms     539.144us           368  
                                       aten::batch_norm         0.07%     743.000us         2.59%      28.718ms      78.038us       0.000us         0.00%     116.728ms     317.196us           368  
                           aten::_batch_norm_impl_index         0.10%       1.141ms         2.52%      27.975ms      76.019us       0.000us         0.00%     116.728ms     317.196us           368  
                                 aten::cudnn_batch_norm         1.23%      13.675ms         2.42%      26.834ms      72.918us     116.728ms        10.70%     116.728ms     317.196us           368  
                                           aten::conv2d         0.14%       1.523ms         5.22%      57.800ms     116.532us       0.000us         0.00%     114.248ms     230.339us           496  
                                      aten::convolution         0.39%       4.282ms         5.08%      56.277ms     113.462us       0.000us         0.00%     114.248ms     230.339us           496  
                                     aten::_convolution         0.35%       3.934ms         4.69%      51.995ms     104.829us       0.000us         0.00%     114.248ms     230.339us           496  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us      97.289ms         8.92%      97.289ms     810.742us           120  
void cudnn::bn_bw_1C11_kernel_new<float, float, floa...         0.00%       0.000us         0.00%       0.000us       0.000us      80.383ms         7.37%      80.383ms       2.512ms            32  
void cudnn::bn_bw_1C11_kernel_new<float, float, floa...         0.00%       0.000us         0.00%       0.000us       0.000us      75.038ms         6.88%      75.038ms     260.549us           288  
void wgrad_alg0_engine<float, 128, 6, 7, 3, 3, 5, fa...         0.00%       0.000us         0.00%       0.000us       0.000us      65.706ms         6.03%      65.706ms     586.661us           112  
                                aten::cudnn_convolution         3.11%      34.471ms         3.77%      41.823ms     111.231us      62.528ms         5.73%      62.528ms     166.298us           376  
                                aten::_conv_depthwise2d         0.11%       1.255ms         0.31%       3.443ms      28.692us      51.440ms         4.72%      51.440ms     428.667us           120  
