-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.97%       5.876ms        15.05%      91.417ms     204.056us       0.000us         0.00%      65.923ms     147.150us           448  
                                   ConvolutionBackward0         0.47%       2.825ms        14.00%      85.037ms     189.815us       0.000us         0.00%      64.730ms     144.487us           448  
                             aten::convolution_backward         9.00%      54.671ms        13.53%      82.212ms     183.509us      63.297ms        35.18%      64.730ms     144.487us           448  
                               Optimizer.step#Adam.step        12.63%      76.728ms        42.82%     260.118ms      32.515ms       0.000us         0.00%      23.632ms       2.954ms             8  
autograd::engine::evaluate_function: CudnnBatchNormB...         1.04%       6.332ms         6.42%      38.980ms      87.009us       0.000us         0.00%      20.659ms      46.114us           448  
                                CudnnBatchNormBackward0         0.38%       2.306ms         5.37%      32.648ms      72.875us       0.000us         0.00%      20.659ms      46.114us           448  
                        aten::cudnn_batch_norm_backward         2.54%      15.402ms         5.00%      30.342ms      67.728us      20.659ms        11.48%      20.659ms      46.114us           448  
                                           aten::conv2d         0.23%       1.379ms         8.09%      49.157ms     109.725us       0.000us         0.00%      20.067ms      44.792us           448  
                                      aten::convolution         0.63%       3.812ms         7.87%      47.778ms     106.647us       0.000us         0.00%      20.067ms      44.792us           448  
                                     aten::_convolution         0.53%       3.243ms         7.24%      43.966ms      98.138us       0.000us         0.00%      20.067ms      44.792us           448  
void wgrad_alg0_engine<float, 128, 6, 7, 3, 3, 5, fa...         0.00%       0.000us         0.00%       0.000us       0.000us      19.409ms        10.79%      19.409ms      93.312us           208  
                                aten::cudnn_convolution         4.57%      27.740ms         5.52%      33.538ms     113.304us      13.579ms         7.55%      13.579ms      45.875us           296  
void cudnn::bn_bw_1C11_kernel_new<float, float, floa...         0.00%       0.000us         0.00%       0.000us       0.000us      12.128ms         6.74%      12.128ms      37.900us           320  
                volta_scudnn_128x64_relu_interior_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us      11.940ms         6.64%      11.940ms      41.458us           288  
                                       aten::batch_norm         0.14%     856.000us         5.69%      34.548ms      77.116us       0.000us         0.00%      11.127ms      24.837us           448  
                           aten::_batch_norm_impl_index         0.20%       1.245ms         5.55%      33.692ms      75.205us       0.000us         0.00%      11.127ms      24.837us           448  
                                 aten::cudnn_batch_norm         2.83%      17.195ms         5.34%      32.447ms      72.426us      11.127ms         6.19%      11.127ms      24.837us           448  
            volta_scudnn_128x64_stridedB_interior_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us       9.721ms         5.40%       9.721ms      45.005us           216  
