-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.72%      12.966ms        10.94%     198.265ms     305.965us       0.000us         0.00%     670.874ms       1.035ms           648  
                                   ConvolutionBackward0         0.28%       5.122ms        10.07%     182.652ms     281.870us       0.000us         0.00%     666.578ms       1.029ms           648  
                             aten::convolution_backward         6.37%     115.567ms         9.79%     177.530ms     273.966us     664.636ms        35.38%     666.578ms       1.029ms           648  
autograd::engine::evaluate_function: CudnnBatchNormB...         0.41%       7.469ms         2.66%      48.152ms     122.837us       0.000us         0.00%     283.611ms     723.497us           392  
                                CudnnBatchNormBackward0         0.14%       2.558ms         2.24%      40.683ms     103.783us       0.000us         0.00%     283.611ms     723.497us           392  
                        aten::cudnn_batch_norm_backward         1.06%      19.154ms         2.10%      38.125ms      97.258us     283.611ms        15.10%     283.611ms     723.497us           392  
                                           aten::conv2d         0.12%       2.123ms         4.24%      76.896ms     118.667us       0.000us         0.00%     192.638ms     297.281us           648  
                                      aten::convolution         0.33%       5.950ms         4.12%      74.773ms     115.390us       0.000us         0.00%     192.638ms     297.281us           648  
                                     aten::_convolution         0.30%       5.456ms         3.80%      68.823ms     106.208us       0.000us         0.00%     192.638ms     297.281us           648  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     188.935ms        10.06%     188.935ms       1.476ms           128  
                                            aten::silu_         0.27%       4.944ms         1.16%      21.003ms      53.579us      91.281ms         4.86%     182.178ms     464.740us           392  
                                       aten::batch_norm         0.04%     803.000us         1.80%      32.669ms      83.339us       0.000us         0.00%     171.373ms     437.176us           392  
                           aten::_batch_norm_impl_index         0.07%       1.205ms         1.76%      31.866ms      81.291us       0.000us         0.00%     171.373ms     437.176us           392  
                                 aten::cudnn_batch_norm         0.84%      15.192ms         1.69%      30.661ms      78.217us     171.373ms         9.12%     171.373ms     437.176us           392  
     autograd::engine::evaluate_function: SiluBackward0         0.27%       4.860ms         1.04%      18.869ms      48.135us       0.000us         0.00%     133.151ms     339.671us           392  
                                          SiluBackward0         0.09%       1.715ms         0.77%      14.009ms      35.737us       0.000us         0.00%     133.151ms     339.671us           392  
                                    aten::silu_backward         0.43%       7.805ms         0.68%      12.294ms      31.362us     133.151ms         7.09%     133.151ms     339.671us           392  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     133.151ms         7.09%     133.151ms     339.671us           392  
                                              aten::mul         0.42%       7.589ms         0.61%      11.029ms      28.721us     116.988ms         6.23%     116.988ms     304.656us           384  
