-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
    autograd::engine::evaluate_function: AddmmBackward0         0.31%      62.090ms         3.30%     662.140ms     226.760us       0.000us         0.00%        7.135s       2.443ms          2920  
                                         AddmmBackward0         0.22%      44.045ms         2.15%     431.976ms     147.937us       0.000us         0.00%        6.919s       2.370ms          2920  
                                               aten::mm         1.07%     214.592ms         1.61%     323.429ms      55.382us        6.919s        34.22%        6.919s       1.185ms          5840  
                                           aten::linear         0.14%      28.716ms         1.70%     341.136ms     115.249us       0.000us         0.00%        3.823s       1.292ms          2960  
                                            aten::addmm         0.88%     177.172ms         1.27%     255.150ms      86.199us        3.823s        18.91%        3.823s       1.292ms          2960  
                                 volta_sgemm_128x128_tn         0.00%       0.000us         0.00%       0.000us       0.000us        3.643s        18.02%        3.643s       1.265ms          2880  
                                 volta_sgemm_128x128_nn         0.00%       0.000us         0.00%       0.000us       0.000us        2.328s        11.51%        2.328s     969.844us          2400  
                                  volta_sgemm_128x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us        2.300s        11.38%        2.300s     958.372us          2400  
                                              aten::bmm         0.45%      90.599ms         0.59%     119.252ms      41.407us        2.150s        10.63%        2.150s     746.466us          2880  
                                              aten::mul         0.36%      72.963ms         0.57%     115.203ms      29.062us        1.863s         9.21%        1.863s     469.983us          3964  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us        1.422s         7.03%        1.422s     237.353us          5992  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us        1.380s         6.83%        1.380s     574.951us          2400  
      autograd::engine::evaluate_function: BmmBackward0         0.06%      12.440ms         0.54%     108.660ms     113.188us       0.000us         0.00%        1.376s       1.434ms           960  
                                           BmmBackward0         0.05%       9.929ms         0.48%      96.220ms     100.229us       0.000us         0.00%        1.376s       1.434ms           960  
                                  volta_sgemm_128x64_nn         0.00%       0.000us         0.00%       0.000us       0.000us        1.171s         5.79%        1.171s       2.251ms           520  
                                 volta_sgemm_128x128_nt         0.00%       0.000us         0.00%       0.000us       0.000us        1.118s         5.53%        1.118s       2.330ms           480  
                                              aten::add         0.52%     104.151ms         0.80%     159.661ms      27.509us        1.056s         5.22%        1.056s     181.880us          5804  
                                   volta_sgemm_64x64_tn         0.00%       0.000us         0.00%       0.000us       0.000us     932.635ms         4.61%     932.635ms     971.495us           960  
                                           aten::matmul         0.07%      14.747ms         0.78%     157.200ms     163.750us       0.000us         0.00%     920.280ms     958.625us           960  
