-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
    autograd::engine::evaluate_function: SliceBackward0         1.49%      73.236ms        36.04%        1.770s     178.974us       0.000us         0.00%        1.743s     176.251us          9888  
                                         SliceBackward0         0.41%      20.354ms        29.06%        1.427s     144.314us       0.000us         0.00%        1.376s     139.154us          9888  
                                   aten::slice_backward         0.96%      47.229ms        28.65%        1.407s     142.256us       0.000us         0.00%        1.376s     139.154us          9888  
    autograd::engine::evaluate_function: AddmmBackward0         0.27%      13.100ms         2.82%     138.539ms     234.019us       0.000us         0.00%        1.107s       1.871ms           592  
                                         AddmmBackward0         0.17%       8.478ms         1.84%      90.394ms     152.693us       0.000us         0.00%        1.069s       1.806ms           592  
                                               aten::mm         0.92%      45.379ms         1.39%      68.026ms      57.454us        1.069s        20.13%        1.069s     902.883us          1184  
                                            aten::copy_         2.23%     109.535ms        17.33%     850.887ms      46.896us        1.058s        19.92%        1.058s      58.309us         18144  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     870.671ms        16.39%     870.671ms      91.611us          9504  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     616.416ms        11.60%     616.416ms      69.730us          8840  
                                           aten::linear         0.12%       5.850ms         1.44%      70.674ms     117.790us       0.000us         0.00%     591.040ms     985.067us           600  
                                            aten::addmm         0.76%      37.270ms         1.08%      53.063ms      88.438us     591.040ms        11.13%     591.040ms     985.067us           600  
                                              aten::add         1.35%      66.126ms         6.46%     317.410ms      58.520us     561.834ms        10.58%     561.834ms     103.583us          5424  
                                 volta_sgemm_128x128_tn         0.00%       0.000us         0.00%       0.000us       0.000us     560.687ms        10.56%     560.687ms     947.106us           592  
                                            aten::fill_         1.44%      70.595ms        21.37%        1.049s      78.901us     550.781ms        10.37%     550.781ms      41.425us         13296  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     550.781ms        10.37%     550.781ms      41.425us         13296  
                                            aten::zero_         0.72%      35.457ms        21.97%        1.079s      83.593us       0.000us         0.00%     549.524ms      42.586us         12904  
                                            aten::zeros         0.83%      40.536ms        22.40%        1.100s      87.220us       0.000us         0.00%     532.855ms      42.263us         12608  
                                              aten::mul         1.39%      68.202ms         2.78%     136.660ms      30.947us     396.733ms         7.47%     396.733ms      89.840us          4416  
                                              aten::bmm         2.37%     116.288ms         4.76%     233.488ms      50.670us     348.111ms         6.55%     348.111ms      75.545us          4608  
                                 volta_sgemm_128x128_nn         0.00%       0.000us         0.00%       0.000us       0.000us     301.623ms         5.68%     301.623ms       2.900ms           104  
