-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                               aten::mm         6.53%      86.773ms         9.75%     129.440ms      55.601us     438.135ms        32.53%     438.135ms     188.202us          2328  
       autograd::engine::evaluate_function: MmBackward0         0.79%      10.472ms         8.98%     119.248ms     153.670us       0.000us         0.00%     290.543ms     374.411us           776  
                                            MmBackward0         0.76%      10.081ms         8.19%     108.776ms     140.175us       0.000us         0.00%     290.543ms     374.411us           776  
                                           aten::matmul         0.89%      11.787ms         8.35%     110.860ms     104.192us       0.000us         0.00%     213.546ms     200.701us          1064  
                                              aten::bmm         2.06%      27.342ms         2.74%      36.326ms      42.044us     170.558ms        12.66%     170.558ms     197.405us           864  
                                             aten::add_         2.89%      38.435ms         5.57%      74.007ms      17.037us     159.351ms        11.83%     159.351ms      36.683us          4344  
                                           aten::linear         0.23%       3.121ms         5.21%      69.212ms      89.191us       0.000us         0.00%     147.592ms     190.196us           776  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     122.777ms         9.12%     122.777ms       1.023ms           120  
      autograd::engine::evaluate_function: BmmBackward0         0.28%       3.718ms         2.29%      30.459ms     105.760us       0.000us         0.00%     113.008ms     392.389us           288  
                                           BmmBackward0         0.20%       2.711ms         2.01%      26.741ms      92.851us       0.000us         0.00%     113.008ms     392.389us           288  
                                  volta_sgemm_128x64_nn         0.00%       0.000us         0.00%       0.000us       0.000us     110.399ms         8.20%     110.399ms     143.749us           768  
                                   volta_sgemm_64x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us     103.871ms         7.71%     103.871ms     120.221us           864  
autograd::engine::evaluate_function: SoftmaxBackward...         0.10%       1.310ms         0.89%      11.837ms      82.201us       0.000us         0.00%     102.213ms     709.812us           144  
                                       SoftmaxBackward0         0.07%     932.000us         0.79%      10.527ms      73.104us       0.000us         0.00%     102.213ms     709.812us           144  
                           aten::_softmax_backward_data         0.25%       3.353ms         0.72%       9.595ms      66.632us      51.258ms         3.81%     102.213ms     709.812us           144  
autograd::engine::evaluate_function: EmbeddingBackwa...         0.04%     470.000us        23.66%     314.197ms       9.819ms       0.000us         0.00%      95.794ms       2.994ms            32  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      93.748ms         6.96%      93.748ms      28.792us          3256  
                                     EmbeddingBackward0         0.01%     109.000us        23.60%     313.465ms       9.796ms       0.000us         0.00%      90.252ms       2.820ms            32  
                               aten::embedding_backward         0.01%     108.000us        23.59%     313.356ms       9.792ms       0.000us         0.00%      90.252ms       2.820ms            32  
