-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                             aten::add_         1.19%      17.106ms        29.84%     429.620ms     186.467us     823.682ms        55.20%     823.682ms     357.501us          2304  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     823.682ms        55.20%     823.682ms     357.501us          2304  
                                Optimizer.step#SGD.step         1.03%      14.851ms        32.74%     471.358ms       7.365ms       0.000us         0.00%     737.294ms      11.520ms            64  
autograd::engine::evaluate_function: torch::autograd...         0.35%       4.996ms        14.78%     212.814ms     277.102us       0.000us         0.00%     274.928ms     357.979us           768  
                        torch::autograd::AccumulateGrad         0.29%       4.211ms        14.43%     207.818ms     270.596us       0.000us         0.00%     274.928ms     357.979us           768  
                                             aten::mul_         0.41%       5.852ms        16.00%     230.415ms     300.020us     188.540ms        12.63%     188.540ms     245.495us           768  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     188.540ms        12.63%     188.540ms     245.495us           768  
    autograd::engine::evaluate_function: AddmmBackward0         0.50%       7.165ms        20.71%     298.138ms     776.401us       0.000us         0.00%     174.228ms     453.719us           384  
                                         AddmmBackward0         0.32%       4.580ms         6.35%      91.464ms     238.188us       0.000us         0.00%     168.254ms     438.161us           384  
                                               aten::mm         1.80%      25.966ms         5.52%      79.544ms     112.989us     168.254ms        11.28%     168.254ms     238.997us           704  
                                           aten::linear         0.14%       1.994ms         3.13%      45.013ms     117.221us       0.000us         0.00%     145.774ms     379.620us           384  
                                            aten::addmm         1.76%      25.276ms         2.67%      38.400ms     100.000us     145.774ms         9.77%     145.774ms     379.620us           384  
                        volta_sgemm_128x32_sliced1x4_tn         0.00%       0.000us         0.00%       0.000us       0.000us     138.987ms         9.31%     138.987ms       1.086ms           128  
                                 volta_sgemm_128x128_nt         0.00%       0.000us         0.00%       0.000us       0.000us     116.253ms         7.79%     116.253ms     908.227us           128  
                                            aten::fill_         0.31%       4.507ms         6.78%      97.632ms     108.964us      90.231ms         6.05%      90.231ms     100.704us           896  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      90.231ms         6.05%      90.231ms     100.704us           896  
                                            aten::zero_         0.29%       4.219ms         7.02%     101.009ms     105.218us       0.000us         0.00%      90.152ms      93.908us           960  
                      Optimizer.zero_grad#SGD.zero_grad         0.30%       4.265ms         7.23%     104.083ms       1.626ms       0.000us         0.00%      87.638ms       1.369ms            64  
                        volta_sgemm_128x32_sliced1x4_nn         0.00%       0.000us         0.00%       0.000us       0.000us      47.199ms         3.16%      47.199ms     737.484us            64  
