-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                               aten::mm         4.10%      45.661ms         6.67%      74.291ms      31.912us     337.183ms        30.50%     337.183ms     144.838us          2328  
       autograd::engine::evaluate_function: MmBackward0         0.63%       7.061ms         6.80%      75.780ms      97.655us       0.000us         0.00%     227.205ms     292.790us           776  
                                            MmBackward0         0.73%       8.118ms         6.17%      68.719ms      88.555us       0.000us         0.00%     227.205ms     292.790us           776  
                                              aten::bmm         1.27%      14.156ms         1.92%      21.376ms      24.741us     201.653ms        18.24%     201.653ms     233.395us           864  
                                maxwell_sgemm_128x64_nn         0.00%       0.000us         0.00%       0.000us       0.000us     192.128ms        17.38%     192.128ms     198.479us           968  
                                           aten::matmul         0.82%       9.106ms         5.05%      56.262ms      52.878us       0.000us         0.00%     183.515ms     172.477us          1064  
      autograd::engine::evaluate_function: BmmBackward0         0.26%       2.920ms         1.86%      20.727ms      71.969us       0.000us         0.00%     128.116ms     444.847us           288  
                                           BmmBackward0         0.22%       2.505ms         1.60%      17.807ms      61.830us       0.000us         0.00%     128.116ms     444.847us           288  
                                             aten::add_         3.25%      36.251ms         6.49%      72.258ms      16.634us     117.457ms        10.62%     117.457ms      27.039us          4344  
autograd::engine::evaluate_function: EmbeddingBackwa...         0.04%     417.000us        26.63%     296.596ms       9.269ms       0.000us         0.00%     112.378ms       3.512ms            32  
                                           aten::linear         0.23%       2.548ms         4.17%      46.497ms      59.919us       0.000us         0.00%     109.978ms     141.724us           776  
                                maxwell_sgemm_128x64_tn         0.00%       0.000us         0.00%       0.000us       0.000us     107.221ms         9.70%     107.221ms     111.689us           960  
                                     EmbeddingBackward0         0.01%     123.000us        26.56%     295.874ms       9.246ms       0.000us         0.00%     105.592ms       3.300ms            32  
                               aten::embedding_backward         0.01%      61.000us        26.55%     295.751ms       9.242ms       0.000us         0.00%     105.592ms       3.300ms            32  
                         aten::embedding_dense_backward         0.23%       2.572ms        26.54%     295.690ms       9.240ms     100.513ms         9.09%     105.592ms       3.300ms            32  
                                maxwell_sgemm_128x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us      95.922ms         8.68%      95.922ms     111.021us           864  
                               Optimizer.step#Adam.step         6.33%      70.533ms        20.91%     232.950ms      29.119ms       0.000us         0.00%      82.487ms      10.311ms             8  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      76.222ms         6.89%      76.222ms     635.183us           120  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      74.435ms         6.73%      74.435ms      22.861us          3256  
