-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
    autograd::engine::evaluate_function: AddmmBackward0         0.23%       8.464ms         2.10%      78.053ms     131.846us       0.000us         0.00%        1.517s       2.562ms           592  
                                         AddmmBackward0         0.17%       6.198ms         1.24%      46.131ms      77.924us       0.000us         0.00%        1.471s       2.485ms           592  
                                               aten::mm         0.49%      18.027ms         0.83%      30.665ms      25.899us        1.471s        40.83%        1.471s       1.243ms          1184  
                                           aten::linear         0.12%       4.354ms         1.23%      45.806ms      77.375us       0.000us         0.00%     793.484ms       1.340ms           592  
                                            aten::addmm         0.55%      20.472ms         0.85%      31.547ms      53.289us     793.484ms        22.02%     793.484ms       1.340ms           592  
                                 sgemm_128x128x8_NT_vec         0.00%       0.000us         0.00%       0.000us       0.000us     748.667ms        20.78%     748.667ms       1.265ms           592  
                                 sgemm_128x128x8_NN_vec         0.00%       0.000us         0.00%       0.000us       0.000us     576.309ms        15.99%     576.309ms     986.830us           584  
                                 sgemm_128x128x8_TN_vec         0.00%       0.000us         0.00%       0.000us       0.000us     395.699ms        10.98%     395.699ms       2.061ms           192  
                                              aten::bmm         0.25%       9.163ms         0.36%      13.458ms      23.365us     332.252ms         9.22%     332.252ms     576.826us           576  
                                maxwell_sgemm_128x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us     267.299ms         7.42%     267.299ms     457.704us           584  
      autograd::engine::evaluate_function: BmmBackward0         0.05%       1.768ms         0.35%      13.139ms      68.432us       0.000us         0.00%     215.013ms       1.120ms           192  
                                           BmmBackward0         0.04%       1.483ms         0.31%      11.371ms      59.224us       0.000us         0.00%     215.013ms       1.120ms           192  
                                     sgemm_128x128x8_NN         0.00%       0.000us         0.00%       0.000us       0.000us     178.753ms         4.96%     178.753ms      22.344ms             8  
                               Optimizer.step#Adam.step         2.95%     109.713ms         9.63%     357.888ms      44.736ms       0.000us         0.00%     158.934ms      19.867ms             8  
                                     sgemm_128x128x8_TN         0.00%       0.000us         0.00%       0.000us       0.000us     141.499ms         3.93%     141.499ms      17.687ms             8  
                                           aten::matmul         0.06%       2.345ms         0.64%      23.848ms     124.208us       0.000us         0.00%     140.124ms     729.812us           192  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     132.052ms         3.66%     132.052ms      26.159us          5048  
                                maxwell_sgemm_128x64_tn         0.00%       0.000us         0.00%       0.000us       0.000us     126.799ms         3.52%     126.799ms     660.411us           192  
autograd::engine::evaluate_function: SoftmaxBackward...         0.02%     696.000us         0.14%       5.113ms      53.260us       0.000us         0.00%     124.563ms       1.298ms            96  
