-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.61%       6.063ms         9.63%      95.310ms     192.157us       0.000us         0.00%     465.352ms     938.210us           496  
                                   ConvolutionBackward0         0.27%       2.669ms         8.71%      86.224ms     173.839us       0.000us         0.00%     459.437ms     926.284us           496  
                             aten::convolution_backward         5.55%      54.938ms         8.45%      83.555ms     168.458us     458.496ms        47.94%     459.437ms     926.284us           496  
                                           aten::conv2d         0.16%       1.612ms         5.91%      58.444ms     117.831us       0.000us         0.00%     128.198ms     258.464us           496  
                                      aten::convolution         0.47%       4.645ms         5.74%      56.832ms     114.581us       0.000us         0.00%     128.198ms     258.464us           496  
                                     aten::_convolution         0.40%       3.911ms         5.27%      52.187ms     105.216us       0.000us         0.00%     128.198ms     258.464us           496  
autograd::engine::evaluate_function: CudnnBatchNormB...         0.43%       4.303ms         2.82%      27.945ms      75.938us       0.000us         0.00%     113.889ms     309.481us           368  
                                CudnnBatchNormBackward0         0.16%       1.549ms         2.39%      23.642ms      64.245us       0.000us         0.00%     113.889ms     309.481us           368  
                        aten::cudnn_batch_norm_backward         1.13%      11.152ms         2.23%      22.093ms      60.035us     113.889ms        11.91%     113.889ms     309.481us           368  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     106.923ms        11.18%     106.923ms     891.025us           120  
                                aten::_conv_depthwise2d         0.13%       1.313ms         0.40%       3.943ms      32.858us      79.380ms         8.30%      79.380ms     661.500us           120  
                                       aten::batch_norm         0.08%     798.000us         3.24%      32.073ms      87.155us       0.000us         0.00%      66.415ms     180.476us           368  
                           aten::_batch_norm_impl_index         0.12%       1.201ms         3.16%      31.275ms      84.986us       0.000us         0.00%      66.415ms     180.476us           368  
                                 aten::cudnn_batch_norm         1.51%      14.921ms         3.04%      30.074ms      81.723us      66.415ms         6.94%      66.415ms     180.476us           368  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us      50.024ms         5.23%      50.024ms     694.778us            72  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us      48.576ms         5.08%      48.576ms       3.036ms            16  
                                aten::cudnn_convolution         3.29%      32.541ms         4.15%      41.095ms     109.295us      48.474ms         5.07%      48.474ms     128.920us           376  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us      48.337ms         5.05%      48.337ms     863.161us            56  
