-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                             aten::add_         0.88%      19.728ms        20.51%     462.234ms     200.622us        1.084s        47.11%        1.084s     470.275us          2304  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us        1.084s        47.11%        1.084s     470.275us          2304  
                                Optimizer.step#SGD.step         0.76%      17.235ms        30.36%     684.272ms      10.692ms       0.000us         0.00%     965.430ms      15.085ms            64  
    autograd::engine::evaluate_function: AddmmBackward0         0.25%       5.616ms        19.32%     435.397ms       1.134ms       0.000us         0.00%     428.947ms       1.117ms           384  
                                         AddmmBackward0         0.18%       4.015ms        11.95%     269.373ms     701.492us       0.000us         0.00%     421.632ms       1.098ms           384  
                                               aten::mm         0.45%      10.122ms        11.50%     259.252ms     368.256us     421.632ms        18.33%     421.632ms     598.909us           704  
autograd::engine::evaluate_function: torch::autograd...         0.16%       3.638ms         7.55%     170.228ms     221.651us       0.000us         0.00%     361.362ms     470.523us           768  
                        torch::autograd::AccumulateGrad         0.16%       3.496ms         7.39%     166.590ms     216.914us       0.000us         0.00%     361.362ms     470.523us           768  
                                           aten::linear         0.07%       1.491ms        11.83%     266.732ms     694.615us       0.000us         0.00%     339.422ms     883.911us           384  
                                            aten::addmm         0.59%      13.364ms        11.59%     261.331ms     680.549us     339.422ms        14.76%     339.422ms     883.911us           384  
                                      sgemm_32x32x32_NN         0.00%       0.000us         0.00%       0.000us       0.000us     270.273ms        11.75%     270.273ms       4.223ms            64  
                                      sgemm_32x32x32_NT         0.00%       0.000us         0.00%       0.000us       0.000us     250.134ms        10.88%     250.134ms       3.908ms            64  
                                             aten::mul_         0.32%       7.263ms        16.32%     367.800ms     478.906us     243.279ms        10.58%     243.279ms     316.770us           768  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     243.279ms        10.58%     243.279ms     316.770us           768  
                                     sgemm_128x128x8_TN         0.00%       0.000us         0.00%       0.000us       0.000us     143.803ms         6.25%     143.803ms       1.123ms           128  
                                            aten::fill_         0.24%       5.417ms         3.55%      80.008ms      89.295us     113.040ms         4.91%     113.040ms     126.161us           896  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     113.040ms         4.91%     113.040ms     126.161us           896  
                                            aten::zero_         0.20%       4.401ms         3.70%      83.394ms      86.869us       0.000us         0.00%     112.970ms     117.677us           960  
                      Optimizer.zero_grad#SGD.zero_grad         0.21%       4.816ms         3.85%      86.775ms       1.356ms       0.000us         0.00%     109.685ms       1.714ms            64  
