-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         1.19%      14.572ms        30.33%     371.709ms     331.883us       0.000us         0.00%     450.242ms     402.002us          1120  
                                   ConvolutionBackward0         0.53%       6.462ms        28.62%     350.779ms     313.196us       0.000us         0.00%     442.328ms     394.936us          1120  
                             aten::convolution_backward        16.71%     204.847ms        28.10%     344.317ms     307.426us     440.170ms        51.82%     442.328ms     394.936us          1120  
                                           aten::conv2d         0.30%       3.638ms        15.17%     185.853ms     165.940us       0.000us         0.00%     208.582ms     186.234us          1120  
                                      aten::convolution         0.89%      10.947ms        14.87%     182.215ms     162.692us       0.000us         0.00%     208.582ms     186.234us          1120  
                                     aten::_convolution         0.72%       8.879ms        13.97%     171.268ms     152.918us       0.000us         0.00%     208.582ms     186.234us          1120  
                                aten::cudnn_convolution         8.41%     103.092ms        12.30%     150.781ms     134.626us     207.516ms        24.43%     207.516ms     185.282us          1120  
void wgrad_alg0_engine<float, 128, 5, 5, 3, 3, 3, fa...         0.00%       0.000us         0.00%       0.000us       0.000us     117.608ms        13.85%     117.608ms      41.764us          2816  
void cudnn::ops::genericTranspose_kernel<float, floa...         0.00%       0.000us         0.00%       0.000us       0.000us     112.057ms        13.19%     112.057ms      89.789us          1248  
                 maxwell_scudnn_128x32_relu_small_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us      73.583ms         8.66%      73.583ms      33.940us          2168  
maxwell_scudnn_128x64_stridedB_splitK_interior_nn_v0...         0.00%       0.000us         0.00%       0.000us       0.000us      46.859ms         5.52%      46.859ms     172.276us           272  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      44.945ms         5.29%      44.945ms       3.316us         13552  
autograd::engine::evaluate_function: CudnnBatchNormB...         0.70%       8.588ms         4.44%      54.394ms      79.061us       0.000us         0.00%      41.036ms      59.645us           688  
                                CudnnBatchNormBackward0         0.26%       3.206ms         3.74%      45.806ms      66.578us       0.000us         0.00%      41.036ms      59.645us           688  
                        aten::cudnn_batch_norm_backward         1.80%      22.032ms         3.48%      42.600ms      61.919us      41.036ms         4.83%      41.036ms      59.645us           688  
void cudnn::detail::dgrad_engine<float, 512, 6, 5, 3...         0.00%       0.000us         0.00%       0.000us       0.000us      34.853ms         4.10%      34.853ms      54.458us           640  
                maxwell_scudnn_128x32_relu_medium_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us      30.098ms         3.54%      30.098ms     114.008us           264  
