-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: _ReversibleFunc...         0.00%     122.000us        66.27%        6.877s     859.603ms       0.000us         0.00%        7.286s     910.803ms             8  
                            _ReversibleFunctionBackward         0.85%      88.522ms        66.27%        6.877s     859.588ms       0.000us         0.00%        7.286s     910.803ms             8  
                                    _ReversibleFunction         0.46%      47.340ms        23.82%        2.471s     308.920ms       0.000us         0.00%        2.763s     345.312ms             8  
                                               aten::mm         0.12%      12.905ms         0.21%      21.648ms      24.600us        2.278s        22.25%        2.278s       2.589ms           880  
                                           aten::matmul         0.05%       4.735ms         0.27%      27.748ms      52.553us       0.000us         0.00%        1.372s       2.598ms           528  
                                           aten::linear         0.03%       2.645ms         0.30%      31.583ms      58.924us       0.000us         0.00%        1.272s       2.374ms           536  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us        1.228s        11.99%        1.228s     755.948us          1624  
                                 sgemm_128x128x8_NT_vec         0.00%       0.000us         0.00%       0.000us       0.000us        1.145s        11.19%        1.145s       2.137ms           536  
                                              aten::bmm         0.07%       7.292ms         0.10%      10.840ms      26.569us        1.125s        10.99%        1.125s       2.758ms           408  
       autograd::engine::evaluate_function: MmBackward0         0.01%       1.079ms         0.13%      13.258ms      78.917us       0.000us         0.00%        1.040s       6.193ms           168  
                                            MmBackward0         0.02%       1.685ms         0.12%      12.179ms      72.494us       0.000us         0.00%        1.040s       6.193ms           168  
    autograd::engine::evaluate_function: SliceBackward0         0.04%       4.311ms         0.41%      42.506ms      73.795us       0.000us         0.00%        1.026s       1.782ms           576  
                                            aten::copy_         0.12%      12.387ms        85.23%        8.844s       4.870ms     895.876ms         8.75%     895.876ms     493.324us          1816  
                                  sgemm_32x32x32_TN_vec         0.00%       0.000us         0.00%       0.000us       0.000us     892.474ms         8.72%     892.474ms       3.281ms           272  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     756.509ms         7.39%     756.509ms       1.689ms           448  
                                         SliceBackward0         0.01%       1.468ms         0.33%      34.165ms      59.314us       0.000us         0.00%     714.763ms       1.241ms           576  
                                   aten::slice_backward         0.03%       3.566ms         0.32%      32.697ms      56.766us       0.000us         0.00%     714.763ms       1.241ms           576  
                                              aten::add         0.11%      11.035ms         0.16%      16.567ms      23.268us     656.998ms         6.42%     656.998ms     922.750us           712  
                                              aten::cat         0.17%      17.804ms         0.29%      30.557ms      48.350us     615.344ms         6.01%     615.344ms     973.646us           632  
