-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.06%       5.296ms         3.28%     296.119ms     660.980us       0.000us         0.00%        4.735s      10.569ms           448  
                                   ConvolutionBackward0         0.03%       2.506ms         3.22%     290.823ms     649.158us       0.000us         0.00%        4.735s      10.569ms           448  
                             aten::convolution_backward         1.41%     127.273ms         3.19%     288.317ms     643.565us        4.680s        51.66%        4.735s      10.569ms           448  
                                           aten::conv2d         0.02%       1.807ms         4.69%     423.638ms     802.345us       0.000us         0.00%        2.943s       5.575ms           528  
                                      aten::convolution         0.05%       4.874ms         4.67%     421.831ms     798.922us       0.000us         0.00%        2.943s       5.575ms           528  
                                     aten::_convolution         0.07%       6.353ms         4.62%     416.957ms     789.691us       0.000us         0.00%        2.943s       5.575ms           528  
                                aten::cudnn_convolution         1.15%     103.717ms         2.41%     217.182ms     411.330us        2.694s        29.74%        2.694s       5.103ms           528  
                 maxwell_scudnn_128x64_relu_small_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us        1.427s        15.76%        1.427s       5.576ms           256  
             maxwell_scudnn_128x64_stridedB_small_nn_v0         0.00%       0.000us         0.00%       0.000us       0.000us        1.146s        12.65%        1.146s       5.116ms           224  
      maxwell_scudnn_128x64_stridedB_splitK_large_nn_v0         0.00%       0.000us         0.00%       0.000us       0.000us        1.057s        11.67%        1.057s      11.012ms            96  
void cudnn::detail::dgrad_alg1_engine<float, 128, 5,...         0.00%       0.000us         0.00%       0.000us       0.000us     771.838ms         8.52%     771.838ms      32.160ms            24  
    maxwell_scudnn_128x128_stridedB_splitK_medium_nn_v0         0.00%       0.000us         0.00%       0.000us       0.000us     647.522ms         7.15%     647.522ms       2.891ms           224  
               maxwell_scudnn_128x128_relu_medium_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us     457.303ms         5.05%     457.303ms       5.716ms            80  
            maxwell_scudnn_128x128_stridedB_small_nn_v0         0.00%       0.000us         0.00%       0.000us       0.000us     385.050ms         4.25%     385.050ms       3.209ms           120  
                 maxwell_scudnn_128x32_relu_small_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us     378.021ms         4.17%     378.021ms       2.953ms           128  
      maxwell_scudnn_128x32_stridedB_splitK_large_nn_v0         0.00%       0.000us         0.00%       0.000us       0.000us     344.952ms         3.81%     344.952ms       7.186ms            48  
             maxwell_scudnn_128x32_stridedB_small_nn_v0         0.00%       0.000us         0.00%       0.000us       0.000us     310.037ms         3.42%     310.037ms       4.306ms            72  
