-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.73%      10.688ms        14.99%     219.003ms     228.128us       0.000us         0.00%     272.315ms     283.661us           960  
                                   ConvolutionBackward0         0.37%       5.415ms        14.25%     208.315ms     216.995us       0.000us         0.00%     272.315ms     283.661us           960  
                             aten::convolution_backward        10.01%     146.287ms        13.88%     202.900ms     211.354us     271.958ms        36.60%     272.315ms     283.661us           960  
                                           aten::conv2d         0.22%       3.221ms         8.62%     125.944ms     131.192us       0.000us         0.00%     104.784ms     109.150us           960  
                                      aten::convolution         0.60%       8.716ms         8.40%     122.723ms     127.836us       0.000us         0.00%     104.784ms     109.150us           960  
                                     aten::_convolution         0.40%       5.818ms         7.80%     114.007ms     118.757us       0.000us         0.00%     104.784ms     109.150us           960  
                                aten::cudnn_convolution         6.01%      87.861ms         7.40%     108.189ms     112.697us     104.784ms        14.10%     104.784ms     109.150us           960  
autograd::engine::evaluate_function: CudnnBatchNormB...         0.82%      11.912ms         5.02%      73.314ms      75.738us       0.000us         0.00%      85.771ms      88.606us           968  
                                CudnnBatchNormBackward0         0.29%       4.185ms         4.20%      61.402ms      63.432us       0.000us         0.00%      85.771ms      88.606us           968  
                        aten::cudnn_batch_norm_backward         2.00%      29.206ms         3.92%      57.217ms      59.108us      85.771ms        11.54%      85.771ms      88.606us           968  
void wgrad_alg0_engine<float, 128, 6, 7, 3, 3, 5, fa...         0.00%       0.000us         0.00%       0.000us       0.000us      60.218ms         8.10%      60.218ms     153.617us           392  
                                       aten::batch_norm         0.13%       1.972ms         5.62%      82.186ms      84.903us       0.000us         0.00%      57.681ms      59.588us           968  
                           aten::_batch_norm_impl_index         0.20%       2.938ms         5.49%      80.214ms      82.866us       0.000us         0.00%      57.681ms      59.588us           968  
                                 aten::cudnn_batch_norm         2.60%      37.937ms         5.29%      77.276ms      79.831us      57.681ms         7.76%      57.681ms      59.588us           968  
     autograd::engine::evaluate_function: ReluBackward0         0.46%       6.745ms         2.33%      34.045ms      35.170us       0.000us         0.00%      54.991ms      56.809us           968  
                                          ReluBackward0         0.32%       4.666ms         1.87%      27.300ms      28.202us       0.000us         0.00%      54.991ms      56.809us           968  
                               aten::threshold_backward         1.01%      14.698ms         1.55%      22.634ms      23.382us      54.991ms         7.40%      54.991ms      56.809us           968  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      54.991ms         7.40%      54.991ms      56.809us           968  
             maxwell_scudnn_128x64_stridedB_small_nn_v0         0.00%       0.000us         0.00%       0.000us       0.000us      47.585ms         6.40%      47.585ms     118.963us           400  
