-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
    autograd::engine::evaluate_function: AddmmBackward0         2.71%      11.630ms        20.76%      89.243ms     148.738us       0.000us         0.00%     173.062ms     288.437us           600  
                                         AddmmBackward0         1.50%       6.437ms        11.70%      50.294ms      83.823us       0.000us         0.00%     160.625ms     267.708us           600  
                                               aten::mm         5.04%      21.646ms         8.07%      34.695ms      28.913us     160.625ms        32.08%     160.625ms     133.854us          1200  
                                           aten::linear         1.09%       4.696ms        12.90%      55.460ms      92.433us       0.000us         0.00%     100.193ms     166.988us           600  
                                            aten::addmm         5.96%      25.634ms         9.52%      40.909ms      68.182us     100.193ms        20.01%     100.193ms     166.988us           600  
                                maxwell_sgemm_128x64_tn         0.00%       0.000us         0.00%       0.000us       0.000us      76.536ms        15.28%      76.536ms     112.553us           680  
                                maxwell_sgemm_128x64_nn         0.00%       0.000us         0.00%       0.000us       0.000us      74.354ms        14.85%      74.354ms     109.344us           680  
                                              aten::bmm         2.21%       9.516ms         3.28%      14.102ms      24.483us      50.636ms        10.11%      50.636ms      87.910us           576  
                                              aten::add         7.11%      30.561ms        11.57%      49.709ms      19.789us      46.533ms         9.29%      46.533ms      18.524us          2512  
                                 sgemm_128x128x8_TN_vec         0.00%       0.000us         0.00%       0.000us       0.000us      46.114ms         9.21%      46.114ms     240.177us           192  
                                              aten::mul         4.35%      18.703ms         6.56%      28.195ms      22.592us      43.274ms         8.64%      43.274ms      34.675us          1248  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      42.110ms         8.41%      42.110ms      15.213us          2768  
                                maxwell_sgemm_128x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us      41.014ms         8.19%      41.014ms      71.205us           576  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      34.876ms         6.96%      34.876ms      21.797us          1600  
      autograd::engine::evaluate_function: BmmBackward0         0.39%       1.663ms         2.93%      12.596ms      65.604us       0.000us         0.00%      32.447ms     168.995us           192  
                                           BmmBackward0         0.35%       1.505ms         2.54%      10.933ms      56.943us       0.000us         0.00%      32.447ms     168.995us           192  
                                 sgemm_128x128x8_NT_vec         0.00%       0.000us         0.00%       0.000us       0.000us      32.005ms         6.39%      32.005ms     307.740us           104  
                                 sgemm_128x128x8_NN_vec         0.00%       0.000us         0.00%       0.000us       0.000us      25.403ms         5.07%      25.403ms     264.615us            96  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      24.246ms         4.84%      24.246ms      47.355us           512  
