-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.34%      44.037ms        58.05%        7.486s       2.249ms       0.000us         0.00%        5.941s       1.785ms          3328  
                                   ConvolutionBackward0         0.15%      19.518ms        57.28%        7.387s       2.220ms       0.000us         0.00%        5.866s       1.763ms          3328  
                             aten::convolution_backward         4.67%     602.467ms        57.13%        7.367s       2.214ms        5.380s        41.20%        5.866s       1.763ms          3328  
                                           aten::conv2d         0.08%      10.870ms         6.83%     880.978ms     264.717us       0.000us         0.00%        2.640s     793.140us          3328  
                                      aten::convolution         0.25%      31.664ms         6.75%     870.108ms     261.451us       0.000us         0.00%        2.640s     793.140us          3328  
                                     aten::_convolution         0.31%      40.440ms         6.50%     838.444ms     251.936us       0.000us         0.00%        2.640s     793.140us          3328  
void wgrad_alg0_engine<float, 128, 5, 5, 3, 3, 3, fa...         0.00%       0.000us         0.00%       0.000us       0.000us        1.941s        14.86%        1.941s       2.527ms           768  
                                aten::cudnn_convolution         2.60%     335.509ms         4.78%     616.725ms     185.314us        1.746s        13.37%        1.746s     524.671us          3328  
autograd::engine::evaluate_function: MaxPool2DWithIn...         0.03%       3.964ms         0.39%      50.180ms     130.677us       0.000us         0.00%        1.577s       4.107ms           384  
                          MaxPool2DWithIndicesBackward0         0.01%       1.809ms         0.36%      46.216ms     120.354us       0.000us         0.00%        1.577s       4.107ms           384  
                 aten::max_pool2d_with_indices_backward         0.05%       6.739ms         0.34%      44.407ms     115.643us        1.403s        10.75%        1.577s       4.107ms           384  
void at::native::(anonymous namespace)::max_pool_bac...         0.00%       0.000us         0.00%       0.000us       0.000us        1.403s        10.75%        1.403s       3.654ms           384  
     autograd::engine::evaluate_function: ReluBackward0         0.18%      23.843ms         9.49%        1.223s     367.580us       0.000us         0.00%        1.096s     329.269us          3328  
                                          ReluBackward0         0.13%      16.189ms         9.30%        1.199s     360.416us       0.000us         0.00%        1.096s     329.269us          3328  
                               aten::threshold_backward         0.43%      55.812ms         9.18%        1.183s     355.551us        1.096s         8.39%        1.096s     329.269us          3328  
                                             aten::add_         0.88%     113.757ms        15.77%        2.034s     181.078us     911.949ms         6.98%     911.949ms      81.192us         11232  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     893.465ms         6.84%     893.465ms     268.469us          3328  
    maxwell_scudnn_128x128_stridedB_splitK_medium_nn_v0         0.00%       0.000us         0.00%       0.000us       0.000us     836.587ms         6.41%     836.587ms     594.167us          1408  
