-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                               aten::mm         4.70%      38.207ms         7.61%      61.959ms      29.007us     184.177ms        42.33%     184.177ms      86.225us          2136  
                               Optimizer.step#Adam.step        11.89%      96.787ms        38.71%     314.970ms      39.371ms       0.000us         0.00%      87.487ms      10.936ms             8  
       autograd::engine::evaluate_function: MmBackward0         0.61%       4.979ms         6.47%      52.648ms      90.151us       0.000us         0.00%      77.222ms     132.229us           584  
                                            MmBackward0         0.70%       5.677ms         5.86%      47.669ms      81.625us       0.000us         0.00%      77.222ms     132.229us           584  
                                           aten::linear         0.40%       3.281ms         5.78%      47.032ms      60.608us       0.000us         0.00%      74.934ms      96.564us           776  
    autograd::engine::evaluate_function: AddmmBackward0         0.34%       2.749ms         3.00%      24.376ms     126.958us       0.000us         0.00%      73.944ms     385.125us           192  
                                         AddmmBackward0         0.24%       1.965ms         1.95%      15.839ms      82.495us       0.000us         0.00%      69.273ms     360.797us           192  
                                maxwell_sgemm_128x64_nn         0.00%       0.000us         0.00%       0.000us       0.000us      61.834ms        14.21%      61.834ms      63.878us           968  
                                maxwell_sgemm_128x64_tn         0.00%       0.000us         0.00%       0.000us       0.000us      58.925ms        13.54%      58.925ms      61.380us           960  
                                           aten::matmul         0.90%       7.340ms         7.29%      59.303ms      68.008us       0.000us         0.00%      52.351ms      60.036us           872  
                                maxwell_sgemm_128x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us      43.520ms        10.00%      43.520ms      50.370us           864  
                                             aten::add_         6.13%      49.900ms        12.01%      97.734ms      15.703us      37.871ms         8.70%      37.871ms       6.085us          6224  
                                            aten::addmm         0.86%       6.993ms         1.42%      11.580ms      60.312us      37.252ms         8.56%      37.252ms     194.021us           192  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      34.368ms         7.90%      34.368ms       9.160us          3752  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      31.453ms         7.23%      31.453ms       6.564us          4792  
                                              aten::bmm         1.66%      13.491ms         2.62%      21.332ms      24.690us      28.313ms         6.51%      28.313ms      32.770us           864  
                                 sgemm_128x128x8_NT_vec         0.00%       0.000us         0.00%       0.000us       0.000us      23.960ms         5.51%      23.960ms     230.385us           104  
                                 sgemm_128x128x8_TN_vec         0.00%       0.000us         0.00%       0.000us       0.000us      20.363ms         4.68%      20.363ms     212.115us            96  
                                             aten::mul_         3.04%      24.697ms         5.67%      46.143ms      15.422us      19.407ms         4.46%      19.407ms       6.486us          2992  
