-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
    autograd::engine::evaluate_function: AddmmBackward0         1.39%      11.669ms        15.13%     127.301ms     212.168us       0.000us         0.00%     320.421ms     534.035us           600  
                                         AddmmBackward0         0.78%       6.585ms         8.64%      72.719ms     121.198us       0.000us         0.00%     302.838ms     504.730us           600  
                                               aten::mm         2.55%      21.434ms         6.69%      56.306ms      46.922us     302.838ms        33.52%     302.838ms     252.365us          1200  
                                           aten::linear         0.54%       4.580ms         8.85%      74.461ms     124.102us       0.000us         0.00%     176.519ms     294.198us           600  
                                            aten::addmm         2.88%      24.249ms         7.14%      60.047ms     100.078us     176.519ms        19.54%     176.519ms     294.198us           600  
                                maxwell_sgemm_128x64_tn         0.00%       0.000us         0.00%       0.000us       0.000us     136.523ms        15.11%     136.523ms     200.769us           680  
                                maxwell_sgemm_128x64_nn         0.00%       0.000us         0.00%       0.000us       0.000us     124.638ms        13.80%     124.638ms     183.291us           680  
                                 sgemm_128x128x8_TN_vec         0.00%       0.000us         0.00%       0.000us       0.000us      91.740ms        10.16%      91.740ms     477.812us           192  
                                              aten::bmm         1.07%       9.018ms         2.58%      21.728ms      37.722us      89.145ms         9.87%      89.145ms     154.766us           576  
                                              aten::mul         2.20%      18.489ms         7.17%      60.355ms      48.361us      84.665ms         9.37%      84.665ms      67.841us          1248  
                                maxwell_sgemm_128x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us      76.120ms         8.43%      76.120ms     132.153us           576  
                                              aten::add         3.64%      30.643ms         9.75%      81.995ms      32.641us      73.506ms         8.14%      73.506ms      29.262us          2512  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      63.312ms         7.01%      63.312ms      39.570us          1600  
                                 sgemm_128x128x8_NT_vec         0.00%       0.000us         0.00%       0.000us       0.000us      60.998ms         6.75%      60.998ms     586.519us           104  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      59.688ms         6.61%      59.688ms      21.626us          2760  
      autograd::engine::evaluate_function: BmmBackward0         0.21%       1.751ms         1.72%      14.496ms      75.500us       0.000us         0.00%      57.553ms     299.755us           192  
                                           BmmBackward0         0.18%       1.524ms         1.51%      12.745ms      66.380us       0.000us         0.00%      57.553ms     299.755us           192  
                                 sgemm_128x128x8_NN_vec         0.00%       0.000us         0.00%       0.000us       0.000us      48.028ms         5.32%      48.028ms     500.292us            96  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      47.579ms         5.27%      47.579ms      92.928us           512  
