-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
    autograd::engine::evaluate_function: AddmmBackward0         0.48%       8.211ms         7.87%     135.562ms     228.990us       0.000us         0.00%     713.630ms       1.205ms           592  
                                         AddmmBackward0         0.38%       6.525ms         5.99%     103.189ms     174.306us       0.000us         0.00%     688.238ms       1.163ms           592  
                                               aten::mm         1.06%      18.200ms         5.04%      86.776ms      73.291us     688.238ms        38.35%     688.238ms     581.282us          1184  
                                           aten::linear         0.25%       4.320ms         2.67%      45.974ms      77.659us       0.000us         0.00%     371.067ms     626.802us           592  
                                            aten::addmm         1.26%      21.692ms         1.88%      32.465ms      54.840us     371.067ms        20.68%     371.067ms     626.802us           592  
                                 sgemm_128x128x8_NT_vec         0.00%       0.000us         0.00%       0.000us       0.000us     350.428ms        19.53%     350.428ms     600.048us           584  
                                 sgemm_128x128x8_NN_vec         0.00%       0.000us         0.00%       0.000us       0.000us     297.823ms        16.60%     297.823ms     517.054us           576  
                               Optimizer.step#Adam.step         7.19%     123.885ms        52.50%     904.335ms     113.042ms       0.000us         0.00%     205.334ms      25.667ms             8  
                                 sgemm_128x128x8_TN_vec         0.00%       0.000us         0.00%       0.000us       0.000us     192.301ms        10.72%     192.301ms       1.002ms           192  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     124.097ms         6.91%     124.097ms      21.635us          5736  
                                maxwell_sgemm_128x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us     106.359ms         5.93%     106.359ms     182.122us           584  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      78.408ms         4.37%      78.408ms      56.653us          1384  
                                              aten::add         2.25%      38.761ms         6.56%     112.988ms      38.172us      77.652ms         4.33%      77.652ms      26.234us          2960  
                                            aten::copy_         0.79%      13.570ms         1.56%      26.813ms      10.377us      69.744ms         3.89%      69.744ms      26.991us          2584  
                                            aten::clone         0.27%       4.683ms         2.10%      36.239ms      37.130us       0.000us         0.00%      69.407ms      71.114us           976  
                                             aten::add_         2.85%      49.174ms        13.03%     224.396ms      35.416us      69.347ms         3.86%      69.347ms      10.945us          6336  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      66.981ms         3.73%      66.981ms      12.572us          5328  
                                     sgemm_128x128x8_NN         0.00%       0.000us         0.00%       0.000us       0.000us      60.803ms         3.39%      60.803ms       7.600ms             8  
                                              aten::div         2.32%      40.012ms        11.65%     200.643ms      68.526us      60.383ms         3.36%      60.383ms      20.623us          2928  
