-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                           aten::conv2d         1.14%     653.000us        39.46%      22.679ms     104.995us       0.000us         0.00%      10.259ms      47.495us           216  
                                      aten::convolution         1.58%     910.000us        38.32%      22.026ms     101.972us       0.000us         0.00%      10.259ms      47.495us           216  
                                     aten::_convolution         2.32%       1.335ms        36.74%      21.116ms      97.759us       0.000us         0.00%      10.259ms      47.495us           216  
                                aten::cudnn_convolution        25.93%      14.903ms        32.40%      18.624ms      86.222us      10.080ms        73.95%      10.080ms      46.667us           216  
void implicit_convolve_sgemm<float, float, 1024, 5, ...         0.00%       0.000us         0.00%       0.000us       0.000us       5.060ms        37.12%       5.060ms      35.139us           144  
maxwell_scudnn_winograd_128x128_ldg1_ldg4_mobile_rel...         0.00%       0.000us         0.00%       0.000us       0.000us       2.907ms        21.33%       2.907ms      40.375us            72  
void cudnn::winograd::generateWinogradTilesKernel<1,...         0.00%       0.000us         0.00%       0.000us       0.000us       2.113ms        15.50%       2.113ms      29.347us            72  
                                           aten::linear         0.24%     138.000us         4.19%       2.406ms      60.150us       0.000us         0.00%       1.332ms      33.300us            40  
                                            aten::addmm         2.05%       1.179ms         3.47%       1.994ms      49.850us       1.332ms         9.77%       1.332ms      33.300us            40  
                                  sgemm_32x32x32_NT_vec         0.00%       0.000us         0.00%       0.000us       0.000us       1.145ms         8.40%       1.145ms      47.708us            24  
                                            aten::copy_         2.11%       1.215ms         7.78%       4.469ms      27.931us     444.000us         3.26%     444.000us       2.775us           160  
                                       aten::batch_norm         0.68%     388.000us        18.64%      10.712ms      63.762us       0.000us         0.00%     423.000us       2.518us           168  
                           aten::_batch_norm_impl_index         0.80%     462.000us        17.96%      10.324ms      61.452us       0.000us         0.00%     423.000us       2.518us           168  
                                 aten::cudnn_batch_norm         7.97%       4.580ms        17.16%       9.862ms      58.702us     423.000us         3.10%     423.000us       2.518us           168  
void cudnn::bn_fw_inf_1C11_kernel_NCHW<float, float,...         0.00%       0.000us         0.00%       0.000us       0.000us     423.000us         3.10%     423.000us       2.518us           168  
                                               aten::to         0.43%     248.000us         9.50%       5.462ms      37.931us       0.000us         0.00%     372.000us       2.583us           144  
                                         aten::_to_copy         1.05%     602.000us         9.07%       5.214ms      38.338us       0.000us         0.00%     372.000us       2.735us           136  
                                             aten::relu         1.55%     890.000us         8.62%       4.957ms      25.818us       0.000us         0.00%     297.000us       1.547us           192  
                                        aten::clamp_min         4.22%       2.426ms         7.08%       4.067ms      21.182us     297.000us         2.18%     297.000us       1.547us           192  
