-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
    autograd::engine::evaluate_function: AddmmBackward0         0.30%      44.343ms         2.73%     400.231ms     137.065us       0.000us         0.00%        5.173s       1.772ms          2920  
                                         AddmmBackward0         0.22%      32.564ms         1.59%     233.180ms      79.856us       0.000us         0.00%        5.006s       1.714ms          2920  
                                               aten::mm         0.63%      91.898ms         1.06%     154.864ms      26.518us        5.006s        34.16%        5.006s     857.128us          5840  
                                           aten::linear         0.14%      20.936ms         1.48%     216.379ms      73.101us       0.000us         0.00%        2.657s     897.778us          2960  
                                            aten::addmm         0.66%      96.881ms         1.02%     149.925ms      50.650us        2.657s        18.13%        2.657s     897.778us          2960  
                                 sgemm_128x128x8_NT_vec         0.00%       0.000us         0.00%       0.000us       0.000us        2.495s        17.02%        2.495s     866.151us          2880  
                                 sgemm_128x128x8_NN_vec         0.00%       0.000us         0.00%       0.000us       0.000us        2.381s        16.25%        2.381s     826.735us          2880  
                                              aten::bmm         0.33%      47.690ms         0.47%      69.066ms      23.981us        1.948s        13.29%        1.948s     676.372us          2880  
                                 sgemm_128x128x8_TN_vec         0.00%       0.000us         0.00%       0.000us       0.000us        1.822s        12.43%        1.822s       1.898ms           960  
                                maxwell_sgemm_128x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us        1.220s         8.33%        1.220s     417.958us          2920  
      autograd::engine::evaluate_function: BmmBackward0         0.07%      10.899ms         0.47%      68.570ms      71.427us       0.000us         0.00%        1.219s       1.270ms           960  
                                           BmmBackward0         0.05%       7.645ms         0.39%      57.671ms      60.074us       0.000us         0.00%        1.219s       1.270ms           960  
                                              aten::mul         0.40%      57.958ms         0.63%      91.666ms      23.125us        1.140s         7.78%        1.140s     287.665us          3964  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     868.117ms         5.92%     868.117ms     144.879us          5992  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     849.022ms         5.79%     849.022ms     353.759us          2400  
                                           aten::matmul         0.08%      11.857ms         0.83%     121.514ms     126.577us       0.000us         0.00%     834.294ms     869.056us           960  
                                maxwell_sgemm_128x64_tn         0.00%       0.000us         0.00%       0.000us       0.000us     799.637ms         5.46%     799.637ms     832.955us           960  
                                              aten::add         0.53%      77.198ms         0.83%     121.069ms      23.445us     747.168ms         5.10%     747.168ms     144.688us          5164  
                                maxwell_sgemm_128x64_nn         0.00%       0.000us         0.00%       0.000us       0.000us     728.977ms         4.97%     728.977ms     759.351us           960  
