-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
    autograd::engine::evaluate_function: AddmmBackward0         0.24%       5.884ms         2.22%      54.208ms     138.286us       0.000us         0.00%     934.491ms       2.384ms           392  
                                         AddmmBackward0         0.17%       4.259ms         1.33%      32.520ms      82.959us       0.000us         0.00%     887.133ms       2.263ms           392  
                                               aten::mm         0.56%      13.624ms         0.90%      21.989ms      28.047us     887.133ms        35.62%     887.133ms       1.132ms           784  
                                           aten::linear         0.12%       2.894ms         7.01%     171.477ms     437.441us       0.000us         0.00%     553.508ms       1.412ms           392  
                                            aten::addmm         0.62%      15.232ms         6.64%     162.331ms     414.110us     553.508ms        22.23%     553.508ms       1.412ms           392  
                                 sgemm_128x128x8_NT_vec         0.00%       0.000us         0.00%       0.000us       0.000us     491.246ms        19.73%     491.246ms       1.279ms           384  
                                 sgemm_128x128x8_NN_vec         0.00%       0.000us         0.00%       0.000us       0.000us     483.862ms        19.43%     483.862ms       1.260ms           384  
                                maxwell_sgemm_128x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us     429.237ms        17.24%     429.237ms     879.584us           488  
                                              aten::bmm         0.38%       9.342ms         2.48%      60.619ms     105.241us     261.202ms        10.49%     261.202ms     453.476us           576  
      autograd::engine::evaluate_function: BmmBackward0         0.07%       1.713ms         0.53%      13.074ms      68.094us       0.000us         0.00%     171.980ms     895.729us           192  
                                           BmmBackward0         0.06%       1.529ms         0.46%      11.361ms      59.172us       0.000us         0.00%     171.980ms     895.729us           192  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     157.447ms         6.32%     157.447ms     145.784us          1080  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     156.491ms         6.28%     156.491ms      26.796us          5840  
autograd::engine::evaluate_function: SelectBackward0...         0.12%       3.002ms         0.97%      23.822ms      80.480us       0.000us         0.00%     145.668ms     492.122us           296  
                                              aten::add         1.14%      27.841ms        18.56%     453.807ms     206.276us     140.200ms         5.63%     140.200ms      63.727us          2200  
                                           aten::matmul         0.09%       2.261ms         4.31%     105.490ms     549.427us       0.000us         0.00%     123.259ms     641.974us           192  
                                            aten::copy_         0.36%       8.774ms         3.28%      80.247ms      90.368us     113.496ms         4.56%     113.496ms     127.811us           888  
                                       aten::layer_norm         0.02%     476.000us         2.12%      51.808ms     259.040us       0.000us         0.00%     108.845ms     544.225us           200  
                                aten::native_layer_norm         0.22%       5.371ms         2.10%      51.332ms     256.660us     108.845ms         4.37%     108.845ms     544.225us           200  
