-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.06%       5.098ms         3.28%     296.809ms     662.520us       0.000us         0.00%        4.744s      10.590ms           448  
                                   ConvolutionBackward0         0.03%       2.453ms         3.22%     291.711ms     651.141us       0.000us         0.00%        4.744s      10.590ms           448  
                             aten::convolution_backward         1.38%     125.286ms         3.19%     289.258ms     645.665us        4.690s        51.57%        4.744s      10.590ms           448  
                                           aten::conv2d         0.02%       1.664ms         4.66%     422.025ms     799.290us       0.000us         0.00%        2.968s       5.621ms           528  
                                      aten::convolution         0.05%       4.883ms         4.64%     420.361ms     796.138us       0.000us         0.00%        2.968s       5.621ms           528  
                                     aten::_convolution         0.07%       6.326ms         4.59%     415.478ms     786.890us       0.000us         0.00%        2.968s       5.621ms           528  
                                aten::cudnn_convolution         1.12%     101.565ms         2.38%     215.451ms     408.051us        2.717s        29.88%        2.717s       5.146ms           528  
                 maxwell_scudnn_128x64_relu_small_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us        1.436s        15.79%        1.436s       5.611ms           256  
             maxwell_scudnn_128x64_stridedB_small_nn_v0         0.00%       0.000us         0.00%       0.000us       0.000us        1.147s        12.61%        1.147s       5.121ms           224  
      maxwell_scudnn_128x64_stridedB_splitK_large_nn_v0         0.00%       0.000us         0.00%       0.000us       0.000us        1.062s        11.68%        1.062s      11.063ms            96  
void cudnn::detail::dgrad_alg1_engine<float, 128, 5,...         0.00%       0.000us         0.00%       0.000us       0.000us     776.247ms         8.54%     776.247ms      32.344ms            24  
    maxwell_scudnn_128x128_stridedB_splitK_medium_nn_v0         0.00%       0.000us         0.00%       0.000us       0.000us     647.523ms         7.12%     647.523ms       2.891ms           224  
               maxwell_scudnn_128x128_relu_medium_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us     466.165ms         5.13%     466.165ms       5.827ms            80  
            maxwell_scudnn_128x128_stridedB_small_nn_v0         0.00%       0.000us         0.00%       0.000us       0.000us     382.954ms         4.21%     382.954ms       3.191ms           120  
                 maxwell_scudnn_128x32_relu_small_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us     379.713ms         4.18%     379.713ms       2.967ms           128  
      maxwell_scudnn_128x32_stridedB_splitK_large_nn_v0         0.00%       0.000us         0.00%       0.000us       0.000us     345.900ms         3.80%     345.900ms       7.206ms            48  
             maxwell_scudnn_128x32_stridedB_small_nn_v0         0.00%       0.000us         0.00%       0.000us       0.000us     310.359ms         3.41%     310.359ms       4.311ms            72  
