-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.89%       8.115ms        14.80%     134.851ms     221.794us       0.000us         0.00%     293.074ms     482.030us           608  
                                   ConvolutionBackward0         0.38%       3.442ms        13.35%     121.655ms     200.090us       0.000us         0.00%     286.106ms     470.569us           608  
                             aten::convolution_backward         9.34%      85.156ms        12.97%     118.213ms     194.429us     285.662ms        47.85%     286.106ms     470.569us           608  
                                           aten::conv2d         0.23%       2.073ms         8.63%      78.619ms     129.308us       0.000us         0.00%     111.212ms     182.914us           608  
                                      aten::convolution         0.64%       5.796ms         8.40%      76.546ms     125.898us       0.000us         0.00%     111.212ms     182.914us           608  
                                     aten::_convolution         0.41%       3.747ms         7.76%      70.750ms     116.365us       0.000us         0.00%     111.212ms     182.914us           608  
                                aten::cudnn_convolution         5.45%      49.638ms         7.28%      66.378ms     109.174us     110.877ms        18.57%     110.877ms     182.363us           608  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      76.185ms        12.76%      76.185ms       8.482us          8982  
maxwell_scudnn_winograd_128x128_ldg1_ldg4_relu_tile1...         0.00%       0.000us         0.00%       0.000us       0.000us      64.653ms        10.83%      64.653ms     252.551us           256  
                                             aten::add_         6.37%      58.033ms        11.41%     103.948ms      15.177us      46.716ms         7.83%      46.716ms       6.821us          6849  
                                Optimizer.step#SGD.step         3.94%      35.872ms        12.06%     109.924ms      21.985ms       0.000us         0.00%      42.229ms       8.446ms             5  
                                              aten::add         3.46%      31.489ms         5.43%      49.519ms      18.722us      31.500ms         5.28%      31.500ms      11.909us          2645  
autograd::engine::evaluate_function: CudnnBatchNormB...         0.77%       7.052ms         4.84%      44.101ms      75.515us       0.000us         0.00%      30.996ms      53.075us           584  
                                CudnnBatchNormBackward0         0.30%       2.730ms         4.07%      37.049ms      63.440us       0.000us         0.00%      30.996ms      53.075us           584  
                        aten::cudnn_batch_norm_backward         1.96%      17.823ms         3.77%      34.319ms      58.765us      30.996ms         5.19%      30.996ms      53.075us           584  
void wgrad_alg0_engine<float, 128, 6, 7, 3, 3, 5, fa...         0.00%       0.000us         0.00%       0.000us       0.000us      28.189ms         4.72%      28.189ms     135.524us           208  
void cudnn::detail::dgrad_engine<float, 512, 6, 5, 3...         0.00%       0.000us         0.00%       0.000us       0.000us      27.703ms         4.64%      27.703ms     230.858us           120  
maxwell_scudnn_winograd_128x128_ldg1_ldg4_mobile_rel...         0.00%       0.000us         0.00%       0.000us       0.000us      24.753ms         4.15%      24.753ms     221.009us           112  
