-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                               Optimizer.step#Adam.step        13.08%     124.204ms        41.84%     397.407ms      49.676ms       0.000us         0.00%     204.211ms      25.526ms             8  
    autograd::engine::evaluate_function: AddmmBackward0         0.88%       8.397ms         7.08%      67.256ms     113.608us       0.000us         0.00%     112.670ms     190.321us           592  
                                         AddmmBackward0         0.64%       6.053ms         4.43%      42.036ms      71.007us       0.000us         0.00%     104.858ms     177.125us           592  
                                               aten::mm         1.76%      16.749ms         2.87%      27.214ms      22.985us     104.858ms        21.25%     104.858ms      88.562us          1184  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      84.991ms        17.23%      84.991ms      14.817us          5736  
                                             aten::add_         5.06%      48.041ms        10.50%      99.717ms      15.738us      69.400ms        14.07%      69.400ms      10.953us          6336  
                                           aten::linear         0.44%       4.180ms         4.77%      45.314ms      76.544us       0.000us         0.00%      66.767ms     112.782us           592  
                                            aten::addmm         2.15%      20.425ms         3.39%      32.149ms      54.306us      66.767ms        13.53%      66.767ms     112.782us           592  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      55.653ms        11.28%      55.653ms      10.445us          5328  
                                  sgemm_32x32x32_NT_vec         0.00%       0.000us         0.00%       0.000us       0.000us      37.775ms         7.66%      37.775ms      78.698us           480  
                                             aten::mul_         2.88%      27.380ms         5.29%      50.248ms      15.861us      37.123ms         7.52%      37.123ms      11.718us          3168  
                                  sgemm_32x32x32_NN_vec         0.00%       0.000us         0.00%       0.000us       0.000us      37.065ms         7.51%      37.065ms      77.219us           480  
                                         aten::addcdiv_         1.53%      14.552ms         2.69%      25.503ms      16.100us      36.300ms         7.36%      36.300ms      22.917us          1584  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      36.300ms         7.36%      36.300ms      22.917us          1584  
                                              aten::add         4.29%      40.718ms         6.83%      64.845ms      21.907us      33.067ms         6.70%      33.067ms      11.171us          2960  
autograd::engine::evaluate_function: torch::autograd...         0.76%       7.175ms         4.48%      42.515ms      26.840us       0.000us         0.00%      27.292ms      17.230us          1584  
                        torch::autograd::AccumulateGrad         0.82%       7.752ms         3.72%      35.340ms      22.311us       0.000us         0.00%      27.292ms      17.230us          1584  
                                         aten::addcmul_         1.58%      15.038ms         2.86%      27.155ms      17.143us      26.292ms         5.33%      26.292ms      16.598us          1584  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      26.292ms         5.33%      26.292ms      16.598us          1584  
