-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                               aten::mm         0.99%      24.964ms         1.65%      41.759ms      26.769us        1.085s        42.32%        1.085s     695.361us          1560  
    autograd::engine::evaluate_function: AddmmBackward0         0.42%      10.496ms         4.08%     103.167ms     134.332us       0.000us         0.00%     717.154ms     933.794us           768  
                                         AddmmBackward0         0.31%       7.777ms         2.41%      60.949ms      79.361us       0.000us         0.00%     690.029ms     898.475us           768  
                                           aten::linear         0.21%       5.251ms         2.19%      55.443ms      71.447us       0.000us         0.00%     493.526ms     635.987us           776  
                                 sgemm_128x128x8_NT_vec         0.00%       0.000us         0.00%       0.000us       0.000us     471.901ms        18.41%     471.901ms     608.120us           776  
                                            aten::addmm         0.96%      24.149ms         1.50%      37.984ms      49.458us     375.353ms        14.64%     375.353ms     488.741us           768  
                                 sgemm_128x128x8_NN_vec         0.00%       0.000us         0.00%       0.000us       0.000us     357.631ms        13.95%     357.631ms     465.665us           768  
       autograd::engine::evaluate_function: MmBackward0         0.00%      84.000us         0.04%     898.000us     112.250us       0.000us         0.00%     276.561ms      34.570ms             8  
                                            MmBackward0         0.00%      95.000us         0.03%     814.000us     101.750us       0.000us         0.00%     276.561ms      34.570ms             8  
                                              aten::bmm         0.53%      13.310ms         0.79%      20.075ms      23.235us     261.977ms        10.22%     261.977ms     303.214us           864  
                               Optimizer.step#Adam.step         5.37%     135.827ms        73.18%        1.849s     231.160ms       0.000us         0.00%     213.420ms      26.677ms             8  
                                maxwell_sgemm_128x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us     208.872ms         8.15%     208.872ms     241.750us           864  
                                 sgemm_128x128x8_TN_vec         0.00%       0.000us         0.00%       0.000us       0.000us     193.486ms         7.55%     193.486ms       1.008ms           192  
      autograd::engine::evaluate_function: BmmBackward0         0.11%       2.806ms         0.78%      19.673ms      68.309us       0.000us         0.00%     167.036ms     579.986us           288  
                                           BmmBackward0         0.09%       2.300ms         0.67%      16.867ms      58.566us       0.000us         0.00%     167.036ms     579.986us           288  
                                     sgemm_128x128x8_NN         0.00%       0.000us         0.00%       0.000us       0.000us     157.286ms         6.14%     157.286ms      19.661ms             8  
                                maxwell_sgemm_128x64_nn         0.00%       0.000us         0.00%       0.000us       0.000us     128.055ms         5.00%     128.055ms     444.635us           288  
                                     sgemm_128x128x8_TN         0.00%       0.000us         0.00%       0.000us       0.000us     119.275ms         4.65%     119.275ms      14.909ms             8  
                                           aten::matmul         0.00%      69.000us         0.02%     403.000us      50.375us       0.000us         0.00%     118.173ms      14.772ms             8  
