-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: _ReversibleFunc...         0.00%     118.000us        65.61%        3.435s     429.411ms       0.000us         0.00%        3.630s     453.730ms             8  
                            _ReversibleFunctionBackward         1.66%      86.702ms        65.60%        3.435s     429.396ms       0.000us         0.00%        3.630s     453.730ms             8  
                                    _ReversibleFunction         0.88%      46.310ms        23.59%        1.235s     154.375ms       0.000us         0.00%        1.371s     171.387ms             8  
                                               aten::mm         0.24%      12.795ms         0.39%      20.178ms      22.930us        1.136s        22.26%        1.136s       1.290ms           880  
                                           aten::matmul         0.09%       4.640ms         0.52%      27.077ms      51.282us       0.000us         0.00%     686.590ms       1.300ms           528  
                                           aten::linear         0.05%       2.621ms         0.62%      32.638ms      60.892us       0.000us         0.00%     637.714ms       1.190ms           536  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     614.197ms        12.04%     614.197ms     378.200us          1624  
                                 sgemm_128x128x8_NT_vec         0.00%       0.000us         0.00%       0.000us       0.000us     574.831ms        11.27%     574.831ms       1.072ms           536  
                                              aten::bmm         0.14%       7.092ms         0.20%      10.622ms      26.034us     562.290ms        11.02%     562.290ms       1.378ms           408  
       autograd::engine::evaluate_function: MmBackward0         0.02%       1.028ms         0.22%      11.698ms      69.631us       0.000us         0.00%     518.002ms       3.083ms           168  
                                            MmBackward0         0.03%       1.542ms         0.20%      10.670ms      63.512us       0.000us         0.00%     518.002ms       3.083ms           168  
    autograd::engine::evaluate_function: SliceBackward0         0.08%       4.279ms         0.80%      42.120ms      73.125us       0.000us         0.00%     513.818ms     892.045us           576  
                                            aten::copy_         0.23%      12.050ms        79.72%        4.174s       2.299ms     448.713ms         8.80%     448.713ms     247.089us          1816  
                                  sgemm_32x32x32_TN_vec         0.00%       0.000us         0.00%       0.000us       0.000us     441.282ms         8.65%     441.282ms       1.622ms           272  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     378.232ms         7.41%     378.232ms     844.268us           448  
                                         SliceBackward0         0.03%       1.316ms         0.65%      33.828ms      58.729us       0.000us         0.00%     358.189ms     621.856us           576  
                                   aten::slice_backward         0.07%       3.409ms         0.62%      32.512ms      56.444us       0.000us         0.00%     358.189ms     621.856us           576  
                                              aten::add         0.18%       9.622ms         0.29%      15.275ms      21.454us     328.590ms         6.44%     328.590ms     461.503us           712  
                                              aten::cat         0.31%      16.162ms         0.54%      28.293ms      44.767us     308.950ms         6.06%     308.950ms     488.845us           632  
