-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
    autograd::engine::evaluate_function: AddmmBackward0         0.13%       5.688ms        10.08%     442.329ms       1.152ms       0.000us         0.00%        1.320s       3.438ms           384  
                                         AddmmBackward0         0.09%       3.900ms         6.24%     273.933ms     713.367us       0.000us         0.00%        1.282s       3.340ms           384  
                                               aten::mm         0.22%       9.512ms         6.01%     263.767ms     374.669us        1.282s        28.93%        1.282s       1.822ms           704  
                                             aten::add_         0.43%      18.908ms        16.14%     708.181ms     307.370us        1.084s        24.46%        1.084s     470.658us          2304  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us        1.084s        24.46%        1.084s     470.658us          2304  
                                Optimizer.step#SGD.step         0.41%      18.123ms        22.38%     981.970ms      15.343ms       0.000us         0.00%     965.751ms      15.090ms            64  
                                           aten::linear         0.04%       1.633ms        17.61%     772.780ms       2.012ms       0.000us         0.00%     944.404ms       2.459ms           384  
                                            aten::addmm         0.31%      13.770ms        17.48%     767.088ms       1.998ms     944.404ms        21.30%     944.404ms       2.459ms           384  
                                     sgemm_128x128x8_TN         0.00%       0.000us         0.00%       0.000us       0.000us     664.715ms        15.00%     664.715ms       5.193ms           128  
                                      sgemm_32x32x32_NN         0.00%       0.000us         0.00%       0.000us       0.000us     598.288ms        13.50%     598.288ms       9.348ms            64  
                                      sgemm_32x32x32_NT         0.00%       0.000us         0.00%       0.000us       0.000us     582.306ms        13.14%     582.306ms       9.099ms            64  
autograd::engine::evaluate_function: torch::autograd...         0.08%       3.527ms         9.41%     412.922ms     537.659us       0.000us         0.00%     361.742ms     471.018us           768  
                        torch::autograd::AccumulateGrad         0.08%       3.555ms         9.33%     409.395ms     533.066us       0.000us         0.00%     361.742ms     471.018us           768  
                                 sgemm_128x128x8_NT_vec         0.00%       0.000us         0.00%       0.000us       0.000us     317.130ms         7.15%     317.130ms       4.955ms            64  
                                             aten::mul_         0.16%       7.209ms        15.07%     661.396ms     861.193us     243.096ms         5.48%     243.096ms     316.531us           768  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     243.096ms         5.48%     243.096ms     316.531us           768  
                                aten::mse_loss_backward         0.03%       1.256ms         0.12%       5.117ms      39.977us      89.589ms         2.02%     206.124ms       1.610ms           128  
                                              aten::mul         0.05%       2.029ms         0.07%       3.111ms      24.305us     179.353ms         4.05%     179.353ms       1.401ms           128  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     179.353ms         4.05%     179.353ms       1.401ms           128  
