-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         1.00%       8.276ms        23.89%     197.692ms     305.080us       0.000us         0.00%     313.361ms     483.582us           648  
                                   ConvolutionBackward0         0.43%       3.554ms        22.87%     189.240ms     292.037us       0.000us         0.00%     313.246ms     483.404us           648  
                             aten::convolution_backward        13.11%     108.469ms        22.44%     185.686ms     286.552us     306.188ms        44.21%     313.246ms     483.404us           648  
                                           aten::conv2d         0.24%       1.945ms        14.20%     117.485ms     181.304us       0.000us         0.00%     196.157ms     302.711us           648  
                                      aten::convolution         0.74%       6.159ms        13.96%     115.540ms     178.302us       0.000us         0.00%     196.157ms     302.711us           648  
                                     aten::_convolution         0.88%       7.275ms        13.22%     109.381ms     168.798us       0.000us         0.00%     196.157ms     302.711us           648  
                                aten::cudnn_convolution         7.39%      61.183ms        10.40%      86.034ms     132.769us     191.598ms        27.67%     191.598ms     295.676us           648  
void cudnn::ops::genericTranspose_kernel<float, floa...         0.00%       0.000us         0.00%       0.000us       0.000us     157.041ms        22.68%     157.041ms      48.113us          3264  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      91.980ms        13.28%      91.980ms      10.275us          8952  
                                Optimizer.step#SGD.step         6.50%      53.813ms        21.51%     177.955ms      22.244ms       0.000us         0.00%      82.905ms      10.363ms             8  
                                             aten::add_         6.25%      51.670ms        11.10%      91.871ms      14.723us      58.030ms         8.38%      58.030ms       9.300us          6240  
maxwell_scudnn_winograd_128x128_ldg1_ldg4_relu_tile1...         0.00%       0.000us         0.00%       0.000us       0.000us      54.287ms         7.84%      54.287ms      64.627us           840  
void cudnn::detail::dgrad_alg1_engine<float, 128, 5,...         0.00%       0.000us         0.00%       0.000us       0.000us      48.980ms         7.07%      48.980ms     136.056us           360  
maxwell_scudnn_winograd_128x128_ldg1_ldg4_relu_tile2...         0.00%       0.000us         0.00%       0.000us       0.000us      42.772ms         6.18%      42.772ms      78.625us           544  
                                              aten::add         4.33%      35.801ms         6.70%      55.437ms      16.499us      38.509ms         5.56%      38.509ms      11.461us          3360  
void wgrad_alg0_engine<float, 128, 6, 7, 3, 3, 5, fa...         0.00%       0.000us         0.00%       0.000us       0.000us      28.827ms         4.16%      28.827ms     133.458us           216  
                                       aten::batch_norm         0.14%       1.146ms         5.06%      41.852ms      91.781us       0.000us         0.00%      22.590ms      49.539us           456  
                           aten::_batch_norm_impl_index         0.26%       2.126ms         4.92%      40.706ms      89.268us       0.000us         0.00%      22.590ms      49.539us           456  
