-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                           aten::conv2d         0.91%     581.000us        36.24%      23.114ms     107.009us       0.000us         0.00%      13.820ms      63.981us           216  
                                      aten::convolution         1.41%     900.000us        35.33%      22.533ms     104.319us       0.000us         0.00%      13.820ms      63.981us           216  
                                     aten::_convolution         2.20%       1.401ms        33.92%      21.633ms     100.153us       0.000us         0.00%      13.820ms      63.981us           216  
                                aten::cudnn_convolution        23.99%      15.305ms        29.88%      19.056ms      88.222us      13.389ms        68.50%      13.389ms      61.986us           216  
void implicit_convolve_sgemm<float, float, 1024, 5, ...         0.00%       0.000us         0.00%       0.000us       0.000us       6.131ms        31.37%       6.131ms      54.741us           112  
maxwell_scudnn_winograd_128x128_ldg1_ldg4_relu_tile4...         0.00%       0.000us         0.00%       0.000us       0.000us       2.253ms        11.53%       2.253ms      93.875us            24  
void cudnn::winograd::generateWinogradTilesKernel<0,...         0.00%       0.000us         0.00%       0.000us       0.000us       2.063ms        10.55%       2.063ms      42.979us            48  
maxwell_scudnn_winograd_128x128_ldg1_ldg4_mobile_rel...         0.00%       0.000us         0.00%       0.000us       0.000us       1.483ms         7.59%       1.483ms      30.896us            48  
                                           aten::linear         0.20%     127.000us         3.24%       2.065ms      51.625us       0.000us         0.00%       1.398ms      34.950us            40  
                                            aten::addmm         1.64%       1.048ms         2.67%       1.700ms      42.500us       1.398ms         7.15%       1.398ms      34.950us            40  
                                  sgemm_32x32x32_NT_vec         0.00%       0.000us         0.00%       0.000us       0.000us       1.180ms         6.04%       1.180ms      49.167us            24  
                                            aten::copy_         1.94%       1.235ms        15.17%       9.677ms      60.481us       1.086ms         5.56%       1.086ms       6.787us           160  
                                       aten::batch_norm         0.62%     395.000us        16.81%      10.723ms      63.827us       0.000us         0.00%     983.000us       5.851us           168  
                           aten::_batch_norm_impl_index         0.70%     445.000us        16.19%      10.328ms      61.476us       0.000us         0.00%     983.000us       5.851us           168  
                                 aten::cudnn_batch_norm         6.92%       4.417ms        15.49%       9.883ms      58.827us     983.000us         5.03%     983.000us       5.851us           168  
void cudnn::bn_fw_inf_1C11_kernel_NCHW<float, float,...         0.00%       0.000us         0.00%       0.000us       0.000us     983.000us         5.03%     983.000us       5.851us           168  
                                               aten::to         0.41%     262.000us        17.01%      10.848ms      75.333us       0.000us         0.00%     933.000us       6.479us           144  
                                         aten::_to_copy         1.02%     652.000us        16.60%      10.586ms      77.838us       0.000us         0.00%     933.000us       6.860us           136  
maxwell_scudnn_winograd_128x128_ldg1_ldg4_relu_tile2...         0.00%       0.000us         0.00%       0.000us       0.000us     931.000us         4.76%     931.000us      38.792us            24  
