-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.31%       8.336ms         6.15%     166.276ms     207.845us       0.000us         0.00%        1.513s       1.891ms           800  
                                   ConvolutionBackward0         0.18%       4.874ms         5.84%     157.940ms     197.425us       0.000us         0.00%        1.513s       1.891ms           800  
                             aten::convolution_backward         4.04%     109.136ms         5.66%     153.066ms     191.333us        1.513s        58.14%        1.513s       1.891ms           800  
void cudnn::detail::dgrad_engine<float, 512, 6, 5, 3...         0.00%       0.000us         0.00%       0.000us       0.000us     894.734ms        34.39%     894.734ms       1.864ms           480  
                                      aten::convolution         0.27%       7.392ms         3.80%     102.773ms     128.466us       0.000us         0.00%     779.220ms     974.025us           800  
                                     aten::_convolution         0.18%       4.953ms         3.53%      95.381ms     119.226us       0.000us         0.00%     779.220ms     974.025us           800  
                                           aten::conv2d         0.07%       2.002ms         3.06%      82.586ms     137.643us       0.000us         0.00%     479.620ms     799.367us           600  
                                aten::cudnn_convolution         2.15%      58.217ms         2.63%      71.154ms     118.590us     479.620ms        18.43%     479.620ms     799.367us           600  
    maxwell_scudnn_128x128_stridedB_splitK_medium_nn_v0         0.00%       0.000us         0.00%       0.000us       0.000us     440.631ms        16.94%     440.631ms     917.981us           480  
                                 aten::conv_transpose2d         0.03%     759.000us         0.85%      22.948ms     114.740us       0.000us         0.00%     299.600ms       1.498ms           200  
                      aten::cudnn_convolution_transpose         0.54%      14.472ms         0.71%      19.274ms      96.370us     299.600ms        11.52%     299.600ms       1.498ms           200  
                 maxwell_scudnn_128x64_relu_small_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us     268.702ms        10.33%     268.702ms     959.650us           280  
                 maxwell_scudnn_128x32_relu_small_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us     178.664ms         6.87%     178.664ms     558.325us           320  
               maxwell_scudnn_128x128_relu_medium_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us     156.917ms         6.03%     156.917ms     980.731us           160  
void wgrad_alg0_engine<float, 128, 6, 7, 3, 3, 5, fa...         0.00%       0.000us         0.00%       0.000us       0.000us     138.549ms         5.33%     138.549ms       3.464ms            40  
autograd::engine::evaluate_function: CudnnBatchNormB...         0.24%       6.403ms         1.58%      42.658ms      82.035us       0.000us         0.00%      69.921ms     134.463us           520  
                                CudnnBatchNormBackward0         0.09%       2.495ms         1.34%      36.255ms      69.721us       0.000us         0.00%      69.921ms     134.463us           520  
                        aten::cudnn_batch_norm_backward         0.60%      16.307ms         1.25%      33.760ms      64.923us      69.921ms         2.69%      69.921ms     134.463us           520  
