name,model,batch_size,2080,titan,titanxp
Super_SloMo_1,Super_SloMo,1,0.48369570555264524,0.473795604522987,0.7049876196604189
Super_SloMo_2,Super_SloMo,2,0.44453899184809526,0.43756540807802885,0.6941607542691031
Super_SloMo_4,Super_SloMo,4,0.504359514490838,0.5143908230248001,0.6965018962545264
hf_Albert_1,hf_Albert,1,0.48267139947380244,0.4546868808962812,0.6592244806259411
hf_Albert_2,hf_Albert,2,0.45785970306739077,0.4420149573811293,0.6500153137969155
hf_Albert_4,hf_Albert,4,0.4691540289315019,0.464206518603299,0.6618124526933233
pytorch_CycleGAN_and_pix2pix_1,pytorch_CycleGAN_and_pix2pix,1,0.7857487915112139,0.6007274704259885,0.6993518060711659
vgg16_1,vgg16,1,0.4613574659361605,0.4421949442913598,0.574502718193448
vgg16_2,vgg16,2,0.44039547293028974,0.4209652986568228,0.5787435984045137
vgg16_4,vgg16,4,0.4646473529999282,0.443080704571465,0.5876839907447742
vgg16_8,vgg16,8,0.5034280298313529,0.4775808922775655,0.6034143004553221
vgg16_16,vgg16,16,0.480284540565479,0.4566466889795073,0.5985655783353324
vgg16_32,vgg16,32,0.4793041290538843,0.46034171331725277,0.6007521767814256
attention_is_all_you_need_pytorch_1,attention_is_all_you_need_pytorch,1,1.5112743070004242,1.4254182147759007,1.1312570613605952
attention_is_all_you_need_pytorch_2,attention_is_all_you_need_pytorch,2,1.5270783963130905,1.4375627701438853,1.1434301057438967
attention_is_all_you_need_pytorch_4,attention_is_all_you_need_pytorch,4,1.5140467656426588,1.429493673234486,1.109778834210639
attention_is_all_you_need_pytorch_8,attention_is_all_you_need_pytorch,8,1.4894112996253828,1.4174056394897065,1.1280618621824325
attention_is_all_you_need_pytorch_16,attention_is_all_you_need_pytorch,16,1.3048552497782941,1.2325733343831529,0.9678432107614107
attention_is_all_you_need_pytorch_32,attention_is_all_you_need_pytorch,32,0.9058865946318687,0.8570917953345333,0.7179096598706444
attention_is_all_you_need_pytorch_64,attention_is_all_you_need_pytorch,64,0.5154269986971364,0.4882126164098067,0.67548535903337
attention_is_all_you_need_pytorch_128,attention_is_all_you_need_pytorch,128,0.5324744024702557,0.4957848812189839,0.7161005873925897
mobilenet_v2_1,mobilenet_v2,1,1.0493141927210503,1.0753938229399145,1.1257469280533334
mobilenet_v2_2,mobilenet_v2,2,1.0434704655553595,1.040536915537342,1.1128830079962022
mobilenet_v2_4,mobilenet_v2,4,1.0091685300373847,1.1779332213593678,1.1340239381451565
mobilenet_v2_8,mobilenet_v2,8,0.9004181251539111,0.9411696715128237,1.0246265034955861
mobilenet_v2_16,mobilenet_v2,16,0.5093802200733849,0.5621287759729862,0.6889621283781725
mobilenet_v2_32,mobilenet_v2,32,0.4126720500552717,0.39266449755975846,0.6611254638283292
mobilenet_v2_64,mobilenet_v2,64,0.4002733468880838,0.37833549826015933,0.646374266524261
resnet50_1,resnet50,1,1.0551974531085544,1.0150693330694758,0.9723093980287385
resnet50_2,resnet50,2,1.0992517743870025,1.0316745658384239,0.9777437541978452
resnet50_4,resnet50,4,0.7635544626920825,0.732094651690208,0.7183031568981527
resnet50_8,resnet50,8,0.47738095311473894,0.46502799072752116,0.6385807707012774
resnet50_16,resnet50,16,0.4524672569514552,0.44261673619328323,0.6254475563510152
resnet50_32,resnet50,32,0.44845651278997284,0.44440469778785074,0.6096994235495453
resnet50_64,resnet50,64,0.4539142998851338,0.4512742738248854,0.594716008266132
alexnet_1,alexnet,1,0.45481939724924,0.4363589446666333,0.5708982057814759
alexnet_2,alexnet,2,0.4628799998730984,0.4413500267088191,0.5756994082023636
alexnet_4,alexnet,4,0.46242637343423765,0.4398731317484771,0.5733716259875387
alexnet_8,alexnet,8,0.47558752753416295,0.4539968045254537,0.5813765659730289
alexnet_16,alexnet,16,0.47389387064407196,0.450640752254725,0.5800110454398872
alexnet_32,alexnet,32,0.45601620683537175,0.43196274470244583,0.5861445746095965
alexnet_64,alexnet,64,0.4452515858672541,0.4201693573534267,0.5942285206045106
alexnet_128,alexnet,128,0.4427054504204785,0.4193298571236446,0.6059178426992605
alexnet_256,alexnet,256,0.4806392377553536,0.45091376558417046,0.6432551487784802
alexnet_512,alexnet,512,0.47332430783923357,0.45068172490111,0.6360931912027447
alexnet_1024,alexnet,1024,0.3223338081657139,0.3164697986361948,0.4417959627822812
nvidia_deeprecommender_1,nvidia_deeprecommender,1,0.4307619175814534,0.41217171599665303,0.5596587469352341
nvidia_deeprecommender_2,nvidia_deeprecommender,2,0.4367057227927465,0.4152936856401386,0.5727966144728753
nvidia_deeprecommender_4,nvidia_deeprecommender,4,0.45634842082847715,0.4338964030029541,0.5757101069843187
nvidia_deeprecommender_8,nvidia_deeprecommender,8,0.4602766703774223,0.43734890461057213,0.6066261258613803
nvidia_deeprecommender_16,nvidia_deeprecommender,16,0.4209885759628724,0.40059946203450764,0.6169805728409705
nvidia_deeprecommender_32,nvidia_deeprecommender,32,0.4143592664886675,0.3936560659340542,0.6120579791903145
nvidia_deeprecommender_64,nvidia_deeprecommender,64,0.4729063395435033,0.4518013229927754,0.6212663914675189
nvidia_deeprecommender_128,nvidia_deeprecommender,128,0.4291492925772593,0.41620708841696824,0.5670083756115742
nvidia_deeprecommender_256,nvidia_deeprecommender,256,0.4281444976924635,0.4221196586020852,0.6156591873270565
nvidia_deeprecommender_512,nvidia_deeprecommender,512,0.4567021595735278,0.44770105070331534,0.5996780800496989
fastNLP_Bert_1,fastNLP_Bert,1,0.529925896029073,0.5279989722509261,0.6831645064651972
fastNLP_Bert_2,fastNLP_Bert,2,0.4712702773128683,0.4656276566412823,0.6495971646845997
fastNLP_Bert_4,fastNLP_Bert,4,0.4811272787395661,0.47478832469287596,0.6702214723128093
densenet121_1,densenet121,1,1.002590971610107,0.9741230167589965,1.1588383994650704
densenet121_2,densenet121,2,0.984030574833956,0.9477618950608107,1.1513146642899186
densenet121_4,densenet121,4,1.049309545280469,0.9969698196647975,1.160020807234275
densenet121_8,densenet121,8,0.8857682959669467,0.8737384207437697,0.988814195900792
densenet121_16,densenet121,16,0.672284664058775,0.6289862740889341,0.764914839561787
densenet121_32,densenet121,32,0.5338582051755624,0.500935469733908,0.6509172995266073
maml_1,maml,1,1.0140566962107644,0.986306334989945,1.101377119310021
shufflenet_v2_x1_0_1,shufflenet_v2_x1_0,1,1.1156890590958006,1.0200489738154959,1.1565916955293027
shufflenet_v2_x1_0_2,shufflenet_v2_x1_0,2,1.0802663105771946,1.051580913827856,1.1619348724328085
shufflenet_v2_x1_0_4,shufflenet_v2_x1_0,4,1.0929177354477806,1.068260702006562,1.1482521852576713
shufflenet_v2_x1_0_8,shufflenet_v2_x1_0,8,1.0699687125842223,1.01495389479336,1.1590039170851254
shufflenet_v2_x1_0_16,shufflenet_v2_x1_0,16,1.0995902534447426,1.0449986331695402,1.1574528173151104
shufflenet_v2_x1_0_32,shufflenet_v2_x1_0,32,0.8864254284119384,0.8616536132546433,0.9516419999356488
shufflenet_v2_x1_0_64,shufflenet_v2_x1_0,64,0.4868154082953168,0.47700299953080916,0.6748596427228046
shufflenet_v2_x1_0_128,shufflenet_v2_x1_0,128,0.4305034047802209,0.4125827874394608,0.6535200538479006
shufflenet_v2_x1_0_256,shufflenet_v2_x1_0,256,0.4187280900112303,0.4001710507513785,0.6391423437862915
hf_GPT2_1,hf_GPT2,1,0.4675812156588714,0.44236877022075155,0.6203551238131085
hf_GPT2_2,hf_GPT2,2,0.4488957753905235,0.4237600451596176,0.6119091521163713
pytorch_unet_1,pytorch_unet,1,0.188646009711419,0.15446872898727276,0.6896025522089835
pytorch_unet_2,pytorch_unet,2,0.18119912528453413,0.14944048161280235,0.6805003270311353
hf_Longformer_1,hf_Longformer,1,0.4409253380012781,0.4207077577628749,0.5964826347596298
hf_Longformer_2,hf_Longformer,2,0.447399945872768,0.43399948103038727,0.6027719909146684
mnasnet1_0_1,mnasnet1_0,1,1.0184876421371192,1.0439780940620704,1.1044600780397513
mnasnet1_0_2,mnasnet1_0,2,1.0338710377454867,1.0136980066707535,1.1060620268643147
mnasnet1_0_4,mnasnet1_0,4,1.1066899151942815,1.0913327974743454,1.0934834123427983
mnasnet1_0_8,mnasnet1_0,8,0.9524177736659316,0.9257477313708937,0.9687559040009788
mnasnet1_0_16,mnasnet1_0,16,0.5530319579907342,0.5233048704227542,0.6984403153285772
mnasnet1_0_32,mnasnet1_0,32,0.4034885294245267,0.3779595623044663,0.6800835314452806
mnasnet1_0_64,mnasnet1_0,64,0.39086947896177776,0.3647538589917549,0.6616941225544017
mnasnet1_0_128,mnasnet1_0,128,0.3815998088362583,0.35556325366348135,0.6520910650059206
timm_regnet_1,timm_regnet,1,0.9729893938098116,0.8824707728705323,1.102972521881092
timm_regnet_2,timm_regnet,2,1.0645503012120738,0.9806346605680119,1.1022892396562967
timm_regnet_4,timm_regnet,4,1.0586830025859537,0.9546355522447112,1.1043483816511845
timm_regnet_8,timm_regnet,8,0.7251827678430415,0.6563686201710707,0.7838579665820737
timm_regnet_16,timm_regnet,16,0.6200252272104583,0.5721996904892215,0.7359736316706561
timm_regnet_32,timm_regnet,32,0.6238694877477597,0.6029248458182173,0.6529756196558123
timm_regnet_64,timm_regnet,64,0.6287251202095563,0.6116593284403983,0.6314137822011909
timm_nfnet_1,timm_nfnet,1,0.928858917207334,0.8550327651092589,0.9414392268173
timm_nfnet_2,timm_nfnet,2,0.630186770059475,0.5888359178919707,0.6664638705335675
timm_nfnet_4,timm_nfnet,4,0.4489701607246748,0.434139752512851,0.6352529456163463
timm_nfnet_8,timm_nfnet,8,0.3790457796732834,0.3600469003677787,0.6196733221870415
timm_nfnet_16,timm_nfnet,16,0.48547669255448994,0.4693193100243515,0.6271158049471895
timm_nfnet_32,timm_nfnet,32,0.47918444397528076,0.46836484334701384,0.6243812413916839
timm_nfnet_64,timm_nfnet,64,0.482614969739405,0.47308579736061973,0.6035612449947481
yolov3_1,yolov3,1,0.6980113377286302,0.6887509721673786,0.8180148665374525
yolov3_2,yolov3,2,0.5906032163313322,0.5810359521821278,0.7113148820703282
yolov3_4,yolov3,4,0.5520267968150729,0.5340114558359562,0.6922789208593834
yolov3_8,yolov3,8,0.5305154644234402,0.5126445683146398,0.6595390608981971
yolov3_16,yolov3,16,0.4867616584308565,0.4695364480244934,0.6373183962890309
resnet18_1,resnet18,1,1.187570610207845,0.916415908054386,1.0976485057112122
resnet18_2,resnet18,2,1.185413683153912,0.9311094880815531,1.1267390316125665
resnet18_4,resnet18,4,0.9824846163545858,0.7498203692916696,0.9107052474548716
resnet18_8,resnet18,8,0.7587784108574278,0.5468571930965676,0.6546004690032632
resnet18_16,resnet18,16,0.4845697320894127,0.4628103692789341,0.627015576459928
resnet18_32,resnet18,32,0.4763858129281757,0.4671136823291382,0.622389916093954
resnet18_64,resnet18,64,0.48175562076384454,0.46889113140570804,0.6140004826879667
resnet18_128,resnet18,128,0.4847170448633983,0.47461081636980207,0.615927809264448
resnet18_256,resnet18,256,0.4774960799508755,0.4726422182972849,0.6206394175344846
hf_Reformer_1,hf_Reformer,1,0.4888376160958391,0.4849107874217867,0.6956020751784894
hf_Reformer_2,hf_Reformer,2,0.47126085436547505,0.4697522762190778,0.668749333120141
hf_Reformer_4,hf_Reformer,4,0.4617621593186268,0.4610835988239002,0.6557840611814293
hf_Reformer_8,hf_Reformer,8,0.4594327304087799,0.45682193353756956,0.6511079987739573
hf_Reformer_16,hf_Reformer,16,0.45262865147815373,0.4446353372158346,0.6456565633822268
mobilenet_v3_large_1,mobilenet_v3_large,1,1.0632995681329247,0.9970434076398137,1.1291982873428017
mobilenet_v3_large_2,mobilenet_v3_large,2,1.0667076086137401,1.0271798998336192,1.1121088238223036
mobilenet_v3_large_4,mobilenet_v3_large,4,1.0545005798422291,1.0285441437149072,1.1287634893303808
mobilenet_v3_large_8,mobilenet_v3_large,8,1.0676346642535912,0.9999831544865116,1.1212228491289988
mobilenet_v3_large_16,mobilenet_v3_large,16,0.7981835621799989,0.7061080107207021,0.7972647851422713
mobilenet_v3_large_32,mobilenet_v3_large,32,0.4496322176044313,0.41318194499661,0.6779058222245463
mobilenet_v3_large_64,mobilenet_v3_large,64,0.4103014197533605,0.3897871113642133,0.6565541390492674
mobilenet_v3_large_128,mobilenet_v3_large,128,0.39723013407529195,0.3766104522744154,0.6423362241374635
hf_T5_1,hf_T5,1,0.49145974542411336,0.47795222594485454,0.6829306841020145
hf_T5_2,hf_T5,2,0.45940496551917775,0.44558199958481,0.6694691605835665
LearningToPaint_1,LearningToPaint,1,1.0100355878250489,1.039320382753614,1.1427409100110568
LearningToPaint_2,LearningToPaint,2,1.041861806250113,1.0507516763748748,1.1254495471881936
LearningToPaint_4,LearningToPaint,4,1.0088089054684584,1.0414660344264084,1.1158343407214755
LearningToPaint_8,LearningToPaint,8,1.0423240169687096,1.0523034235345956,1.1025719895034487
LearningToPaint_16,LearningToPaint,16,0.8673825531979384,0.8303749931432561,0.8306105566629914
LearningToPaint_32,LearningToPaint,32,0.4747240550454352,0.5122970018947458,0.8156611597958104
LearningToPaint_64,LearningToPaint,64,0.44529610847857737,0.4476955063288215,0.845952038028392
hf_Bert_1,hf_Bert,1,0.47364090566390943,0.4473376714598775,0.636677451993764
hf_Bert_2,hf_Bert,2,0.45447430170484926,0.43425069221610524,0.6292802940204058
hf_Bert_4,hf_Bert,4,0.47115220069462355,0.46066204767514785,0.6543068218663057
resnet50_quantized_qat_1,resnet50_quantized_qat,1,0.9587768518125609,0.9494037502408276,1.054955458221568
resnet50_quantized_qat_2,resnet50_quantized_qat,2,0.969192936795553,0.9616530559043858,1.05036732878209
resnet50_quantized_qat_4,resnet50_quantized_qat,4,0.7728658458044566,0.7525206086781561,0.8466654571174793
resnet50_quantized_qat_8,resnet50_quantized_qat,8,0.5464004027132644,0.5334148458586255,0.6995209530406981
resnet50_quantized_qat_16,resnet50_quantized_qat,16,0.4812986326993168,0.4600421411909526,0.6549916854028585
resnet50_quantized_qat_32,resnet50_quantized_qat,32,0.45668777233593005,0.4413679260926243,0.6267561830602736
dcgan_1,dcgan,1,1.018388221523869,0.7629332781648607,0.9092177226805337
dcgan_2,dcgan,2,1.330208684951701,0.7950040112152513,0.8687646429608391
dcgan_4,dcgan,4,1.3473409013127302,0.8199972854719293,0.7740821724428323
dcgan_8,dcgan,8,1.1661976712754336,0.6770354271773886,0.7460332444090713
dcgan_16,dcgan,16,0.9613286925826534,0.7332287463335807,0.9569446218562897
dcgan_32,dcgan,32,0.6960017874256738,0.6468675009479072,0.916420487368064
dcgan_64,dcgan,64,0.5752322521996981,0.6421276147602784,0.9002831453119051
dcgan_128,dcgan,128,0.7995407836340226,0.664756463468175,0.6091668730301607
dcgan_256,dcgan,256,0.5561096025781661,0.4907900662712352,0.5975067387285602
dcgan_512,dcgan,512,0.5595301775545714,0.5012991956895758,0.5874645145079072
dcgan_1024,dcgan,1024,0.5619885071477019,0.49885164546986227,0.5907553028761626
hf_DistilBert_1,hf_DistilBert,1,0.48580735755613264,0.4555783807948127,0.6511831128432759
hf_DistilBert_2,hf_DistilBert,2,0.45835041476401456,0.44348570818267724,0.6364048928573449
hf_DistilBert_4,hf_DistilBert,4,0.4749274094543182,0.45154166150821523,0.6676561898255393
hf_DistilBert_8,hf_DistilBert,8,0.4981390869908062,0.4803128816587972,0.6783502224321991
timm_vision_transformer_1,timm_vision_transformer,1,1.4773628828075973,1.4217090466423545,1.092923057732965
timm_vision_transformer_2,timm_vision_transformer,2,1.4043958352432258,1.3599777288037618,1.0140627648187792
timm_vision_transformer_4,timm_vision_transformer,4,0.9300666095791131,0.9116298273547501,0.6855551653086073
timm_vision_transformer_8,timm_vision_transformer,8,0.564961958569205,0.5626635651699607,0.6846726943160886
timm_vision_transformer_16,timm_vision_transformer,16,0.49355812631762364,0.47546277661163083,0.6941551613897867
timm_vision_transformer_32,timm_vision_transformer,32,0.5170546385677364,0.5080413221700898,0.6867723093359426
timm_vision_transformer_64,timm_vision_transformer,64,0.45650724677555843,0.45981216161965627,0.6398055750928657
hf_Bart_1,hf_Bart,1,0.5035021199234965,0.47784614459810976,0.6519334713598959
hf_Bart_2,hf_Bart,2,0.46136148018786155,0.4309463015048523,0.6357478556359719
timm_vovnet_1,timm_vovnet,1,0.859672952554112,0.8531887551735833,1.0809707344856463
timm_vovnet_2,timm_vovnet,2,0.6860671678985504,0.6833131015804125,0.861789601798692
timm_vovnet_4,timm_vovnet,4,0.535307183665615,0.5452780659383235,0.6851983671957987
timm_vovnet_8,timm_vovnet,8,0.5277436147706038,0.5279860604564357,0.6600854894434417
timm_vovnet_16,timm_vovnet,16,0.480935116457871,0.4766657011931426,0.6315322826004343
timm_vovnet_32,timm_vovnet,32,0.462312656521844,0.4574558930199078,0.6316322916452638
timm_vovnet_64,timm_vovnet,64,0.4676874764137996,0.4640145428737623,0.6031835815541686
drq_1,drq,1,0.685573392952337,0.6530711081060492,0.964745300171011
hf_BigBird_1,hf_BigBird,1,0.5890462434561632,0.5613414644346129,0.7134627980452779
maml_omniglot_1,maml_omniglot,1,1.043899455189572,1.005449624857187,1.0703538389550367
resnext50_32x4d_1,resnext50_32x4d,1,0.8725577701061721,0.8745610267910408,0.9379962805557353
resnext50_32x4d_2,resnext50_32x4d,2,0.8581412034318305,0.8459830550359172,0.8454334598905343
resnext50_32x4d_4,resnext50_32x4d,4,0.6510503130334205,0.6478819782676973,0.6975682866114123
resnext50_32x4d_8,resnext50_32x4d,8,0.47058497771815166,0.4559868939951817,0.6752463034188931
resnext50_32x4d_16,resnext50_32x4d,16,0.46190857546310027,0.45980962137500153,0.6621647341998111
resnext50_32x4d_32,resnext50_32x4d,32,0.4484005466490564,0.44636172522832324,0.6442245878031913
