name,aten::cudnn_convolution,void,maxwell_scudnn_winograd_128x128_ldg1_ldg4_mobile_rel...,aten::addmm,sgemm_32x32x32_NT_vec,aten::cudnn_batch_norm,aten::copy_,aten::add_,aten::clamp_min,aten::mul,Memcpy,aten::add,aten::sub,aten::cat,aten::div,sgemm_32x32x32_NT,aten::fill_,maxwell_sgemm_32x128_nn,sgemm_128x128x8_NN,maxwell_fp16_scudnn_fp16_128x64_stridedB_splitK_larg...,aten::native_batch_norm_backward,maxwell_fp16_scudnn_fp16_128x64_relu_medium_nn_v0,maxwell_fp16_scudnn_fp16_128x128_relu_small_nn_v0,at::native::(anonymous,aten::fake_quantize_per_channel_affine_cachemask,maxwell_gcgemm_64x64_nt,aten::_log_softmax_backward_data,sgemm_128x128x8_NT_vec,maxwell_sgemm_128x64_nn,aten::clamp,maxwell_scudnn_128x32_stridedB_splitK_large_nn_v0,maxwell_fp16_scudnn_fp16_128x64_stridedB_splitK_medi...,aten::mm,maxwell_sgemm_128x128_nn,sgemm_32x32x32_NN_vec,aten::max_pool2d_with_indices_backward,aten::cudnn_convolution_transpose,aten::addcdiv_,aten::addcmul_,aten::exp_,aten::leaky_relu_,torchvision::_roi_align_backward,aten::masked_fill_,sgemm_32x32x32_TN_vec,maxwell_gcgemm_32x32_tn,aten::native_dropout_backward,maxwell_scudnn_128x64_stridedB_splitK_large_nn_v0,maxwell_scudnn_128x64_relu_interior_nn_v1,aten::sum,maxwell_fp16_scudnn_fp16_128x32_relu_small_nn_v0,aten::_fake_quantize_per_tensor_affine_cachemask_ten...,maxwell_scudnn_128x64_relu_small_nn_v1,maxwell_sgemm_64x64_nn,aten::_log_softmax,maxwell_scudnn_128x128_stridedB_splitK_medium_nn_v0,maxwell_sgemm_64x64_nt,aten::aminmax,maxwell_gcgemm_64x64_tn,aten::_softmax,aten::_fused_moving_avg_obs_fq_helper,aten::replication_pad2d,maxwell_scudnn_128x64_relu_large_nn_v1,aten::mul_,maxwell_scudnn_128x128_3dconv_fprop_small_nn_v0,maxwell_scudnn_winograd_128x128_ldg1_ldg4_relu_tile4...,aten::_softmax_backward_data,aten::mse_loss_backward,aten::gelu_backward,aten::sqrt,maxwell_scudnn_128x64_stridedB_small_nn_v0,maxwell_scudnn_128x128_stridedB_small_nn_v0,aten::exp,maxwell_scudnn_128x32_relu_medium_nn_v1,maxwell_sgemm_128x128_nt,maxwell_scudnn_128x128_relu_medium_nn_v1,aten::clamp_min_,maxwell_sgemm_128x128_tn,aten::mse_loss,aten::hardtanh_backward,aten::elu_backward,maxwell_fp16_scudnn_fp16_128x128_relu_medium_nn_v0,maxwell_scudnn_winograd_128x128_ldg1_ldg4_relu_tile1...,aten::embedding_dense_backward,maxwell_scudnn_128x32_relu_small_nn_v1,maxwell_scudnn_128x32_stridedB_splitK_medium_nn_v0,sgemm_32x32x32_NN,sgemm_128x128x8_NN_vec,aten::leaky_relu_backward,maxwell_fp16_scudnn_fp16_128x32_stridedB_splitK_larg...,maxwell_sgemm_128x32_nn,maxwell_sgemm_128x32_nt,aten::neg,aten::cudnn_batch_norm_backward,aten::native_layer_norm,sgemm_128x128x8_TN_vec,maxwell_sgemm_32x128_nt,aten::native_dropout,aten::max_pool2d_with_indices,aten::_conv_depthwise2d,maxwell_fp16_scudnn_fp16_128x64_stridedB_small_nn_v0...,aten::threshold_backward,sgemm_128x128x8_TN,aten::where,maxwell_sgemm_128x64_nt,aten::silu_,maxwell_scudnn_winograd_128x128_ldg1_ldg4_relu_tile2...,aten::silu_backward,maxwell_sgemm_128x64_tn,maxwell_scudnn_128x64_stridedB_splitK_interior_nn_v0...,aten::bmm,aten::upsample_bilinear2d_backward,aten::hardswish_backward,aten::native_batch_norm,aten::convolution_backward,aten::native_layer_norm_backward,model,batch_size,2080,titan,titanxp
squeezenet1_1_1,15.65,0.11,1.87,0.0,0.0,0.0,0.0,6.18,0.0,0.0,0.0,0.37,0.0,1.65,0.26,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99,0.0,0.28,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,4.5,0.0,0.0,0.98,0.86,0.25,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1.63,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,squeezenet1_1,1,1.0454741941737213,1.325046682990927,0.9996027811595536
squeezenet1_1_128,12.87,0.01,0.0,0.0,0.0,0.0,0.0,6.12,0.0,0.0,0.0,0.62,0.0,3.96,0.23,0.0,1.49,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.85,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.87,3.76,0.0,0.0,2.1,0.33,0.01,7.15,2.43,0.0,0.48,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,3.87,1.69,0.0,0.44,0.0,1.83,6.06,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,3.49,0.0,0.0,8.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.78,0.0,squeezenet1_1,128,0.4409009138862479,0.43359887146690246,0.6023491053436151
squeezenet1_1_16,13.64,0.03,2.13,0.0,0.0,0.0,0.0,5.94,0.0,0.0,0.0,0.51,0.0,3.28,0.22,0.0,1.29,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.61,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.09,4.2,0.0,0.0,1.17,1.89,0.04,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.67,0.0,0.0,0.0,0.03,2.4,1.89,0.0,0.0,0.0,1.88,5.18,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.94,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,3.13,0.0,0.0,7.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.11,0.0,squeezenet1_1,16,0.488407291173005,0.47280490849014195,0.6502235974985487
squeezenet1_1_2,16.7,0.08,2.03,0.0,0.0,0.0,0.0,5.77,0.0,0.0,0.0,0.38,0.0,2.09,0.23,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.34,0.0,0.19,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.69,8.22,0.0,0.0,1.0,1.8,0.16,0.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.18,2.11,0.0,0.0,5.21,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.22,0.0,squeezenet1_1,2,1.1387069711651412,1.2836477629071268,1.0146973226279687
squeezenet1_1_256,12.26,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.62,0.0,4.16,0.23,0.0,1.47,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.23,3.74,0.0,0.0,2.2,0.8,0.0,8.48,2.41,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74,1.69,0.0,0.43,0.0,1.81,5.99,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,3.46,0.0,0.0,8.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.57,0.0,squeezenet1_1,256,0.44030303918254415,0.4307806052099053,0.5971072947826856
squeezenet1_1_32,12.55,0.02,2.19,0.0,0.0,0.0,0.0,5.96,0.0,0.0,0.0,0.55,0.0,3.38,0.22,0.0,1.38,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.96,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.4,4.02,0.0,0.0,2.11,0.8,0.02,3.31,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,3.37,1.8,0.0,0.0,0.0,1.78,5.54,0.0,0.0,0.0,0.0,0.0,1.82,0.0,1.4,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,3.22,0.0,0.0,8.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.09,0.0,squeezenet1_1,32,0.4372900008866774,0.42846237441976015,0.6295280406072667
squeezenet1_1_4,14.85,0.06,1.82,0.0,0.0,0.0,0.0,5.94,0.0,0.0,0.0,0.44,0.0,2.64,0.23,0.0,1.08,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.92,0.0,0.13,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,1.79,5.69,0.0,0.0,1.13,0.47,0.11,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,4.5,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.21,2.65,0.0,0.0,6.43,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.05,0.0,squeezenet1_1,4,1.1033261591160908,0.9911306390051732,1.0075512653313974
squeezenet1_1_64,12.7,0.01,2.32,0.0,0.0,0.0,0.0,6.12,0.0,0.0,0.0,0.6,0.0,3.7,0.23,0.0,1.46,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.57,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.26,3.74,0.0,0.0,2.15,0.79,0.01,2.67,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.01,3.86,1.75,0.0,0.47,0.0,1.79,5.93,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,3.42,0.0,0.0,8.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.91,0.0,squeezenet1_1,64,0.4374053058940619,0.4360782051674092,0.617059907664377
squeezenet1_1_8,13.83,0.03,2.0,0.0,0.0,0.0,0.0,6.05,0.0,0.0,0.0,0.46,0.0,3.09,0.22,0.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.01,0.0,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,3.66,5.42,0.0,0.0,1.19,0.64,0.07,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,1.96,0.0,0.0,0.0,0.05,3.85,2.16,0.0,0.0,0.0,0.0,4.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,2.97,0.0,0.0,7.4,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.66,0.0,squeezenet1_1,8,0.92847430719384,0.7555305341690993,0.8114843900507096
timm_efficientnet_1,8.16,0.06,0.0,0.19,0.0,8.08,1.33,9.01,0.0,1.91,1.34,5.3,0.0,0.0,0.55,0.0,1.66,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,0.0,0.0,0.0,0.82,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,8.31,0.0,0.0,0.0,0.0,0.0,2.99,0.0,0.0,0.0,0.0,0.0,1.46,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,42.5,0.0,timm_efficientnet,1,0.9972904845316846,0.9604451719425054,1.003176186945157
timm_efficientnet_16,4.77,0.04,0.0,0.05,0.05,6.33,3.78,1.76,0.0,4.87,3.78,3.07,0.0,0.0,0.87,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,1.21,0.0,0.0,0.22,0.82,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,3.67,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.59,0.0,0.0,0.0,0.0,0.0,6.65,0.0,0.0,0.0,0.0,0.0,3.79,0.0,5.64,0.0,0.0,0.0,0.0,0.0,0.0,45.68,0.0,timm_efficientnet,16,0.45987349878032685,0.45159378735929107,0.6856837936943225
timm_efficientnet_2,7.36,0.08,0.0,0.16,0.0,7.33,2.02,7.0,0.0,2.63,2.02,4.61,0.0,0.0,0.62,0.0,1.26,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.39,0.0,0.13,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,1.95,0.0,3.04,0.0,0.0,0.0,0.0,0.0,0.0,44.09,0.0,timm_efficientnet,2,0.9496670042653268,0.9777691842280483,1.0318412350245973
timm_efficientnet_32,4.19,0.03,0.0,0.03,0.03,6.52,4.0,1.05,0.0,5.19,4.0,2.85,0.0,0.0,0.92,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,1.09,0.0,0.0,0.23,0.55,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.27,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.47,0.0,0.0,0.0,0.0,0.0,7.05,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.94,0.0,0.0,0.0,0.0,0.0,0.0,45.2,0.0,timm_efficientnet,32,0.4028861578235717,0.3829111250632628,0.6664817889649572
timm_efficientnet_4,6.8,0.09,0.0,0.13,0.0,6.53,2.81,4.72,0.0,3.58,2.81,3.95,0.0,0.0,0.71,0.0,0.88,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.65,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.19,0.0,0.0,0.0,0.0,0.0,5.23,0.0,0.0,0.0,0.0,0.0,2.74,0.0,4.24,0.0,0.0,0.0,0.0,0.0,0.0,45.26,0.0,timm_efficientnet,4,0.9648741908622868,0.9677313754900949,1.0290456749874068
timm_efficientnet_64,4.43,0.01,0.0,0.02,0.02,6.66,4.11,0.65,0.0,5.34,4.11,2.7,0.0,0.0,0.95,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,1.02,0.0,0.0,0.22,0.67,0.0,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.58,0.0,0.0,0.0,0.0,0.0,4.23,0.27,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,0.0,0.0,0.0,0.0,0.0,7.23,0.0,0.0,0.0,0.0,0.0,4.11,0.0,6.09,0.0,0.0,0.0,0.0,0.0,0.0,44.53,0.0,timm_efficientnet,64,0.3944918863995318,0.3770063549727357,0.6552971396298889
timm_efficientnet_8,5.62,0.06,0.0,0.09,0.09,6.26,3.32,2.86,0.0,4.29,3.32,3.39,0.0,0.0,0.77,0.0,0.53,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,1.37,0.0,0.0,0.0,0.53,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.01,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,3.35,0.0,5.02,0.0,0.0,0.0,0.0,0.0,0.0,46.18,0.0,timm_efficientnet,8,0.7822816791920925,0.7702381517039213,0.8310129743323589
timm_nfnet_1,15.25,0.04,0.69,0.09,0.0,0.0,0.35,18.27,0.0,2.11,0.11,12.28,0.0,0.0,0.12,0.0,2.11,0.18,0.0,0.0,4.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.2,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,4.48,0.0,0.0,0.0,0.0,0.72,0.0,0.25,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35,30.71,0.0,timm_nfnet,1,0.928858917207334,0.8550327651092589,0.9414392268173
timm_nfnet_16,18.58,0.06,0.36,0.0,0.0,0.0,1.19,5.53,0.0,7.38,0.48,4.62,0.0,0.0,0.3,0.0,0.65,3.06,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,4.34,1.77,0.0,0.0,0.0,1.1,0.0,2.36,3.31,0.0,0.0,0.0,0.0,0.0,0.0,2.89,0.0,0.52,0.0,0.0,2.37,0.0,1.32,3.51,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1.35,49.47,0.0,timm_nfnet,16,0.48547669255448994,0.4693193100243515,0.6271158049471895
timm_nfnet_2,27.28,0.06,0.6,0.0,0.0,0.0,0.38,9.73,0.0,2.31,0.15,6.73,0.0,0.0,0.11,0.0,1.11,0.17,0.0,0.0,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,1.14,0.0,0.0,0.0,0.53,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,2.61,0.0,0.0,0.0,0.0,0.76,0.0,0.47,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.54,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,3.3,41.05,0.0,timm_nfnet,2,0.630186770059475,0.5888359178919707,0.6664638705335675
timm_nfnet_32,17.26,0.04,0.43,0.0,0.0,0.0,1.4,4.31,0.0,8.64,0.56,3.99,0.0,0.0,0.34,0.0,0.48,1.97,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,3.33,1.91,0.0,0.0,0.24,0.0,0.0,3.82,3.32,0.0,0.0,0.0,0.0,0.0,0.0,2.91,3.83,0.48,0.0,0.0,2.76,0.0,1.48,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,51.25,0.0,timm_nfnet,32,0.47918444397528076,0.46836484334701384,0.6243812413916839
timm_nfnet_4,27.82,0.06,0.77,0.0,0.0,0.0,0.5,6.88,0.0,3.11,0.2,4.93,0.0,0.0,0.13,0.0,0.78,2.02,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.14,1.09,0.0,0.0,0.0,1.12,0.0,0.13,2.01,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,1.0,0.0,0.0,1.03,0.0,0.5,0.14,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,2.89,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,46.36,0.0,timm_nfnet,4,0.4489701607246748,0.434139752512851,0.6352529456163463
timm_nfnet_64,16.39,0.02,0.46,0.0,0.0,0.0,1.5,3.44,0.0,9.24,0.6,3.5,0.0,0.0,0.37,0.0,0.36,0.36,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.89,1.92,0.0,0.0,0.35,1.47,0.0,11.56,4.59,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.41,0.0,0.0,2.95,0.0,6.05,1.5,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,53.17,0.0,timm_nfnet,64,0.482614969739405,0.47308579736061973,0.6035612449947481
timm_nfnet_8,27.6,0.11,0.87,0.0,0.0,0.0,0.66,5.11,0.0,4.11,0.27,3.89,0.0,0.0,0.17,0.0,0.62,1.04,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,1.13,1.14,0.0,0.0,0.66,0.11,0.0,0.78,2.25,0.0,0.0,0.0,0.0,0.0,0.0,2.06,0.15,0.63,0.0,0.0,1.33,0.0,0.72,2.09,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.24,0.0,0.0,0.0,1.48,49.05,0.0,timm_nfnet,8,0.3790457796732834,0.3600469003677787,0.6196733221870415
