model,batch_size,start_time,end_time,duration
LearningToPaint,32,1653434530561527475,1653434533605717305,3044.1689453125
LearningToPaint,32,1653434538016112424,1653434541218115389,3201.98291015625
LearningToPaint,32,1653434545431718349,1653434547920106440,2488.36083984375
LearningToPaint,32,1653434551728768962,1653434554242254437,2513.46044921875
LearningToPaint,64,1653434558186116128,1653434563696158337,5510.05419921875
LearningToPaint,64,1653434567451132815,1653434572138169067,4687.05029296875
LearningToPaint,64,1653434575870797390,1653434580464635181,4593.84716796875
LearningToPaint,64,1653434584801822033,1653434590059102443,5257.29541015625
LearningToPaint,128,1653434594150805350,1653434604976246574,10824.75390625
LearningToPaint,128,1653434611470378187,1653434619706341594,8236.0009765625
LearningToPaint,128,1653434623625671529,1653434632304150367,8678.5419921875
LearningToPaint,128,1653434637531367201,1653434646164983621,8633.67578125
hf_DistilBert,1,1653434665562811152,1653434668058349471,2495.5224609375
hf_DistilBert,1,1653434672940064284,1653434675432726009,2492.649658203125
hf_DistilBert,1,1653434680329976466,1653434682859263522,2529.27587890625
hf_DistilBert,1,1653434687757327270,1653434690248534373,2491.19384765625
hf_DistilBert,2,1653434695205207090,1653434699155304746,3950.097412109375
hf_DistilBert,2,1653434704372584465,1653434708326563618,3953.9833984375
hf_DistilBert,2,1653434713437305135,1653434717397035146,3959.7333984375
hf_DistilBert,2,1653434722856406855,1653434726813462835,3957.0634765625
hf_DistilBert,4,1653434732239125346,1653434739236620086,6997.541015625
hf_DistilBert,4,1653434744413736922,1653434751420499298,7006.7978515625
hf_DistilBert,4,1653434756521870008,1653434763527550412,7005.72705078125
hf_DistilBert,4,1653434768962506354,1653434775966854471,7004.38720703125
hf_DistilBert,8,1653434781322812349,1653434794684652568,13361.9423828125
hf_DistilBert,8,1653434801088572857,1653434814553409479,13464.919921875
hf_DistilBert,8,1653434820249152800,1653434833837125089,13588.0546875
hf_DistilBert,8,1653434839714608552,1653434853237716153,13523.1513671875
timm_nfnet,1,1653434862080131791,1653434865909565771,3829.4384765625
timm_nfnet,1,1653434869162446383,1653434873001485668,3839.045654296875
timm_nfnet,1,1653434876095274551,1653434879937494790,3842.2255859375
timm_nfnet,1,1653434883104976456,1653434886941907626,3836.937744140625
timm_nfnet,2,1653434890004615429,1653434893942860203,3938.254150390625
timm_nfnet,2,1653434896990757136,1653434900887175973,3896.428466796875
timm_nfnet,2,1653434904261433174,1653434908205886465,3944.462646484375
timm_nfnet,2,1653434911277551888,1653434915183538000,3905.98681640625
timm_nfnet,4,1653434918224200896,1653434922532276885,4308.0908203125
timm_nfnet,4,1653434925565585088,1653434929899209361,4333.63818359375
timm_nfnet,4,1653434933269491135,1653434937588260511,4318.77880859375
timm_nfnet,4,1653434940965468452,1653434945320853842,4355.3974609375
timm_nfnet,8,1653434948611620637,1653434954434296724,5822.7099609375
timm_nfnet,8,1653434957685803223,1653434963506562717,5820.7744140625
timm_nfnet,8,1653434966890363324,1653434972717351354,5827.0224609375
timm_nfnet,8,1653434975874440460,1653434981696767324,5822.359375
timm_nfnet,16,1653434985009271528,1653434993748269419,8739.0517578125
timm_nfnet,16,1653434997015558926,1653435005760909694,8745.4130859375
timm_nfnet,16,1653435009403915920,1653435018146595599,8742.74609375
timm_nfnet,16,1653435021791345372,1653435030538092630,8746.814453125
timm_nfnet,32,1653435034519456393,1653435049644487672,15125.1748046875
timm_nfnet,32,1653435053337608581,1653435068461853950,15124.3779296875
timm_nfnet,32,1653435072071210841,1653435087200543659,15129.474609375
