model,batch_size,start_time,end_time,duration
mobilenet_v2,32,1653554306020246191,1653554309216509565,3196.251953125
mobilenet_v2,32,1653554311484866903,1653554314684682362,3199.803466796875
mobilenet_v2,64,1653554317089562456,1653554323107898623,6018.36669921875
mobilenet_v2,64,1653554325891588060,1653554331928400715,6036.84619140625
mobilenet_v2,64,1653554334300848941,1653554340337054171,6036.23876953125
mobilenet_v2,64,1653554342725095547,1653554348768466555,6043.40625
mobilenet_v2,128,1653554351536394964,1653554363400569035,11864.2734375
mobilenet_v2,128,1653554366142835124,1653554378113896004,11971.1923828125
mobilenet_v2,128,1653554381235586941,1653554393290589841,12055.13671875
mobilenet_v2,128,1653554396814080886,1653554408936531990,12122.59375
mobilenet_v2,256,1653554412622180696,1653554437414166928,24792.3203125
mobilenet_v2,256,1653554441191158785,1653554466128229035,24937.439453125
mobilenet_v2,256,1653554470838265618,1653554495772747133,24934.853515625
mobilenet_v2,256,1653554499619437784,1653554524660917176,25041.833984375
detectron2_maskrcnn,1,1653554539984298678,1653554547466084895,7481.83203125
detectron2_maskrcnn,1,1653554553690401973,1653554560924177021,7233.7939453125
detectron2_maskrcnn,1,1653554566746710599,1653554574003800396,7257.134765625
detectron2_maskrcnn,1,1653554579858079789,1653554587096655504,7238.60498046875
detectron2_maskrcnn,2,1653554593719534594,1653554608140244051,14420.8017578125
detectron2_maskrcnn,2,1653554614310112901,1653554628823306956,14513.33203125
detectron2_maskrcnn,2,1653554635518532202,1653554650105713575,14587.3251953125
detectron2_maskrcnn,2,1653554657060886583,1653554671672961382,14612.22265625
detectron2_maskrcnn,4,1653554679015104835,1653554710021165471,31006.42578125
detectron2_maskrcnn,4,1653554718127379001,1653554749337156963,31210.205078125
detectron2_maskrcnn,4,1653554757152650726,1653554788411696271,31259.46484375
detectron2_maskrcnn,4,1653554796185783676,1653554827378142225,31192.7734375
fastNLP_Bert,1,1653554882925179990,1653554900115074500,17190.146484375
fastNLP_Bert,1,1653554904715552335,1653554921729294751,17013.986328125
fastNLP_Bert,1,1653554925753790499,1653554942746195157,16992.845703125
fastNLP_Bert,1,1653554947193678982,1653554964267927516,17074.66015625
fastNLP_Bert,2,1653554968676087764,1653554995726772016,27051.404296875
fastNLP_Bert,2,1653555000547141752,1653555027661310699,27114.892578125
fastNLP_Bert,2,1653555032840571586,1653555059880497277,27040.650390625
fastNLP_Bert,2,1653555064504361721,1653555091635455595,27131.81640625
fastNLP_Bert,4,1653555098043315677,1653555148011990295,49970.05078125
fastNLP_Bert,4,1653555153945467285,1653555203828063152,49883.9765625
fastNLP_Bert,4,1653555210403458584,1653555260285507236,49883.35546875
fastNLP_Bert,4,1653555266219961158,1653555315969141612,49750.5625
fastNLP_Bert,8,1653555324469228414,1653555418350501258,93883.9140625
fastNLP_Bert,8,1653555427965284168,1653555521599639021,93636.9765625
fastNLP_Bert,8,1653555530560929585,1653555623665812172,93107.484375
fastNLP_Bert,8,1653555632547660978,1653555725795280155,93250.21875
fastNLP_Bert,16,1653555738691263642,1653555919029390005,180343.21875
fastNLP_Bert,16,1653555932019329572,1653556112963029893,180948.796875
fastNLP_Bert,16,1653556126052895100,1653556307389336021,181341.53125
fastNLP_Bert,16,1653556320284893362,1653556500223395126,179943.515625
squeezenet1_1,1,1653556507875512975,1653556521923068701,14047.8583984375
squeezenet1_1,1,1653556524806299221,1653556537595353903,12789.3173828125
squeezenet1_1,1,1653556540096718628,1653556552404947390,12308.4873046875
squeezenet1_1,1,1653556555048384172,1653556569503450594,14455.3349609375
squeezenet1_1,2,1653556572528586335,1653556586008477807,13480.12109375
squeezenet1_1,2,1653556588371575682,1653556599814831257,11443.4755859375
squeezenet1_1,2,1653556602458827887,1653556615485813900,13027.2236328125
squeezenet1_1,2,1653556618227114185,1653556632726244120,14499.4208984375
squeezenet1_1,4,1653556635961153166,1653556649844741617,13883.85546875
squeezenet1_1,4,1653556652169460905,1653556661481841282,9312.55078125
squeezenet1_1,4,1653556663848509658,1653556673268925960,9420.58984375
squeezenet1_1,4,1653556675571070967,1653556684604571396,9029.099609375
squeezenet1_1,8,1653556686939728702,1653556696148770847,9204.5986328125
squeezenet1_1,8,1653556699120277118,1653556713135641521,14008.6083984375
squeezenet1_1,8,1653556715596148590,1653556724706311648,9105.7734375
squeezenet1_1,8,1653556727340247584,1653556736560749957,9216.0634765625
squeezenet1_1,16,1653556739200469023,1653556750728573115,11522.5869140625
squeezenet1_1,16,1653556753463101791,1653556766320836670,12851.5361328125
squeezenet1_1,16,1653556769220172673,1653556781428585389,12208.466796875
squeezenet1_1,16,1653556783967234346,1653556795702575882,11735.5849609375
squeezenet1_1,32,1653556798650693746,1653556819623296853,20973.107421875
squeezenet1_1,32,1653556822687587864,1653556843917149160,21230.0703125
squeezenet1_1,32,1653556847862750211,1653556869199518365,21337.2890625
squeezenet1_1,32,1653556872306909952,1653556893801729713,21495.34765625
squeezenet1_1,64,1653556897865896358,1653556938009153698,40144.2890625
squeezenet1_1,64,1653556943053029032,1653556983367988063,40315.94921875
squeezenet1_1,64,1653556987452432702,1653557027902535536,40451.15625
squeezenet1_1,64,1653557032816715783,1653557073227694576,40411.89453125
squeezenet1_1,128,1653557079335541275,1653557157974993380,78641.3203125
squeezenet1_1,128,1653557165256608677,1653557243530282556,78275.5625
squeezenet1_1,128,1653557250701798768,1653557328711229687,78011.3046875
squeezenet1_1,128,1653557335823711142,1653557413749960012,77928.140625
squeezenet1_1,256,1653557424662638185,1653557580160545857,155501.734375
squeezenet1_1,256,1653557591227079937,1653557746599328667,155376.078125
squeezenet1_1,256,1653557757579854602,1653557912878002495,155301.953125
squeezenet1_1,256,1653557923901641546,1653558079303498923,155405.671875
squeezenet1_1,512,1653558098109086730,1653558413584229037,315482.09375
squeezenet1_1,512,1653558432513471953,1653558748082572373,315576.09375
squeezenet1_1,512,1653558766913185377,1653559082262241626,315356.09375
squeezenet1_1,512,1653559101213212403,1653559416368886555,315162.09375
squeezenet1_1,1024,1653559451448978545,1653560081343609806,629907.5625
squeezenet1_1,1024,1653560115840538438,1653560746626822240,630686.875
squeezenet1_1,1024,1653560781391422524,1653561412015669594,630636.9375
squeezenet1_1,1024,1653561446675298267,1653562077381509917,630716.125
hf_Bert,1,1653562083702613289,1653562087771349749,4068.74658203125
hf_Bert,1,1653562092807310763,1653562096760383671,3953.09033203125
hf_Bert,1,1653562101657086069,1653562105595399256,3938.323486328125
hf_Bert,1,1653562110377817387,1653562114304947713,3927.150146484375
hf_Bert,2,1653562119146295295,1653562125540268617,6394.02392578125
hf_Bert,2,1653562130457504757,1653562136850123830,6392.6650390625
hf_Bert,2,1653562141784221339,1653562148188642641,6404.47265625
hf_Bert,2,1653562153337763429,1653562159748391494,6410.681640625
hf_Bert,4,1653562165108382927,1653562176507998578,11399.7490234375
hf_Bert,4,1653562182101407855,1653562193634770988,11533.5029296875
hf_Bert,4,1653562198766840148,1653562210440217085,11673.517578125
hf_Bert,4,1653562216028542402,1653562227704774731,11676.359375
hf_Bert,8,1653562233229108234,1653562255375965902,22147.162109375
hf_Bert,8,1653562261740550341,1653562284287695544,22547.44140625
hf_Bert,8,1653562290474922745,1653562313442260228,22967.607421875
hf_Bert,8,1653562319180255355,1653562341847207797,22667.609375
hf_Bert,16,1653562349143650048,1653562391538822133,42396.828125
hf_Bert,16,1653562398738345826,1653562441138907705,42402.234375
hf_Bert,16,1653562448698453178,1653562491180406898,42483.58203125
hf_Bert,16,1653562499118972468,1653562542202277651,43084.8984375
yolov3,1,1653562556252053412,1653562559831837141,3579.873046875
yolov3,1,1653562563554862614,1653562567296995597,3742.22509765625
yolov3,1,1653562570249543128,1653562573974513162,3725.05029296875
yolov3,1,1653562577034820737,1653562580683228270,3648.491943359375
yolov3,2,1653562586213517057,1653562590980284987,4766.87841796875
yolov3,2,1653562595073373195,1653562599721188713,4647.93115234375
yolov3,2,1653562603910879601,1653562608563766111,4652.99951171875
yolov3,2,1653562612905199946,1653562617506641043,4601.5458984375
yolov3,4,1653562624120404699,1653562631151854529,7031.63671875
yolov3,4,1653562636854558096,1653562643858561083,7004.19677734375
yolov3,4,1653562649305447891,1653562656300318177,6995.072265625
yolov3,4,1653562662008935310,1653562669044391144,7035.66259765625
yolov3,8,1653562678644136810,1653562690604905460,11961.1611328125
yolov3,8,1653562699147373504,1653562711013789327,11866.8017578125
yolov3,8,1653562719775603704,1653562731556178825,11780.943359375
yolov3,8,1653562739894058090,1653562751620120034,11726.443359375
yolov3,16,1653562762132828515,1653562781076080745,18943.908203125
yolov3,16,1653562790392208254,1653562809562959517,19171.404296875
yolov3,16,1653562818457424280,1653562837665900911,19209.140625
yolov3,16,1653562846879703061,1653562866100034668,19221.0
yolov3,32,1653562878730118591,1653562915367119015,36638.30859375
yolov3,32,1653562925350478900,1653562962255729102,36906.59765625
yolov3,32,1653562972982091624,1653563009724941467,36744.171875
yolov3,32,1653563020194783451,1653563056653607180,36460.08984375
hf_Reformer,1,1653563069795052195,1653563074210306281,4415.3564453125
hf_Reformer,1,1653563076613757540,1653563081004611261,4390.95458984375
hf_Reformer,1,1653563083338349257,1653563087756200603,4417.9560546875
hf_Reformer,1,1653563090045162355,1653563094488478961,4443.423828125
hf_Reformer,2,1653563096950285518,1653563105016240835,8066.19580078125
hf_Reformer,2,1653563107479752187,1653563115515688735,8036.18017578125
hf_Reformer,2,1653563117843132669,1653563125854811842,8011.9111328125
hf_Reformer,2,1653563128589432679,1653563136642544878,8053.34228515625
hf_Reformer,4,1653563139384251633,1653563154675958724,15292.1923828125
hf_Reformer,4,1653563157360454025,1653563172596492030,15236.533203125
hf_Reformer,4,1653563175624877252,1653563190902512752,15278.1416015625
hf_Reformer,4,1653563194230647438,1653563209531388738,15301.25
hf_Reformer,8,1653563213035355298,1653563242784107516,29749.69921875
hf_Reformer,8,1653563246390322038,1653563275959113716,29569.818359375
hf_Reformer,8,1653563280234503482,1653563309827713872,29594.19921875
hf_Reformer,8,1653563313545297579,1653563343349859552,29805.552734375
hf_Reformer,16,1653563348544608487,1653563406685301482,58141.70703125
hf_Reformer,16,1653563412759904627,1653563470701262404,57942.2265625
hf_Reformer,16,1653563476519042396,1653563534174980151,57656.828125
hf_Reformer,16,1653563540029399043,1653563597704537611,57676.0390625
hf_Reformer,32,1653563605806127365,1653563719205070114,113400.8046875
hf_Reformer,32,1653563727980245697,1653563841321586865,113343.1640625
hf_Reformer,32,1653563849917934669,1653563963241643856,113282.53125
hf_Reformer,32,1653563971932350560,1653564085066006948,113120.1484375
pytorch_unet,1,1653564093907236753,1653564100039840962,6132.65380859375
pytorch_unet,1,1653564102662925763,1653564108769921641,6107.04345703125
pytorch_unet,1,1653564111281562849,1653564117393766431,6112.25341796875
pytorch_unet,1,1653564119806007079,1653564125888309788,6082.34912109375
pytorch_unet,2,1653564128458911489,1653564140040103433,11581.3310546875
pytorch_unet,2,1653564142694887926,1653564154343690859,11648.9296875
pytorch_unet,2,1653564157328162603,1653564168992530371,11664.5185546875
pytorch_unet,2,1653564171816593909,1653564183460289895,11643.8447265625
pytorch_unet,4,1653564186998106590,1653564209733687875,22735.921875
pytorch_unet,4,1653564213164191223,1653564236081517411,22917.65625
pytorch_unet,4,1653564239791776910,1653564262686181044,22894.755859375
pytorch_unet,4,1653564266404043249,1653564289256394598,22852.68359375
pytorch_unet,8,1653564293790003429,1653564340602042497,46812.828125
pytorch_unet,8,1653564346139445217,1653564392941521644,46802.84375
pytorch_unet,8,1653564398232572357,1653564445000020831,46768.5390625
pytorch_unet,8,1653564450260332004,1653564497108064161,46849.1328125
Super_SloMo,1,1653564505574249996,1653564512860702943,7286.6220703125
Super_SloMo,1,1653564517703721166,1653564524963407551,7259.85888671875
Super_SloMo,1,1653564529200350623,1653564536459370964,7259.19873046875
Super_SloMo,1,1653564540687435325,1653564547947930932,7260.6474609375
Super_SloMo,2,1653564552352999455,1653564564615992606,12263.3115234375
Super_SloMo,2,1653564569045305842,1653564581432338955,12387.3330078125
Super_SloMo,2,1653564586197482495,1653564598624768603,12427.5859375
Super_SloMo,2,1653564603280602319,1653564615695925690,12415.6611328125
Super_SloMo,4,1653564621024041304,1653564644943453357,23920.087890625
Super_SloMo,4,1653564650337479247,1653564674480422055,24143.62109375
Super_SloMo,4,1653564679743356964,1653564703927108100,24184.42578125
Super_SloMo,4,1653564709391977294,1653564733586990066,24195.67578125
Super_SloMo,8,1653564740105847999,1653564784763377551,44658.84375
Super_SloMo,8,1653564791703241456,1653564836351949503,44650.0078125
Super_SloMo,8,1653564843321526306,1653564887980015300,44659.7578125
Super_SloMo,8,1653564894367575502,1653564939090826174,44724.5625
Super_SloMo,16,1653564947059480284,1653565002996437056,55938.609375
Super_SloMo,16,1653565010576833901,1653565066513571574,55938.3515625
Super_SloMo,16,1653565073999823264,1653565129790211641,55791.99609375
Super_SloMo,16,1653565137537074796,1653565193289189539,55753.70703125
Super_SloMo,32,1653565201175661061,1653565256800816767,55626.765625
Super_SloMo,32,1653565264809507743,1653565320501830869,55693.9296875
Super_SloMo,32,1653565328201810671,1653565383869019199,55668.796875
Super_SloMo,32,1653565391432259489,1653565447136967634,55706.3046875
Super_SloMo,64,1653565455084954236,1653565510683516430,55600.140625
Super_SloMo,64,1653565518343307734,1653565573909705363,55567.9609375
Super_SloMo,64,1653565581655845144,1653565637179117588,55524.8125
Super_SloMo,64,1653565644856506277,1653565700340130488,55485.15625
Super_SloMo,128,1653565707892990456,1653565763467067247,55575.62890625
Super_SloMo,128,1653565771434724086,1653565826997329299,55564.13671875
Super_SloMo,128,1653565834900935780,1653565890391586840,55492.19921875
Super_SloMo,128,1653565898017478071,1653565953637251469,55621.3203125
Super_SloMo,256,1653565960964322881,1653566016580436151,55617.61328125
Super_SloMo,256,1653566024453426922,1653566080046988251,55595.0859375
Super_SloMo,256,1653566087906843304,1653566143467187858,55561.86328125
Super_SloMo,256,1653566151245140789,1653566206747778965,55504.1484375
Super_SloMo,512,1653566214390458627,1653566270035234366,55646.28125
Super_SloMo,512,1653566277457819843,1653566333087913129,55631.59765625
Super_SloMo,512,1653566341025749822,1653566396562817592,55538.5546875
Super_SloMo,512,1653566404410048532,1653566460015490637,55606.94140625
Super_SloMo,1024,1653566467824745434,1653566523462918970,55639.578125
Super_SloMo,1024,1653566531031918746,1653566586597576668,55566.625
Super_SloMo,1024,1653566594263100770,1653566649831881830,55569.7421875
Super_SloMo,1024,1653566657814471664,1653566713284731785,55471.18359375
alexnet,1,1653566717604215564,1653566718419511324,815.2681274414062
alexnet,1,1653566720842302597,1653566721661901626,819.5674438476562
alexnet,1,1653566724097275631,1653566724916884338,819.5585327148438
alexnet,1,1653566727284825568,1653566728103631482,818.7763671875
alexnet,2,1653566730582884206,1653566731431580215,848.6625366210938
alexnet,2,1653566733841585733,1653566734689225454,847.6118774414062
alexnet,2,1653566737120094839,1653566737970560006,850.4136962890625
alexnet,2,1653566740347756190,1653566741197490552,849.6907958984375
alexnet,4,1653566743612356820,1653566744492383601,879.9984741210938
alexnet,4,1653566746834765792,1653566747715078309,880.2816162109375
alexnet,4,1653566750067911028,1653566750946793005,878.8519287109375
alexnet,4,1653566753284321759,1653566754163416560,879.0667724609375
alexnet,8,1653566756563411420,1653566757552496856,989.05712890625
alexnet,8,1653566760009238270,1653566760997086563,987.8251953125
alexnet,8,1653566763490703702,1653566764476161062,985.427978515625
alexnet,8,1653566766954567007,1653566767937080478,982.48876953125
alexnet,16,1653566770437648617,1653566771497653277,1059.981201171875
alexnet,16,1653566773968436980,1653566775024265793,1055.8035888671875
alexnet,16,1653566777873042826,1653566778931039526,1057.97021484375
alexnet,16,1653566781356080165,1653566782413831978,1057.7265625
alexnet,32,1653566784911177989,1653566786116209957,1205.00634765625
alexnet,32,1653566788585857125,1653566789797881986,1211.9920654296875
alexnet,32,1653566792242370156,1653566793454138346,1211.7386474609375
alexnet,32,1653566795868619055,1653566797077132990,1208.4920654296875
alexnet,64,1653566799559908619,1653566801220984652,1661.0560302734375
alexnet,64,1653566803751969391,1653566805418022395,1666.0316162109375
alexnet,64,1653566808010260989,1653566809673418223,1663.123779296875
alexnet,64,1653566812167791054,1653566813837568911,1669.7452392578125
alexnet,128,1653566816526507546,1653566819105461896,2578.8935546875
alexnet,128,1653566821818355196,1653566824391899601,2573.537353515625
alexnet,128,1653566827008059585,1653566829591161747,2583.082763671875
alexnet,128,1653566832216903634,1653566834805177563,2588.233642578125
alexnet,256,1653566837778640117,1653566842148491791,4369.84765625
alexnet,256,1653566845590918526,1653566849953527782,4362.6337890625
alexnet,256,1653566852996134481,1653566857362808114,4366.69140625
alexnet,256,1653566860382347137,1653566864751943559,4369.6064453125
alexnet,512,1653566868355465998,1653566876265449534,7910.05029296875
alexnet,512,1653566879841356904,1653566887778739494,7937.4248046875
alexnet,512,1653566891161373318,1653566899182710351,8021.419921875
alexnet,512,1653566902649523236,1653566910722907527,8073.4521484375
alexnet,1024,1653566915953434479,1653566931187494354,15234.2216796875
alexnet,1024,1653566936116299422,1653566951543902668,15427.779296875
alexnet,1024,1653566956812734849,1653566972318161642,15505.61328125
alexnet,1024,1653566977613926660,1653566993122206504,15508.5048828125
hf_Longformer,1,1653567000790679641,1653567013254025512,12463.5205078125
hf_Longformer,1,1653567020641919871,1653567033072963923,12431.2236328125
hf_Longformer,1,1653567041033863536,1653567053429143255,12395.4619140625
hf_Longformer,1,1653567061361215484,1653567073763186628,12402.1484375
hf_Longformer,2,1653567081952806254,1653567105415579581,23463.154296875
hf_Longformer,2,1653567113848428660,1653567137436415152,23588.361328125
hf_Longformer,2,1653567145453452809,1653567169074792256,23621.7265625
hf_Longformer,2,1653567177970436771,1653567201553749519,23583.69921875
hf_Longformer,4,1653567211030563440,1653567256990150340,45960.3671875
hf_Longformer,4,1653567267177063352,1653567313126102879,45949.79296875
hf_Longformer,4,1653567322698707656,1653567369291058471,46593.1484375
hf_Longformer,4,1653567379665624600,1653567425939458051,46274.55078125
hf_Longformer,8,1653567437778134408,1653567526558444647,88758.6875
hf_Longformer,8,1653567539177576960,1653567628432412537,89212.1328125
hf_Longformer,8,1653567641258140289,1653567730037801009,88748.6328125
hf_Longformer,8,1653567742973453683,1653567831610970250,88639.5390625
